coefficient_name,share,target,error,error_pct
coef_sr3p_ASC_sr2_work,0.06734962977989654,0.11325219716274888,-0.04590256738285234,-0.4053128198200705
coef_sr3p_ASC_sr3p_work,0.8232325793691043,0.635843388584697,0.1873891907844073,0.29470966302175566
coef_sr3p_ASC_walk_work,0.0013946647733035806,0.01618075125238714,-0.014786086479083558,-0.9138071680634836
coef_tnc_shared_ASC_sr2_work,0.0625,0,0.0625,0.0625
coef_tnc_shared_ASC_sr3p_work,0.1875,0,0.1875,0.1875
coef_tnc_shared_ASC_taxi_work,0.1875,0,0.1875,0.1875
coef_tnc_shared_ASC_tnc_shared_work,0.25,0,0.25,0.25
coef_tnc_shared_ASC_tnc_single_work,0.1875,0,0.1875,0.1875
coef_tnc_shared_ASC_walk_work,0.125,0,0.125,0.125
coef_walk_ASC_walk_work,1,1,0,0
coef_walk_transit_ASC_bike_work,0,0.03738551800695632,-0.03738551800695632,-1
coef_walk_transit_ASC_sov_work,0,0.10807023722872752,-0.10807023722872752,-1
coef_walk_transit_ASC_sr2_work,0.04389791183294663,0.07554732151322946,-0.031649409680282826,-0.41893490128224525
coef_walk_transit_ASC_sr3p_work,0.06793503480278422,0.05386595381259464,0.01406908099018958,0.2611868906867853
coef_walk_transit_ASC_walk_work,0.006148491879350348,0.04960379044445902,-0.04345529856510867,-0.8760479426217485
coef_walk_transit_ASC_walk_transit_work,0.8820185614849188,0.6755271789940331,0.2064913824908856,0.30567442571057457
