coefficient_name,share,target,error,error_pct
coef_walk_transit_ASC_walk_transit_othmaint,0.9397845664841956,0.6976336034052495,0.24215096307894612,0.34710335324584796
coef_bike_ASC_bike_school,0.9972783825816485,0.8234631475199933,0.1738152350616552,0.2110783410103183
coef_bike_ASC_sov_school,0,0.00453361140767698,-0.00453361140767698,-1
coef_bike_ASC_sr2_school,0,0.02504190328441037,-0.02504190328441037,-1
coef_bike_ASC_sr3p_school,0,0.0800475956398173,-0.0800475956398173,-1
coef_bike_ASC_walk_school,0.0027216174183514776,0.06691374214810206,-0.06419212472975058,-0.9593264801671435
coef_drive_transit_ASC_drive_transit_school,1,0.24515432651123095,0.7548456734887691,3.0790632342937183
coef_drive_transit_ASC_sr2_school,0,0.12742283674438448,-0.12742283674438448,-1
coef_drive_transit_ASC_sr3p_school,0,0.25484567348876896,-0.25484567348876896,-1
coef_drive_transit_ASC_walk_transit_school,0,0.3725771632556155,-0.3725771632556155,-1
coef_sov_ASC_sov_school,1,0.9657615379836102,0.034238462016389803,0.03545229403924643
coef_sov_ASC_walk_school,0,0.03423846201638975,-0.03423846201638975,-1
coef_sr2_ASC_sov_school,0.08681296352737987,0.1757212992491325,-0.08890833572175262,-0.5059622032255805
coef_sr2_ASC_sr2_school,0.8830641064716042,0.7834444569174757,0.0996196495541285,0.12715598237313455
coef_sr2_ASC_walk_school,0.03012293000101595,0.0408342438333918,-0.010711313832375849,-0.2623120407489162
coef_sr3p_ASC_sov_school,0.069378447583984107,0.04975517788119684,0.019623269702787265,0.39439653395758767
coef_sr3p_ASC_sr2_school,0.06644839930188415,0.12663280232196134,-0.06018440302007719,-0.47526708654097033
coef_sr3p_ASC_sr3p_school,0.8546059085060576,0.8000620785359185,0.05454382997013907,0.06817449724645379
coef_sr3p_ASC_walk_school,0.009567244608074194,0.0235499412609234,-0.013982696652849205,-0.5937465617398716
coef_walk_ASC_walk_school,1,1,0,0
coef_walk_transit_ASC_sov_school,0,0.07100711009283502,-0.07100711009283502,-1
coef_walk_transit_ASC_sr2_school,0.012956503167936215,0.13974531390286055,-0.12678881073492432,-0.9072848827192694
coef_walk_transit_ASC_sr3p_school,0.0886310244180252,0.09644947634596276,-0.007818451927937564,-0.08106266849902741
coef_walk_transit_ASC_walk_school,0.002491635224603118,0.0976374860019264,-0.09514585077732328,-0.9744807519465017
coef_walk_transit_ASC_walk_transit_school,0.8959208371894355,0.5951606136564153,0.30076022353302023,0.505342955551572
coef_bike_ASC_bike_shopping,0.9972462627852084,0.8868583438184098,0.11038791896679867,0.12447074522805791
coef_bike_ASC_sov_shopping,0,0.03469670586783257,-0.03469670586783257,-1
coef_bike_ASC_sr2_shopping,0,0.03502246224749086,-0.03502246224749086,-1
coef_bike_ASC_sr3p_shopping,0,0.01908006539584852,-0.01908006539584852,-1
coef_bike_ASC_walk_shopping,0.0027537372147915028,0.02434242267041835,-0.021588685455626845,-0.8868749732894118
coef_drive_transit_ASC_drive_transit_shopping,1,0.2159248773787135,0.7840751226212865,3.6312403283021752
coef_drive_transit_ASC_sov_shopping,0,0.2840751226212865,-0.2840751226212865,-1
coef_drive_transit_ASC_walk_shopping,0,0.18938341508085765,-0.18938341508085765,-1
coef_drive_transit_ASC_walk_transit_shopping,0,0.31061658491914235,-0.31061658491914235,-1
coef_sov_ASC_sov_shopping,0.9683664502962102,0.9914925095763404,-0.02312605928013023,-0.023324492173936718
coef_sov_ASC_walk_shopping,0.03163354970378979,0.00850749042365957,0.023126059280130215,2.7183174036630113
coef_sr2_ASC_sov_shopping,0.04537740062527914,0.04399264454174319,0.0013847560835359499,0.031476991164329754
coef_sr2_ASC_sr2_shopping,0.9451838618430847,0.9447250964318374,4.587654112472306e-4,4.8560730839051103e-4
coef_sr2_ASC_taxi_shopping,0.0012803334822093196,0,0.0012803334822093196,0.0012803334822093196
coef_sr2_ASC_tnc_shared_shopping,0.0017567366383802292,0,0.0017567366383802292,0.0017567366383802292
coef_sr2_ASC_tnc_single_shopping,0.0029775197260681853,0,0.0029775197260681853,0.0029775197260681853
coef_sr2_ASC_walk_shopping,0.003424147684978413,0.0112822590264193,-0.007858111341440887,-0.6965015891799508
coef_sr3p_ASC_sov_shopping,0.019742782536544892,0.01522859120838855,0.004514191328156341,0.2964286890615157
coef_sr3p_ASC_sr2_shopping,0.01813212289821119,0.04086124602877922,-0.02272912313056803,-0.5562513466809003
coef_sr3p_ASC_sr3p_shopping,0.9293994191863728,0.9332545153568472,-0.0038550961704744147,-0.004130809020517138
coef_sr3p_ASC_taxi_shopping,0.0032701271444956926,0,0.0032701271444956926,0.0032701271444956926
coef_sr3p_ASC_tnc_shared_shopping,0.018913048783463893,0,0.018913048783463893,0.018913048783463893
coef_sr3p_ASC_tnc_single_shopping,0.009419918490860726,0,0.009419918490860726,0.009419918490860726
coef_sr3p_ASC_walk_shopping,0.0011225809600507602,0.01065564740598492,-0.00953306644593416,-0.8946492017537813
coef_tnc_shared_ASC_sr2_shopping,0.25,0,0.25,0.25
coef_tnc_shared_ASC_taxi_shopping,0.25,0,0.25,0.25
coef_tnc_shared_ASC_tnc_shared_shopping,0.5,0,0.5,0.5
coef_tnc_single_ASC_taxi_shopping,1,0,1,1
coef_walk_ASC_taxi_shopping,0.0022692889561270802,0,0.0022692889561270802,0.0022692889561270802
coef_walk_ASC_tnc_shared_shopping,0.002017145738779627,0,0.002017145738779627,0.002017145738779627
coef_walk_ASC_tnc_single_shopping,0.0024373844343587156,0,0.0024373844343587156,0.0024373844343587156
coef_walk_ASC_walk_shopping,0.9932761808707345,1,-0.0067238191292654514,-0.0067238191292654514
coef_walk_transit_ASC_bike_shopping,0,0.00669212408744382,-0.00669212408744382,-1
coef_walk_transit_ASC_sov_shopping,0,0.07407528953095632,-0.07407528953095632,-1
coef_walk_transit_ASC_sr2_shopping,0.013071125765426284,0.03139586770836961,-0.018324741942943323,-0.583667319315983
coef_walk_transit_ASC_sr3p_shopping,0.026731040979745643,0.07532852794477798,-0.04859748696503234,-0.6451405369378558
coef_walk_transit_ASC_walk_shopping,0.018841262364578427,0.2887997907056914,-0.26995852834111295,-0.9347601245882512
coef_walk_transit_ASC_walk_transit_shopping,0.9413565708902496,0.5237084000227608,0.41764817086748884,0.7974822837467139
coef_bike_ASC_bike_social,1,0.938584547734979,0.06141545226502099,0.0654341182296583
coef_bike_ASC_sov_social,0,0.01402001323531026,-0.01402001323531026,-1
coef_bike_ASC_sr2_social,0,0.00986119343082799,-0.00986119343082799,-1
coef_bike_ASC_sr3p_social,0,0.02249846537719008,-0.02249846537719008,-1
coef_bike_ASC_walk_social,0,0.01503578022169258,-0.01503578022169258,-1
coef_sov_ASC_sov_social,0.9748636009353079,0.9874769313940956,-0.012613330458787764,-0.012773291261579726
coef_sov_ASC_walk_social,0.025136399064692127,0.01252306860590443,0.012613330458787696,1.0072076466019446
coef_sr2_ASC_sov_social,0.05110541493111182,0.04809736270570926,0.003008052225402562,0.06254089738366257
coef_sr2_ASC_sr2_social,0.6321691765459788,0.9318790269247612,-0.2997098503787824,-0.3216188386252635
coef_sr2_ASC_sr3p_social,0.06392181992950978,0,0.06392181992950978,0.06392181992950978
coef_sr2_ASC_taxi_social,0.005286767061839154,0,0.005286767061839154,0.005286767061839154
coef_sr2_ASC_tnc_shared_social,0.012015379685998077,0,0.012015379685998077,0.012015379685998077
coef_sr2_ASC_tnc_single_social,0.010573534123678308,0,0.010573534123678308,0.010573534123678308
coef_sr2_ASC_walk_social,0.224927907721884,0.02002361036952942,0.20490429735235458,10.233134463311577
coef_sr3p_ASC_sov_social,0.03596355176424971,0.01929325138844073,0.01667030037580898,0.8640482643478511
coef_sr3p_ASC_sr2_social,0.06378441256300892,0.04579373308365744,0.017990679479351478,0.3928633519893549
coef_sr3p_ASC_sr3p_social,0.8808646762310973,0.9271354893632672,-0.04627081313216985,-0.049907282876149484
coef_sr3p_ASC_taxi_social,0.0016479255525397442,0,0.0016479255525397442,0.0016479255525397442
coef_sr3p_ASC_tnc_shared_social,0.0064947654129507565,0,0.0064947654129507565,0.0064947654129507565
coef_sr3p_ASC_tnc_single_social,0.005913144629701435,0,0.005913144629701435,0.005913144629701435
coef_sr3p_ASC_walk_social,0.005331523846452114,0.00777752616463478,-0.002446002318182666,-0.3144961863715603
coef_tnc_shared_ASC_tnc_shared_social,1,0,1,1
coef_walk_ASC_taxi_social,0.001975763962065332,0,0.001975763962065332,0.001975763962065332
coef_walk_ASC_tnc_shared_social,0.0014488935721812435,0,0.0014488935721812435,0.0014488935721812435
coef_walk_ASC_tnc_single_social,0.0015806111696522655,0,0.0015806111696522655,0.0015806111696522655
coef_walk_ASC_walk_social,0.9949947312961012,1,-0.005005268703898835,-0.005005268703898835
coef_walk_transit_ASC_sov_social,0,0.05105300762952942,-0.05105300762952942,-1
coef_walk_transit_ASC_sr2_social,0.019653179190751446,0.05077408881247642,-0.031120909621724976,-0.6129289633667994
coef_walk_transit_ASC_sr3p_social,0,0.03768945214196633,-0.03768945214196633,-1
coef_walk_transit_ASC_walk_social,0.006936416184971098,0.08356327944075213,-0.07662686325578104,-0.916992054029077
coef_walk_transit_ASC_walk_transit_social,0.9734104046242774,0.7769201719752756,0.19649023264900178,0.25290916587921314
coef_bike_ASC_bike_univ,0.9500831946755408,0.8830139566092788,0.06706923806626197,0.07595490146475585
coef_bike_ASC_sr2_univ,0,0.03823807363950648,-0.03823807363950648,-1
coef_bike_ASC_sr3p_univ,0,0.0429397711239531,-0.0429397711239531,-1
coef_bike_ASC_walk_univ,0.04991680532445923,0.03580819862726157,0.014108606697197663,0.3940049273089228
coef_drive_transit_ASC_drive_transit_univ,1,0.4519010721954913,0.5480989278045088,1.2128737051710345
coef_drive_transit_ASC_sov_univ,0,0.02866281004879521,-0.02866281004879521,-1
coef_drive_transit_ASC_sr3p_univ,0,0.03305608908111813,-0.03305608908111813,-1
coef_drive_transit_ASC_walk_univ,0,0.06314176652789932,-0.06314176652789932,-1
coef_drive_transit_ASC_walk_transit_univ,0,0.4232382621466961,-0.4232382621466961,-1
coef_sov_ASC_sov_univ,0.978391959798995,0.9904708805208796,-0.012078920721884656,-0.012195129568607268
coef_sov_ASC_walk_univ,0.021608040201005024,0.00952911947912033,0.012078920721884694,1.267579942548873
coef_sr2_ASC_sov_univ,0.11207761793241887,0.28459676242645465,-0.17251914449403577,-0.6061880079841669
coef_sr2_ASC_sr2_univ,0.8701906992305118,0.6789473141745657,0.19124338505594618,0.28167632607612786
coef_sr2_ASC_walk_univ,0.017731682837069253,0.03645592339897972,-0.018724240561910466,-0.5136131200680133
coef_sr3p_ASC_sov_univ,0.044282238442822384,0.10472386107738856,-0.06044162263456617,-0.5771523510759519
coef_sr3p_ASC_sr2_univ,0.08613138686131387,0.24394570949124972,-0.15781432262993583,-0.6469239527067665
coef_sr3p_ASC_sr3p_univ,0.8583941605839416,0.5984346149876156,0.25995954559632595,0.4343992461092942
coef_sr3p_ASC_walk_univ,0.01119221411192214,0.05289581444374612,-0.04170360033182398,-0.7884102129890657
coef_tnc_shared_ASC_taxi_univ,0.5,0,0.5,0.5
coef_tnc_shared_ASC_tnc_shared_univ,0.25,0,0.25,0.25
coef_tnc_shared_ASC_tnc_single_univ,0.25,0,0.25,0.25
coef_tnc_single_ASC_taxi_univ,1,0,1,1
coef_walk_ASC_walk_univ,1,1,0,0
coef_walk_transit_ASC_bike_univ,0,0.01411912736412319,-0.01411912736412319,-1
coef_walk_transit_ASC_sov_univ,0,0.06095087332237328,-0.06095087332237328,-1
coef_walk_transit_ASC_sr2_univ,0.03515576129112974,0.13559570633020396,-0.10043994503907422,-0.7407310139635388
coef_walk_transit_ASC_sr3p_univ,0,0.03901867693758518,-0.03901867693758518,-1
coef_walk_transit_ASC_walk_univ,0.017014888027023646,0.04288890355354859,-0.025874015526524942,-0.6032799484887775
coef_walk_transit_ASC_walk_transit_univ,0.9478293506818466,0.7074267124921658,0.24040263818968077,0.3398269162649736
coef_bike_ASC_bike_work,0.9996370235934664,0.8710921430245333,0.1285448805689331,0.14756748938477426
coef_bike_ASC_sov_work,0,0.04625540057623741,-0.04625540057623741,-1
coef_bike_ASC_sr2_work,0,0.01997694028503138,-0.01997694028503138,-1
coef_bike_ASC_sr3p_work,0,0.02931307116040983,-0.02931307116040983,-1
coef_bike_ASC_walk_work,3.629764065335753e-4,0.0333624449537881,-0.032999468547254523,-0.9891202096538082
coef_drive_transit_ASC_drive_transit_work,1,0.44923253968513555,0.5507674603148645,1.226018624342961
coef_drive_transit_ASC_sov_work,0,0.03529301308436967,-0.03529301308436967,-1
coef_drive_transit_ASC_sr2_work,0,0.03279236272945613,-0.03279236272945613,-1
coef_drive_transit_ASC_sr3p_work,0,0.03814406487074077,-0.03814406487074077,-1
coef_drive_transit_ASC_walk_work,0,0.0361126804811864,-0.0361126804811864,-1
coef_drive_transit_ASC_walk_transit_work,0,0.40842533914911144,-0.40842533914911144,-1
coef_sov_ASC_sov_work,0.9663574605590662,0.9904869664434668,-0.02412950588440055,-0.02436125532377489
coef_sov_ASC_walk_work,0.03364253944093373,0.00951303355653317,0.024129505884400562,2.5364680720409507
coef_sr2_ASC_sov_work,0.1721715372981412,0.34967520504078553,-0.17750366774264434,-0.5076244045440415
coef_sr2_ASC_sr2_work,0.8255842318388057,0.6354921779589368,0.19009205387986894,0.2991257177868081
coef_sr2_ASC_walk_work,0.0022442308630531297,0.01483261700027768,-0.012588386137224551,-0.8486962305430583
coef_sr3p_ASC_sov_work,0.1080231260776955,0.2347236630001669,-0.1267005369224714,-0.5397859564009161
