ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
1040,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1041,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1041,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1042,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1042,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1043,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1044,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1044,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1045,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1045,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1045,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1046,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1046,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1047,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1047,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1047,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1048,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1048,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1049,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1049,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1050,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1050,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1051,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1052,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1053,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1053,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1054,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1054,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1055,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1055,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1055,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1056,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1056,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1056,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1057,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1058,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1058,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1059,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1059,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1060,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1061,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1061,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1062,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1063,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1064,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1065,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1066,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1067,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1068,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1068,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1069,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1069,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1070,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1070,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1071,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1072,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1072,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1073,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1074,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1074,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1075,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1075,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1075,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1076,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1076,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1076,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1076,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1076,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1076,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1077,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1077,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1077,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1077,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1078,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1079,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1080,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1081,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1082,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1083,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1084,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1085,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1085,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1086,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1086,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1087,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1088,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1088,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1089,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1090,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1090,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1091,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1092,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1092,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1093,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1094,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1095,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1096,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1097,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1098,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1099,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1100,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1101,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1102,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1103,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1104,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1105,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1106,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1107,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1107,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1108,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1108,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1109,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1109,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1110,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1110,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1111,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1111,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1112,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1113,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1113,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1114,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1114,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1115,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1116,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1116,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1116,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1117,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1117,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1117,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1118,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1118,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1118,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1119,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1119,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1119,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1120,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1120,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1120,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1120,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1121,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1122,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1123,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1124,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1125,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1126,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1127,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1128,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1129,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1130,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1131,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1131,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1132,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1133,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1134,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1134,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1135,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1135,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1136,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1137,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1138,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1139,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1140,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1141,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1142,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1143,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1144,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1145,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1146,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1147,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1148,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1149,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1150,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1150,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1151,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1152,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1152,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1153,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1154,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1155,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1156,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1156,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1157,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1157,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1158,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1158,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1159,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1159,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1160,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1160,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1161,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1161,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1161,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1161,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1162,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1162,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1162,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1163,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1164,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1165,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1166,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1167,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1168,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1169,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1170,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1171,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1172,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1173,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1174,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1175,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1176,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1177,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1177,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1178,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1179,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1180,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1180,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1181,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1182,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1183,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1183,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1183,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1184,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1185,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1186,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1187,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1188,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1189,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1190,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1191,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1192,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1193,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1194,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1195,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1196,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
