;TAZID,CO_TAZID,TOTHH,TOTPOP,HHSIZE,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
2616,492616,93.3333333333,369.649304365,3.96052826105,105.317501992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67304537556,0.0,94.9710026195,8.67345399699,80406,0.0,0.0,0.0,49,UTAH
2617,492617,14.3333333333,52.0581417801,3.63196338001,614.664202548,46.0,32.0,28.0,0.0,19.6666666667,45.6666666667,28.6666666667,401.333333333,0.0,0.0,11.9964046595,1.33446455505,47915,0.0,0.0,252.0,49,UTAH
2618,492618,20.0,78.7020860671,3.93510430336,94.6722726077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01889871462,0.0,87.6514885235,2.00188536953,80406,0.0,0.0,0.0,49,UTAH
2619,492619,43.3333333333,158.646726144,3.66107829563,23.3364730306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00377974292,0.0,17.9970975109,4.33559577677,80406,0.0,0.0,0.0,49,UTAH
2620,492620,79.3333333333,302.395506035,3.81170805926,334.628998111,1.66666666667,0.666666666667,43.3333333333,8.66666666667,1.66666666667,175.333333333,0.0,0.0,0.0,0.0,96.2900086687,7.0056561086,80406,969.0,415.0,415.0,49,UTAH
2621,492621,150.333333333,619.681515804,4.12204999426,109.338778688,26.3333333333,0.333333333333,1.0,0.333333333333,0.666666666667,11.6666666667,16.0,27.6666666667,0.0,0.0,11.3282206189,14.0105580694,80406,0.0,0.0,0.0,49,UTAH
2622,492622,3.0,9.29519341146,3.09839780382,4.01511897169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01511897169,0.0,0.0,0.0,80406,0.0,0.0,0.0,49,UTAH
2623,492623,3.0,13.9427901172,4.64759670573,66.6624769155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02267845754,0.0,60.6397984579,0.0,80406,0.0,0.0,0.0,49,UTAH
2624,492624,40.3333333333,138.807019824,3.44149635928,53.9998565159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334514110283,0.0,49.6623258144,4.00301659125,80406,0.0,0.0,0.0,49,UTAH
2625,492625,58.6666666667,187.156387581,3.1901656974,86.4477336057,0.666666666667,0.333333333333,7.33333333333,0.333333333333,3.0,3.0,0.333333333333,4.0,0.0,21.7877094972,39.9895867027,5.67043740573,80406,0.0,0.0,0.0,49,UTAH
2626,492626,0.0,0.0,0.0,84.3324797483,24.6666666667,0.0,0.333333333333,11.0,30.3333333333,7.33333333333,0.0,0.0,1.00377974292,0.0,9.66203333867,0.0,51349,0.0,0.0,0.0,49,UTAH
2627,492627,19.3333333333,65.9862956886,3.41308425975,32.6647279986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00755948585,0.0,28.9897476982,1.66742081448,51349,0.0,0.0,0.0,49,UTAH
2628,492628,2.66666666667,10.5358364074,3.95093865279,240.315114417,24.3333333333,0.333333333333,0.0,50.3333333333,29.3333333333,21.0,0.0,20.3333333333,4.01511897169,0.0,90.2999954449,0.333333333333,51349,0.0,0.0,0.0,49,UTAH
2629,492629,16.0,57.630199151,3.60188744694,27.0990274638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.098273316,0.0,0.0,1.00075414781,50375,0.0,0.0,0.0,49,UTAH
2630,492630,8.0,27.8855802344,3.4856975293,9.0309920912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03023794339,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2631,492631,0.0,0.0,0.0,3.33652724467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00377974292,0.0,2.33274750175,0.0,51349,0.0,0.0,0.0,49,UTAH
2632,492632,166.666666667,558.601001702,3.35160601021,151.335098506,12.3333333333,16.0,1.66666666667,0.666666666667,0.333333333333,2.0,0.0,6.33333333333,5.01889871462,0.0,91.6385979814,15.3442684766,51349,0.0,0.0,0.0,49,UTAH
2633,492633,84.0,272.06211683,3.23883472417,285.993414677,48.0,30.0,3.66666666667,28.0,9.0,49.0,0.333333333333,11.6666666667,3.01133922877,0.0,95.3086214508,8.00678733031,51349,0.0,0.0,0.0,49,UTAH
2634,492634,2.0,3.0,1.5,91.3250213074,1.33333333333,0.333333333333,0.0,1.0,13.3333333333,5.33333333333,0.0,14.3333333333,3.01133922877,0.0,52.647015412,0.0,51349,0.0,0.0,0.0,49,UTAH
2635,492635,362.0,1043.53573145,2.88269539076,1364.35069855,275.333333333,3.0,36.0,0.333333333333,24.6666666667,852.666666667,0.0,86.6666666667,0.0,0.0,52.658013788,33.0260180996,51349,0.0,0.0,0.0,49,UTAH
2636,492636,193.333333333,556.145148969,2.8766128395,2158.00929125,184.333333333,149.333333333,217.0,592.333333333,135.0,523.0,1.66666666667,205.0,2.00755948585,0.0,130.321113367,18.0139517345,51349,0.0,0.0,0.0,49,UTAH
2637,492637,0.0,0.0,0.0,1076.66070044,204.333333333,1.0,194.333333333,59.3333333333,397.333333333,152.333333333,2.66666666667,44.0,1.00377974292,0.0,20.3235873675,0.0,51349,0.0,0.0,0.0,49,UTAH
2638,492638,0.0,0.0,0.0,166.666666667,0.666666666667,0.0,10.0,13.0,91.6666666667,25.0,0.0,26.3333333333,0.0,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2639,492639,3.0,5.57711604687,1.85903868229,256.674226153,1.33333333333,5.66666666667,51.3333333333,51.3333333333,59.6666666667,28.6666666667,0.333333333333,56.3333333333,2.00755948585,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2640,492640,1.0,7.43615472916,7.43615472916,829.333333333,60.3333333333,1.0,464.0,12.3333333333,26.3333333333,196.0,0.0,69.3333333333,0.0,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2641,492641,3.0,7.43615472916,2.47871824305,348.674226153,0.0,0.0,299.333333333,0.0,2.0,22.0,4.0,19.3333333333,2.00755948585,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2642,492642,13.3333333333,46.1654163833,3.46240622875,22.0234326054,0.0,0.0,0.0,7.33333333333,1.0,3.0,0.0,3.66666666667,6.02267845754,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2643,492643,1.0,5.57711604687,5.57711604687,837.668078757,83.0,20.3333333333,373.0,162.0,22.3333333333,41.0,3.33333333333,115.0,0.0,0.0,17.6680787574,0.0,51349,0.0,0.0,0.0,49,UTAH
2644,492644,0.0,0.0,0.0,796.666666667,7.66666666667,0.333333333333,468.0,18.0,189.0,42.6666666667,2.0,69.0,0.0,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2645,492645,4.0,12.0837514349,3.02093785872,8.36475205367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36475205367,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2646,492646,12.0,40.8988510104,3.4082375842,8.02721234828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02645820047,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2647,492647,15.0,43.6874090338,2.91249393559,3.00831363366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00755948585,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2648,492648,1.0,4.64759670573,4.64759670573,7.02645820047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02645820047,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2649,492649,17.0,45.5464477162,2.67920280683,9.02796649609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02645820047,0.0,0.0,2.00150829563,51349,0.0,0.0,0.0,49,UTAH
2650,492650,11.0,32.5331769401,2.95756154001,7.02343260535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02267845754,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
