zone_id,TOTPOP,TOTHH,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,HSENROLL,GRADEENROLL
2138,17810.8441,7430.833333,80.5,0,2,77.666666663,954.97453673300015,0,0,0,0
2140,0,0,8004.166667,0.166666667,130.5,7834.833332699999,477.06574697,0,4,0,0
2141,0,0,6812.5,0,0.5,6811.666666000001,376.848354833,0,0,0,0
2149,0,0,8336,0.666666667,118.1666667,8189.8333333,632.54587423,0,1.5,1,0
2170,0,0,470.6666667,5.5,51.33333333,7.666666667,74.84482968,7.03351171,357.3333333,0,0
