coefficient_name,target
walk_transit_ASC_no_auto_social,0.10074443926631566
bike_ASC_auto_deficient_univ,0
drive_transit_ASC_auto_deficient_univ,0
sr2_ASC_auto_deficient_univ,0.26964980593202675
sr3p_ASC_auto_deficient_univ,0.10692418798139706
walk_ASC_auto_deficient_univ,0.09109341015712422
walk_transit_ASC_auto_deficient_univ,0.21609145912284347
bike_ASC_auto_sufficient_univ,0.04470045543748974
drive_transit_ASC_auto_sufficient_univ,0.025257835734765612
sr2_ASC_auto_sufficient_univ,0.16158621024547554
sr3p_ASC_auto_sufficient_univ,0.13627517680670215
walk_ASC_auto_sufficient_univ,0.12315247677663707
walk_transit_ASC_auto_sufficient_univ,0.11539150358446125
bike_ASC_no_auto_univ,0.1321520406537957
sr2_ASC_no_auto_univ,0.027480967089408347
sr3p_ASC_no_auto_univ,0
walk_ASC_no_auto_univ,0.14798421664935976
walk_transit_ASC_no_auto_univ,0.6094805226605975
bike_ASC_auto_deficient_work,0.031531204414792194
drive_transit_ASC_auto_deficient_work,0.0056045479668684365
sr2_ASC_auto_deficient_work,0.25029918329452217
sr3p_ASC_auto_deficient_work,0.15649994526202268
walk_ASC_auto_deficient_work,0.042056370254239445
walk_transit_ASC_auto_deficient_work,0.09851881881655143
bike_ASC_auto_sufficient_work,0.014485921616452393
drive_transit_ASC_auto_sufficient_work,0.005891463427377435
sr2_ASC_auto_sufficient_work,0.1473926486659849
sr3p_ASC_auto_sufficient_work,0.129632307935644
walk_ASC_auto_sufficient_work,0.014322697667967947
walk_transit_ASC_auto_sufficient_work,0.029245628897843778
bike_ASC_no_auto_work,0.09109613874100253
sr2_ASC_no_auto_work,0.1414571539454125
sr3p_ASC_no_auto_work,0.06365447289550519
walk_ASC_no_auto_work,0.18796950494870357
walk_transit_ASC_no_auto_work,0.37845320346574696
drive_transit_ASC_no_auto_all,0
