taz,coord-x,coord-y,area
71,414790,4593759,801278.28
72,415304,4595163,230671.02000000002
73,415789,4595117,230671.02000000002
74,416251,4595226,230671.02000000002
75,415398,4594574,206389.86000000002
76,415793,4594562,210436.72
77,416157,4594497,161874.4
78,416626,4594651,481576.34
79,415877,4593838,1371885.54
80,412582,4592973,886262.3400000001
81,413842,4593143,457295.18
82,414636,4593168,214483.58000000002
83,413718,4592920,987433.8400000001
84,414613,4592738,938871.52
85,413778,4591854,805325.14
86,412146,4591378,441107.74
87,412672,4591221,829606.3
88,413361,4591038,752715.9600000001
89,415426,4593082,234717.88
90,415223,4592634,566560.4
91,414770,4591830,740575.38
92,414384,4591210,461342.04000000004
93,413961,4590844,226624.16
94,411992,4590408,190202.42
95,412526,4590153,473482.62
96,413027,4589940,611075.86
97,413705,4590214,683919.34
98,411952,4589313,437060.88
99,412434,4589365,789137.7000000001
100,413048,4588988,396592.28
101,413598,4588889,813418.86
102,411933,4588423,222577.30000000002
103,412448,4588415,396592.28
104,413066,4588347,360170.54000000004
105,411915,4587585,566560.4
106,412469,4587488,704153.64
107,413277,4587856,829606.3
108,413692,4587334,635357.02
109,412069,4586391,364217.4
110,412516,4586538,437060.88
111,413148,4586536,420873.44
112,413646,4586386,331842.52
113,412565,4585668,918637.22
114,413209,4585666,461342.04000000004
115,413745,4585632,627263.3
116,412609,4584800,509904.36000000004
117,413192,4584776,246858.46000000002
118,413707,4584622,700106.78
119,412699,4584041,513951.22000000003
120,413156,4584271,404686
121,413864,4583799,513951.22000000003
122,413144,4582953,991480.7000000001
123,413884,4582897,744622.24
124,413231,4581282,1667306.32
125,414005,4581534,922684.0800000001
126,413070,4579319,1169542.54
127,414055,4580087,1853461.8800000001
128,413592,4578358,2173163.8200000003
129,413225,4578243,704153.64
130,412531,4580763,594888.42
131,411291,4579368,3969969.66
132,412464,4579253,1133120.8
133,410420,4577479,3314378.3400000003
134,412321,4577786,1711821.78
135,411817,4577154,2011289.4200000002
136,403455,4563700,28587019.04
137,408610,4575359,8785733.06
138,410580,4575780,1558041.1
139,412828,4575753,2755911.66
140,413178,4574189,2476678.3200000003
141,413305,4572557,2764005.38
142,406660,4568783,4038766.2800000003
143,408082,4571308,4354421.36
144,409912,4571624,1015761.86
145,410292,4571024,546326.1
146,411571,4570423,1205964.28
147,412741,4569787,1048136.74
148,408326,4568792,4216828.12
149,410070,4569015,3014910.7
150,408063,4567087,3532908.7800000003
151,410482,4567214,4479874.0200000005
152,409902,4570431,951012.1
153,411529,4569262,3706923.7600000002
154,412839,4568775,1634931.44
155,413302,4567247,5216402.54
156,416575.64415,4577637.24478,1355698.1
157,416148.988,4576894.03731,1675400.04
158,415347,4576124,3403409.2600000002
159,414409,4574716,2302663.34
160,415539,4574489,2764005.38
161,416472,4574117,1683493.76
162,417709,4577634,724387.9400000001
163,417565,4577096,878168.62
164,418995,4576697,1529713.08
165,417415,4575708,2994676.4
166,418819.58319,4575302.89059,2335038.22
167,417352,4573744,1578275.4000000001
168,418414,4573785,1189776.84
169,420103.21432,4575232.813,2982535.8200000003
170,421100,4575496,1812993.28
171,419485,4574158,776997.12
172,420284,4574042,659638.18
173,419734,4573473,1023855.5800000001
174,421179,4573807,1566134.82
175,414606,4572138,2290522.7600000002
176,415643,4572243,1723962.36
177,416204,4572387,1222151.72
178,417510,4572477,2367413.1
179,417844,4571424,2039617.4400000002
180,418292,4570372,1120980.22
181,417570,4569547,2221726.14
182,419319,4572623,926730.9400000001
183,420047,4572543,546326.1
184,420908,4572599,1748243.52
185,419262,4571683,692013.06
186,420107,4571624,667731.9
187,420720,4571730,295420.78
188,419289,4570665,1104792.78
189,420157,4570714,1541853.6600000001
190,419185,4569362,1015761.86
191,419888,4569399,594888.42
192,414938,4568094,2456444.02
193,416125,4567127,2156976.38
194,417564,4566824,801278.28
195,418322,4568058,1210011.1400000001
196,419275,4568401,1088605.34
197,419364,4567637,946965.24
198,420298,4568830,951012.1
199,420624,4569292,307561.36
200,420289,4567571,566560.4
201,420868,4568029,696059.92
202,419118,4566928,319701.94
203,419617,4566597,700106.78
204,420303,4566935,546326.1
205,420831,4566828,639403.88
206,421285,4567406,501810.64
207,421557,4566284,1052183.6
208,406766,4565538,3686689.46
209,407934,4565590,1197870.56
210,408776,4565470,1833227.58
211,412963,4565951,2124601.5
212,414585,4565157,1092652.2
213,414709,4564123,1205964.28
214,413239,4563289,1294995.2
215,413004,4562145,1991055.12
216,414501,4562941,1594462.84
217,414988,4562308,1752290.3800000001
218,415823,4563175,445154.60000000003
219,416296,4562300,781043.98
220,415285,4561080,4030672.56
221,408736,4559662,1290948.34
222,408522,4557909,1776571.54
223,408380,4556884,2051758.02
224,409927,4559700,2606177.84
225,413302,4561213,1493291.34
226,412057,4559554,1906071.06
227,413685,4560780,716294.22
228,413383,4560020,1076464.76
229,412724,4559209,473482.62
230,413483,4559194,756762.8200000001
231,414221,4559271,598935.28
232,409669,4558307,1533759.94
233,410377,4558009,760809.68
234,411115,4558159,1303088.92
235,409489,4556869,1027902.4400000001
236,410293,4556803,930777.8
237,411934,4558420,687966.2000000001
238,411996,4557675,849840.6
239,412784,4558463,598935.28
240,413783,4558461,594888.42
241,414240.22389,4558484.94175,396592.28
242,413085,4557648,813418.86
243,413857,4557657,647497.6
244,411093,4556820,942918.38
245,411965,4556805,712247.36
246,412548,4556786,530138.66
247,413010,4556868,493716.92000000004
248,413583,4556892,756762.8200000001
249,416352,4565579,2695208.7600000002
250,415494,4565100,748669.1
251,415502,4564363,493716.92000000004
252,417487,4565960,1242386.02
253,418372,4566551,679872.48
254,418335,4565805,453248.32
255,418955,4565991,449201.46
256,419353,4565914,368264.26
257,419892,4565978,473482.62
258,420445,4565798,845793.74
259,415935,4564149,469435.76
260,416880,4564419,388498.56
261,416469,4563381,1521619.36
262,417392,4564451,477529.48000000004
263,417332,4563080,1181683.12
264,417744,4564906,258999.04
265,418326,4565184,222577.30000000002
266,417823,4564455,194249.28
267,418088,4564679,101171.5
268,418307,4564675,109265.22
269,418548,4564674,109265.22
270,418802.87155,4564656.7337,109265.22
271,418088,4564184,105218.36
272,418297,4564183,109265.22
273,418537,4564173,109265.22
274,418784,4564171,109265.22
275,418074,4563764,149733.82
276,418281,4563725,105218.36
277,418519,4563708,109265.22
278,418758,4563711,109265.22
279,418050,4563256,137593.24
280,418286,4563252,109265.22
281,418515,4563247,105218.36
282,418750,4563240,109265.22
283,419159,4565135,542279.24
284,419223,4564613,323748.8
285,419222,4564155,323748.8
286,419214,4563692,323748.8
287,420133,4565061,509904.36000000004
288,420088,4564594,428967.16000000003
289,420071,4564131,428967.16000000003
290,420055,4563670,428967.16000000003
291,421295,4565306,522044.94
292,421311,4564854,1096699.06
293,421760,4564612,404686
294,420992,4564104,428967.16000000003
295,421800,4564083,404686
296,417738,4562924,331842.52
297,418131,4562764,323748.8
298,418504,4562781,161874.4
299,418723,4562779,161874.4
300,419198,4563223,323748.8
301,420042,4563205,428967.16000000003
302,419196,4562759,319701.94
303,420027,4562737,428967.16000000003
304,420127,4562311,323748.8
305,420982,4563635,428967.16000000003
306,421763,4563622,465388.9
307,420937,4563011,756762.8200000001
308,421763,4563034,497763.78
309,417292,4561853,700106.78
310,417270,4560774,1315229.5
311,418094,4562102,246858.46000000002
312,418607,4562075,254952.18000000002
313,417670,4561503,287327.06
314,418143,4561486,287327.06
315,418484,4561567,283280.2
316,419211,4562284,384451.7
317,419121,4561577,615122.72
318,419606,4561820,238764.74000000002
319,420099,4561658,667731.9
320,420789,4562261,372311.12
321,421652,4562163,1023855.5800000001
322,420836,4561573,772950.26
323,418288,4560741,530138.66
324,418884,4560944,283280.2
325,418897,4560592,238764.74000000002
326,419442,4560701,372311.12
327,419861,4560750,230671.02000000002
328,420196,4560576,635357.02
329,420708,4560466,1278807.76
330,420775,4559416,461342.04000000004
331,421636,4560183,1214058
332,416015,4560134,1278807.76
333,416689,4560346,857934.3200000001
334,415733,4559235,760809.68
335,417478,4559907,412779.72000000003
336,418093,4560085,202343
337,418172,4559831,343983.10000000003
338,417389,4559123,420873.44
339,418201,4559330,594888.42
340,419008,4559845,938871.52
341,418808,4558905,861981.18
342,419686,4559341,647497.6
343,420062,4559530,481576.34
344,420187,4558815,295420.78
345,414512,4556986,829606.3
346,414860,4558974,675825.62
347,415780,4557325,3027051.2800000003
348,415275,4556513,870074.9
349,416050,4558689,1044089.88
350,416681,4558560,1432588.44
351,417879,4558579,623216.4400000001
352,417184,4557964,615122.72
353,417744,4557996,538232.38
354,418449,4558038,441107.74
355,417691,4556906,1756337.24
356,418484,4557379,319701.94
357,419113,4557571,598935.28
358,419613,4556494,2792333.4
359,420963,4555878,1558041.1
360,421071,4554913,3047285.58
361,420003,4558085,1610650.28
362,420787,4557127,534185.52
363,421608,4558048,4107562.9
364,421734,4556723,1201917.42
365,422719,4556192,1566134.82
366,423680,4555313,2088179.76
367,410030,4555916,833653.16
368,409900,4555262,1303088.92
369,409876,4554385,1303088.92
370,409886,4553700,1307135.78
371,411094.57097,4556022.36609,461342.04000000004
372,411874,4555950,453248.32
373,411072.46499,4555230.97216,651544.46
374,411872.70131,4555213.28738,627263.3
375,411885.96489,4554395.36629,647497.6
376,411068.0438,4554404.20868,647497.6
377,411072.46499,4553634.92073,647497.6
378,411868.28011,4553599.55117,647497.6
379,412721.57077,4555244.23575,663685.04
380,413530.04989,4552059.09782,679872.48
381,412637.56806,4555911.83621,453248.32
382,413490,4555882,530138.66
383,413484,4555206,687966.2000000001
384,412686.20121,4553564.18161,675825.62
385,412672.93762,4554373.26031,659638.18
386,413479,4554416,667731.9
387,413450,4553594,659638.18
388,412802,4552817,764856.54
389,413566,4552761,534185.52
390,412698.60251,4551933.9636,611075.86
391,409824,4552830,1303088.92
392,409845.2808,4551242.26407,1303088.92
393,409835.28642,4552016.82873,1278807.76
394,409814,4549987,2468584.6
395,411076.88619,4552825.84203,651544.46
396,411837.33175,4552786.05127,647497.6
397,411397,4552001,1282854.62
398,411369,4551186,1307135.78
399,411362,4549959,2598084.12
400,413301,4550194,5556338.78
401,414280,4552339,764856.54
402,414197,4551195,315655.08
403,414911,4551214,1092652.2
404,414831,4550206,914590.36
405,415572,4550234,1056230.46
406,414179,4555245,651544.46
407,414389,4553856,1270714.04
408,414705,4552576,550372.96
409,417275,4553650,15584457.860000001
410,416188,4551166,1610650.28
411,417374,4551816,4791482.24
412,418931,4554980,5908415.600000001
413,421477,4553717,2173163.8200000003
414,420404,4551600,2484772.04
415,421467,4551798,3411502.98
416,423081,4553747,1011715
417,423940,4553806,534185.52
418,422473,4553044,1703728.06
419,423063,4551793,2023430
420,424031,4552452,1489244.48
421,411370,4548783,1286901.48
422,412972,4548708,1331416.94
423,414588,4548776,1177636.26
424,414556,4547973,2055804.8800000001
425,414637,4547207,1274760.9000000001
426,414777,4546416,1323323.22
427,416054,4548377,1428541.58
428,416753,4548658,1509478.78
429,412875,4544874,7118426.74
430,414750,4545485,2456444.02
431,416166,4546362,1889883.62
432,416077.38632,4545337.31044,1954633.3800000001
433,416036.80091,4544195.75575,1525666.22
434,417353,4545011,1031949.3
435,417430,4546480,1626837.72
436,417871,4546803,1396166.7
437,417879,4545500,963152.68
438,418844,4545086,1157401.96
439,417100,4543001,4617467.26
440,418158,4544095,1578275.4000000001
441,419456,4543939,1096699.06
442,419836,4542750,1703728.06
443,420653,4540495,2662833.88
444,417786,4550035,1278807.76
445,416803,4549694,1392119.84
446,417756,4548432,1408307.28
447,418887,4549870,1825133.86
448,420142,4549879,2347178.8000000003
449,418770,4548382,1942492.8
450,419781,4548479,789137.7000000001
451,421548,4549962,1792758.98
452,422734,4549676,2161023.24
453,422175,4548715,2371459.96
454,421379,4548109,2865176.88
455,423963,4548959,2019383.1400000001
456,423961,4546526,2128648.36
457,418673,4547102,874121.76
458,419254,4546558,841746.88
459,419403,4545629,295420.78
460,419903,4546662,1161448.82
461,421250,4546857,3545049.3600000003
462,420077,4545244,1764430.96
463,422283,4545792,3763579.8000000003
464,420638,4544062,1715868.6400000001
465,422179,4544758,2788286.54
466,422742,4543954,1634931.44
467,420652,4542845,959105.8200000001
468,421753,4542967,1035996.16
469,422996,4543135,1108839.6400000001
470,422552,4542311,1234292.3
471,422978,4541513,1553994.24
472,424059,4543010,3771673.52
473,421346,4541806,1938445.9400000002
474,421995,4540526,1776571.54
475,422943,4540085,1464963.32
476,423419,4538782,1120980.22
477,423934,4540347,1582322.26
478,424697,4539951,1634931.44
479,424214,4538704,724387.9400000001
480,425268,4538594,1238339.1600000001
481,424682,4537672,805325.14
482,423859,4537531,724387.9400000001
483,423098,4536076,2059851.74
484,424156,4536227,2015336.28
485,422115,4534713,1995101.98
486,425530,4537564,951012.1
487,425124,4536651,805325.14
488,425956,4536720,513951.22000000003
489,425321,4535749,801278.28
490,426126,4535787,906496.64
491,423494,4534621,1707774.9200000002
492,424522,4534596,1242386.02
493,424339,4532293,2618318.42
494,425475,4534621,1497338.2
495,425423,4533130,874121.76
496,426210,4533184,959105.8200000001
497,425261,4532016,829606.3
498,425671,4531946,752715.9600000001
499,426427,4531745,979340.12
500,423758,4530743,1614697.1400000001
501,424624.2425,4530191.83661,623216.4400000001
502,424637.29538,4530787.91807,493716.92000000004
503,422770,4529503,1234292.3
504,423954,4529250,1638978.3
505,425161,4530811,441107.74
506,425727,4530904,465388.9
507,426269,4530775,441107.74
508,425186,4529954,497763.78
509,425704,4529898,517998.08
510,426255,4529879,522044.94
511,425186,4529118,384451.7
512,425702,4529128,396592.28
513,426222,4529118,396592.28
514,426926,4530136,1914164.78
515,421409,4527939,1926305.36
516,422676,4527947,1643025.1600000001
517,423583,4528084,1153355.1
518,424356,4528105,995527.56
519,422376,4526894,2104367.2
520,423798,4526816,1416401
521,425116,4528175,955058.9600000001
522,425662,4528107,793184.56
523,426200,4528063,793184.56
524,424650,4526851,368264.26
525,425116,4526851,598935.28
526,425606,4526851,433014.02
527,426180,4526851,732481.66
528,426955,4528017,1096699.06
529,427743,4527975,1258573.46
530,426875,4526837,708200.5
531,427603,4526762,1068371.04
532,428592,4527047,2213632.42
533,419739,4524693,6272633
534,421182,4524941,2565709.24
535,422438,4525803,1602556.56
536,421870,4524523,687966.2000000001
537,422614,4524585,1521619.36
538,423621,4525745,861981.18
539,424238,4525872,473482.62
540,423578,4524566,1185729.98
541,424155,4524855,473482.62
542,424604,4525100,1040043.02
543,425192,4525845,1125027.08
544,426076,4525910,542279.24
545,425788,4525158,631310.16
546,426739,4525607,1307135.78
547,427776,4525416,1590415.98
548,425441,4524197,1185729.98
549,426239,4524302,683919.34
550,424610,4523466,513951.22000000003
551,425691,4523587,857934.3200000001
552,427442,4524456,1214058
553,427151,4523625,1736102.94
554,429028,4525164,1622790.86
555,428426,4523313,4071141.16
556,420160,4522488,1286901.48
557,421069,4522559,1906071.06
558,420787,4521197,1060277.32
559,421987,4522925,1671353.1800000002
560,422732,4522967,2011289.4200000002
561,421935,4521174,1351651.24
562,421764,4520331,2662833.88
563,423580,4522905,1133120.8
564,424021,4522637,570607.26
565,423720,4521975,441107.74
566,425329,4522456,2747817.94
567,424509,4521887,833653.16
568,423210,4520383,1493291.34
569,424246,4520646,3014910.7
570,426465,4521034,8834295.38
571,408726,4519896,3063473.02
572,407835,4518386,3350800.08
573,409363,4518683,2148882.66
574,407623,4516139,1829180.72
575,409027.5482,4517179.75029,4135890.92
576,410773,4517442,1493291.34
577,411805,4518171,5507776.46
578,412451,4515956,4176359.52
579,414548,4516031,2128648.36
580,407784.86674,4514542.1675,2181257.54
581,409092.98219,4514926.29664,2161023.24
582,410417,4515909,1679446.9000000001
583,410580,4514510,2407881.7
584,412295,4514369,3322472.06
585,414340,4514556,3371034.38
586,399413,4509957,4649842.140000001
587,403830,4513259,17114170.94
588,407251,4512978,3621939.7
589,403978,4509881,16393829.860000001
590,407494,4510155,9437277.52
591,409147,4513433,2221726.14
592,411085,4513487,1400213.56
593,409338,4512423,2120554.64
594,411323,4512407,2735677.36
595,409534,4511083,1582322.26
596,411516,4511089,3298190.9
597,409405,4509705,2630459
598,410992,4509239,1606603.4200000002
599,412234,4509779,2865176.88
600,409365,4508417,1254526.6
601,410872,4508466,1003621.28
602,399035,4508605,2395741.12
603,402359,4508052,3067519.88
604,403881,4506952,4265390.44
605,405958,4507158,963152.68
606,405452,4506259,1671353.1800000002
607,406952,4507757,1218104.86
608,406936,4506867,1274760.9000000001
609,406962,4506087,1173589.4000000001
610,407331,4505331,651544.46
611,408214,4507517,732481.66
612,409575,4507760,797231.42
613,409355,4507296,890309.2000000001
614,408200,4506777,562513.54
615,409308,4506731,959105.8200000001
616,408152,4506082,643450.74
617,409252,4506035,1299042.06
618,411649,4508003,2270288.46
619,410942,4507277,987433.8400000001
620,411037,4506681,938871.52
621,410989,4506059,1299042.06
622,412385,4506041,1015761.86
623,406901,4504698,2177210.68
624,407099,4503114,2193398.12
625,408192,4505426,360170.54000000004
626,409208,4505305,756762.8200000001
627,409941,4505045,538232.38
628,408145,4504980,368264.26
629,409177,4504658,841746.88
630,408259,4504364,1031949.3
631,410989,4505213,1278807.76
632,410989,4504626,611075.86
633,410914,4504260,708200.5
634,412436.02447,4504894.73239,1566134.82
635,412315.36528,4503739.85162,987433.8400000001
636,409068,4503545,2925879.7800000003
637,411377,4503819,408732.86
638,410946,4503127,2096273.48
639,409397,4501490,2148882.66
640,411074,4501627,2302663.34
641,416690,4519597,5010012.68
642,419177,4520276,5301386.600000001
643,420280,4519239,1991055.12
644,421207,4518365,1954633.3800000001
645,421896,4518549,1323323.22
646,417079,4517585,9761026.32
647,417363,4514955,8255594.4
648,416256,4513542,793184.56
649,417335,4513440,1068371.04
650,419347,4516937,2840895.72
651,419299,4514657,1521619.36
652,419407,4513394,469435.76
653,420260,4516526,2027476.86
654,420901,4517049,526091.8
655,420864,4515620,299467.64
656,421744,4517052,785090.84
657,421472,4516375,776997.12
658,422234,4516352,513951.22000000003
659,421480,4515528,841746.88
660,422413,4515479,1023855.5800000001
661,420319,4515101,445154.60000000003
662,420314,4514309,785090.84
663,420318,4513535,562513.54
664,421170,4514196,598935.28
665,421517,4514669,740575.38
666,422436,4514623,918637.22
667,422069,4514035,279233.34
668,422503,4514060,113312.08
669,422815,4514035,267092.76
670,421298,4513487,716294.22
671,422102,4513447,396592.28
672,422494,4513418,174014.98
673,422846,4513690,121405.8
674,422801,4513363,186155.56
675,412852,4512752,2812567.7
676,413970,4512676,1796805.84
677,415686,4512745,3909266.7600000002
678,413225,4511130,647497.6
679,414288,4511545,1068371.04
680,414249,4510768,1262620.32
681,415771,4511364,1691587.48
682,417781,4512695,2545474.94
683,419341,4512708,1080511.62
684,420274,4512310,1529713.08
685,417493,4510983,2424069.14
686,418738,4511690,736528.52
687,418894,4510857,1663259.46
688,420237,4511028,1015761.86
689,421302,4512806,963152.68
690,421109,4511951,801278.28
691,421779,4511940,590841.56
692,422329,4512764,582747.84
693,422539,4511906,975293.26
694,421071,4510906,825559.4400000001
695,421845,4510913,736528.52
696,422482,4510902,546326.1
697,422958,4510898,218530.44
698,423288,4510869,424920.3
699,413243,4509570,744622.24
700,414238,4509567,2557615.52
701,415853,4509767,2634505.86
702,417250,4509880,2658787.02
703,418575,4509678,1485197.62
704,419482,4509644,1112886.5
705,420226,4509644,1659212.6
706,421372,4509974,1056230.46
707,421151,4509071,841746.88
708,421733,4509289,348029.96
709,422447,4510049,853887.4600000001
710,423320,4510044,513951.22000000003
711,422747,4509158,1339510.6600000001
712,423416,4509124,303514.5
713,413195,4508190,708200.5
714,413177,4507431,279233.34
715,413160,4506750,412779.72000000003
716,413149,4506041,356123.68
717,414150,4508190,1796805.84
718,415961,4508496,1023855.5800000001
719,415534,4507757,1286901.48
720,416440,4507694,615122.72
721,417112,4507953,1048136.74
722,414114,4506855,1655165.74
723,414642,4506556,279233.34
724,415865,4506728,1618744
725,416987,4506554,327795.66000000003
726,417852,4507895,1351651.24
727,418657,4507844,1266667.18
728,419282,4507959,623216.4400000001
729,417325,4506743,210436.72
730,417855,4506757,805325.14
731,418738,4506797,607029
732,419261,4506797,348029.96
733,417335,4505963,198296.14
734,417872,4505966,651544.46
735,418601,4505932,647497.6
736,419251,4505910,339936.24
737,419955,4508027,1384026.12
738,419825,4506899,671778.76
739,419736,4505960,327795.66000000003
740,421375,4508170,1606603.4200000002
741,421604,4507003,809372
742,420960,4505910,712247.36
743,422284,4507591,785090.84
744,422760,4507696,1436635.3
745,423415,4507688,720341.0800000001
746,422208,4506336,728434.8
747,423125,4506244,1027902.4400000001
748,413902,4506036,720341.0800000001
749,414615,4505986,578700.98
750,413117,4504716,776997.12
751,413829,4504776,1294995.2
752,414656,4504744,1299042.06
753,415763,4505970,1303088.92
754,416929,4505988,449201.46
755,415439,4505270,505857.5
756,416265,4505166,647497.6
757,416892,4505057,356123.68
758,415413,4504439,793184.56
759,416211,4504377,647497.6
760,416896,4504371,348029.96
761,417253,4505095,291373.92
762,417834,4505175,647497.6
763,417228,4504392,299467.64
764,417827,4504388,647497.6
765,418607,4505337,331842.52
766,418644,4504869,396592.28
767,419292,4505083,388498.56
768,418618,4504295,566560.4
769,419304,4504357,424920.3
770,419745,4505131,267092.76
771,420264,4505131,643450.74
772,419721,4504325,222577.30000000002
773,420245,4504311,651544.46
774,421103,4504873,1424494.72
775,421771,4504997,724387.9400000001
776,422597,4505095,1371885.54
777,423414,4505103,1056230.46
778,423153,4504043,870074.9
779,413106,4503371,724387.9400000001
780,413579,4503253,643450.74
781,414490,4503746,542279.24
782,414233,4503382,441107.74
783,414383,4502754,959105.8200000001
784,415330,4503328,687966.2000000001
785,415409,4502587,619169.5800000001
786,415947,4503670,558466.68
787,416281,4502924,772950.26
788,416830,4503264,696059.92
789,417181,4503123,602982.14
790,417804,4503547,647497.6
791,417796,4502715,651544.46
792,418636,4503468,643450.74
793,418614,4502707,643450.74
794,419289,4503072,756762.8200000001
795,419712,4503587,222577.30000000002
796,420227,4503355,635357.02
797,419715,4502732,327795.66000000003
798,420224,4502749,663685.04
799,420993,4502951,1541853.6600000001
800,422177,4503606,1865602.46
801,421259,4502160,602982.14
802,422509,4502474,1238339.1600000001
803,423396,4503354,453248.32
804,423594,4502530,473482.62
805,423558,4501064,356123.68
806,412964,4502551,242811.6
807,412629,4501611,2092226.62
808,413784,4501621,926730.9400000001
809,414051,4500931,663685.04
810,414335,4501982,679872.48
811,415095,4501528,922684.0800000001
812,415972,4501493,1934399.08
813,416733,4501541,716294.22
814,417231,4501896,242811.6
815,417201,4501106,380404.84
816,417835.01648,4501696.23858,926730.9400000001
817,417679.15505,4501026.61173,372311.12
818,418498,4501100,465388.9
819,418710,4501800,825559.4400000001
820,419205,4501505,744622.24
821,419628,4501493,542279.24
822,420233,4501478,1303088.92
823,419941,4500360,513951.22000000003
824,420425,4500253,388498.56
825,420916,4501283,720341.0800000001
826,421774,4501374,1533759.94
827,421031,4500281,687966.2000000001
828,421614,4500073,619169.5800000001
829,422815,4501210,1363791.82
830,422269,4500405,712247.36
831,422543,4499567,1307135.78
832,423346,4500134,1278807.76
833,412660,4499992,2901598.62
834,413739,4500022,1218104.86
835,414518,4499917,1776571.54
836,415764,4500353,914590.36
837,415950,4499527,1177636.26
838,416934,4499977,1137167.6600000001
839,417763,4500015,1497338.2
840,418615,4499955,1290948.34
841,419400,4499753,1108839.6400000001
842,420176,4499388,582747.84
843,420987,4499342,485623.2
844,423314,4513678,84984.06
845,423161,4513259,161874.4
846,423476,4513343,141640.1
847,423073,4512819,226624.16
848,423461,4512833,113312.08
849,423697,4513532,113312.08
850,423945,4513661,56656.04
851,424191,4513663,56656.04
852,424188,4513411,56656.04
853,424417,4513415,113312.08
854,423688,4512819,113312.08
855,424417,4512933,56656.04
856,423939,4512697,56656.04
857,424181,4512690,56656.04
858,424415,4512695,56656.04
859,424424,4513655,56656.04
860,424795,4513648,117358.94
861,425398,4513690,283280.2
862,424671,4513407,56656.04
863,424904,4513409,56656.04
864,425160,4513407,56656.04
865,424673,4513180,56656.04
866,424906,4513173,56656.04
867,425161,4513176,56656.04
868,424668,4512933,56656.04
869,424904,4512933,56656.04
870,425172,4512930,56656.04
871,424670,4512690,56656.04
872,424906,4512687,56656.04
873,425160,4512685,56656.04
874,424671,4512434,56656.04
875,424907,4512434,56656.04
876,425160,4512434,56656.04
877,425383,4513405,56656.04
878,425634,4513405,56656.04
879,425386,4513176,56656.04
880,425634,4513176,56656.04
881,425388,4512926,56656.04
882,425629,4512923,56656.04
883,425388,4512687,56656.04
884,425629,4512692,56656.04
885,423231,4512422,303514.5
886,423386,4511751,331842.52
887,423702,4512450,56656.04
888,423934,4512459,56656.04
889,424172,4512456,56656.04
890,424416,4512450,56656.04
891,423700,4512208,56656.04
892,423935,4512215,56656.04
893,424172,4512209,56656.04
894,424416,4512206,56656.04
895,424664,4512212,56656.04
896,424910,4512208,56656.04
897,423694,4511976,56656.04
898,423935,4511970,56656.04
899,424175,4511964,56656.04
900,424405,4511966,56656.04
901,424648,4511960,56656.04
902,424901,4511965,56656.04
903,423687,4511624,117358.94
904,423935,4511624,113312.08
905,424173,4511624,113312.08
906,424426,4511619,113312.08
907,424649,4511619,113312.08
908,424892,4511624,113312.08
909,425389,4512434,56656.04
910,425622,4512442,56656.04
911,425168,4512205,56656.04
912,425373,4512196,56656.04
913,425622,4512191,56656.04
914,425142,4511958,56656.04
915,425368,4511945,56656.04
916,425624,4511946,56656.04
917,425145,4511619,113312.08
918,425383,4511609,113312.08
919,425610,4511589,113312.08
920,422371,4517653,841746.88
921,423190,4516059,1821087
922,423979,4515370,186155.56
