TAZID,CO_FIPS,xcoord,ycoord
2229,49,-111.700559353202,40.3390920664359
2543,49,-111.583597788133,40.1358114389928
2544,49,-111.574346635245,40.135687022621
2552,49,-111.589064938859,40.1084868720062
2554,49,-111.587604636481,40.0933961780045
2627,49,-111.665444338765,40.1706420334615
2628,49,-111.65185209563,40.170650870637
2630,49,-111.697203512241,40.1643524114959
2631,49,-111.680089857881,40.166394754133
2646,49,-111.702303628725,40.1531028339645
2647,49,-111.692903290895,40.1531299847666
2648,49,-111.681692073262,40.1531910474739
2651,49,-111.681380717704,40.1441306572129
2677,49,-111.760252016896,40.0919170749759
2678,49,-111.740612035203,40.0916307981025
2675,49,-111.797817168044,40.088945302404
2692,49,-111.798460291264,40.0657931153641
2731,49,-111.678085051743,40.0658878665441
2732,49,-111.669317128896,40.0664810984006
2733,49,-111.698830156155,40.0630449744995
2773,49,-111.710957563016,40.0589046827307
2862,49,-111.98075686292,39.9657402681964
1804,49,-112.09881822025,40.2522849819657
444,11,-112.050053124515,41.1289678066201
464,11,-112.050068045055,41.1217080728929
1801,49,-112.019980999012,40.2854041225515
1896,49,-112.025259720075,40.3663279400225
2490,49,-111.632745959522,40.1781304023975
2493,49,-111.632698655203,40.1706511890567
2632,49,-111.665975217036,40.1629561352541
1859,49,-112.101856715672,40.3718625288375
2103,49,-111.900299803999,40.4331535501678
2099,49,-111.896652854628,40.4290901108433
1418,35,-112.055578202988,40.4713475757288
2021,49,-111.891716454674,40.370657283422
2022,49,-111.900959401171,40.369318955173
2634,49,-111.668859919499,40.1522507491998
2676,49,-111.779297906982,40.0916678866788
1825,49,-112.019954394942,40.2944538452923
1377,35,-112.048335708045,40.5530401323611
1375,35,-112.048872677004,40.5611051470314
133,3,-112.075865872275,41.3442007679795
135,3,-112.053971338168,41.3410481143606
137,0,-112.098486682579,41.5472898281339
1353,35,-112.091914360786,40.5973462655519
1357,35,-112.050172517131,40.6021455122409
1384,35,-112.030848207721,40.5469965636425
1383,35,-112.039279081909,40.5471662844291
1394,35,-112.057980431935,40.5314882130639
1403,35,-112.05727902414,40.5174226419208
1821,49,-112.009822228818,40.2943989744204
1796,49,-111.998674863072,40.2861070986927
1836,49,-112.052942501704,40.3259537755894
1850,49,-112.053336733988,40.356984233215
1873,49,-111.986118473675,40.3206174416301
1884,49,-112.029671776883,40.3303575032448
1958,49,-111.921027079404,40.351113864337
1969,49,-111.921062146229,40.3657575641355
2013,49,-111.882710529704,40.3629595243962
2205,49,-111.754313550201,40.3875473654547
2208,49,-111.754408727158,40.379341192122
2322,49,-111.719953155715,40.2862909501321
2323,49,-111.70976774334,40.2862893887252
2326,49,-111.712966704796,40.2787905670059
2626,49,-111.652716945658,40.1803941060371
2693,49,-111.778549557344,40.077967141508
2881,0,-112.191996309145,40.2330025917277
1,3,-112.078520044628,41.5869833144902
2,3,-112.091697211082,41.5784033476831
4,3,-112.100357373772,41.5628339002873
6,3,-112.075751856651,41.5498588881739
5,3,-112.092100034737,41.5508078118618
7,3,-112.057550919433,41.5643098712815
8,3,-112.051691896593,41.5876212032271
139,0,-112.059924179092,41.6076655257656
12,3,-112.041427681254,41.5371766827057
13,3,-112.022454001241,41.5327050919608
14,3,-112.095485390227,41.5287181175363
19,3,-112.085544354891,41.4867591410496
20,3,-112.058434048219,41.4772343918225
21,3,-112.084915968722,41.4576385850654
23,3,-112.054403469174,41.4180195068831
24,3,-112.049871510528,41.404882530776
25,3,-112.058530154781,41.5290790268119
27,3,-112.049928266449,41.5206711799486
17,3,-112.067368622627,41.5156209936723
28,3,-112.051758477751,41.5131585107779
29,3,-112.044385448401,41.5274076156799
30,3,-112.033696130688,41.5259412662645
31,3,-112.03716642741,41.5195138225796
32,3,-112.037064441682,41.5136487550524
35,3,-112.026478186166,41.5197002814989
33,3,-112.026353195722,41.5262877511196
36,3,-112.019519842966,41.5199008966874
37,3,-112.026480984317,41.5135503174785
38,3,-112.019632769189,41.5136660027686
39,3,-112.010703943298,41.5337335754138
40,3,-112.0131692558,41.525487095359
41,3,-112.008689424912,41.5253955957408
42,3,-112.013209201955,41.5198287086314
45,3,-112.008594396836,41.5147624091132
43,3,-112.008533244938,41.5197605911333
44,3,-112.013301013857,41.5148343326434
46,3,-112.013403369844,41.509427619999
47,3,-112.008660090899,41.509383743341
48,3,-112.00475744318,41.52614130847
49,3,-112.003556441135,41.5202251574507
51,3,-111.997663061331,41.5223261352266
50,3,-112.000749799417,41.5212690676196
52,3,-112.002476532092,41.51555499087
53,3,-111.99548516921,41.5134520987892
54,3,-112.003026200336,41.5122643277728
55,3,-112.004504603973,41.5079820019618
56,3,-111.992701942097,41.5081988433195
60,3,-112.040407099993,41.4980242784699
58,3,-112.037804760894,41.5069055301306
59,3,-112.050386826996,41.4990565665776
61,3,-112.048230946733,41.4906279798488
62,3,-112.030016504624,41.5056002631697
65,3,-112.02615415416,41.5045930836759
63,3,-112.026033256268,41.5083623107673
66,3,-112.019833265781,41.5034568622686
64,3,-112.019732498697,41.5082832437697
67,3,-112.031786127308,41.4994390637054
68,3,-112.026259473372,41.4995848997315
69,3,-112.019920389031,41.4984123534607
70,3,-112.032927864588,41.491454652916
72,3,-112.013519112347,41.5033613901384
73,3,-112.008782817189,41.5033156226679
74,3,-112.00390665382,41.5031982193029
75,3,-112.013617316399,41.4983197585602
76,3,-112.008880060202,41.4982615706747
77,3,-112.004509971933,41.4977085066631
78,3,-111.998914507836,41.4991415821032
79,3,-112.007772809615,41.4917478308744
86,3,-112.052113096794,41.4691911133767
80,3,-112.049667496571,41.4802558981399
84,3,-112.026994239664,41.4805266117928
89,3,-112.011144057229,41.4855747906525
91,3,-112.020757293682,41.4735457867057
90,3,-112.015441388722,41.4808298478963
92,3,-112.025284795885,41.4679208102191
88,3,-112.037512403267,41.4662608716316
85,3,-112.032636548034,41.4736538387212
94,3,-112.053808124398,41.4604409814582
95,3,-112.048268469231,41.4597729635291
97,3,-112.033272934514,41.4588783675886
98,3,-112.054126768204,41.4505683662327
109,3,-112.053484344187,41.4267385096863
22,3,-112.065823433275,41.4393636961016
105,3,-112.054321381753,41.4350012103748
106,3,-112.047683568233,41.4341847547514
111,3,-112.039412091992,41.4256753125956
114,3,-112.038562642702,41.417868356919
110,3,-112.046975833619,41.425618681698
112,3,-112.031795177854,41.4245024517488
108,3,-112.03302085681,41.4329409362871
113,3,-112.046261742261,41.4178127640833
115,3,-112.032137555241,41.4176193835193
116,3,-112.045607689892,41.4100013952527
118,3,-112.032447476186,41.4085128129749
122,3,-112.038951633055,41.3934270703424
119,3,-112.044424179426,41.4031714548682
117,3,-112.038628862181,41.4098428548984
120,3,-112.038281263293,41.4026280856371
121,3,-112.030457906238,41.4011166926636
124,3,-112.037663785466,41.3783858778811
123,3,-112.030094270532,41.3929999260606
125,3,-112.028450879173,41.380734341172
126,3,-112.039309037166,41.3606875570375
127,3,-112.027641644463,41.3677121300621
130,3,-112.045962272302,41.3736377834229
131,3,-112.060588682864,41.3609341648444
136,0,-112.121984140395,41.4957881331004
138,0,-112.08176196806,41.6032781312573
9,3,-112.048305038224,41.6010502040316
140,0,-111.989535019583,41.4993641408977
144,57,-112.068776375221,41.3280077034408
143,57,-112.095708344338,41.3250596161931
146,57,-112.072724139319,41.311395093815
149,57,-112.055453165599,41.2991062915319
134,3,-112.048041873431,41.346801628167
150,57,-112.040719725283,41.3284032747124
145,57,-112.057239458387,41.3249550040757
151,57,-112.035103938108,41.3138587102647
148,57,-112.075385679921,41.2993466731506
159,57,-112.095750182781,41.2861349532454
163,57,-112.07246333518,41.2857224979154
164,57,-112.056085479182,41.2805159684917
161,57,-112.055293310606,41.2880579736752
165,57,-112.037562425182,41.2731962603915
166,57,-112.092937354442,41.2669264009178
170,57,-112.075219037302,41.280169640543
172,57,-112.040969945107,41.2653277167583
176,57,-112.009654019182,41.3321232018842
181,57,-111.984504037005,41.3393103289167
180,57,-111.983274952405,41.3463986425008
182,57,-111.968383656263,41.3369740941782
179,57,-111.997566904709,41.3124882045011
183,57,-111.986173204838,41.3267045500899
184,57,-111.970370463698,41.3242207720345
185,57,-111.986227327265,41.3115830784633
189,57,-111.961937533544,41.3164889527875
191,57,-111.959284759583,41.3086295229746
186,57,-111.974934989901,41.3093048653135
194,57,-112.007096270733,41.2953113989561
197,57,-111.991907935541,41.2854338143024
201,57,-111.963530399212,41.3010581587731
198,57,-111.980262090032,41.2900773709627
204,57,-111.963894719546,41.2926757699647
196,57,-111.982494230117,41.2994395084887
199,57,-111.977518644258,41.2814495616823
207,57,-111.964099085604,41.2830523088463
206,57,-111.946461730399,41.293311453087
208,57,-111.951662316094,41.2842250224986
211,57,-112.01544158396,41.2808955173186
213,57,-112.015603291534,41.258161654863
200,57,-111.980290033654,41.2724778987244
215,57,-111.998400573661,41.263677559105
216,57,-112.000567659839,41.2506432257401
217,57,-111.983706212909,41.2594125045691
218,57,-111.983860162013,41.2481047659296
219,57,-111.97416746807,41.2567090989117
210,57,-111.95589917514,41.2725368868301
220,57,-111.964296898267,41.2630403399588
222,57,-111.951826363991,41.2652839347707
223,57,-111.948039206549,41.2720240092089
224,57,-111.951999187766,41.2551884707103
225,57,-111.9441982257,41.2592459504376
226,57,-111.965194732476,41.2498164955134
221,57,-111.962896509325,41.2553920166491
227,57,-111.961116291347,41.2467743713363
228,57,-111.951085607162,41.2476679614706
234,57,-112.089388482246,41.2346504612325
235,57,-112.073515886621,41.239281583491
245,57,-112.035325593337,41.2305308943282
247,57,-112.01855389643,41.2241762664598
240,57,-112.092897463654,41.2236421288887
250,57,-112.09774747059,41.2127328250023
251,57,-112.08813236493,41.2127533615631
248,57,-112.035318526286,41.2160676951472
254,57,-112.054488198044,41.2161462789051
256,57,-112.097960267725,41.1981392941718
253,57,-112.073758212504,41.2088963704973
257,57,-112.084207537416,41.1989083901382
249,57,-112.036817687131,41.2064746793668
259,57,-112.054637381442,41.2015804833617
261,57,-112.014806959802,41.2072467665636
260,57,-112.018333708783,41.2147619321762
262,57,-112.003259855965,41.2140086759401
276,57,-112.073972208775,41.1834459872252
280,57,-112.050361172881,41.182493814483
283,57,-112.040739258867,41.1798091552236
287,57,-112.067744297844,41.1678867737555
291,57,-112.049648833716,41.1724870270834
292,57,-112.048459599851,41.1651631883663
293,57,-112.039782725211,41.172861867516
298,57,-112.058910084549,41.1572832521866
297,57,-112.026071558404,41.1657381981077
302,57,-112.028777687131,41.1574372362515
303,57,-112.000278404195,41.2379139564588
305,57,-112.006613301809,41.2269410797459
306,57,-111.984616068922,41.2390935487766
308,57,-111.973452602034,41.2372897290046
309,57,-111.967404340986,41.2398614195965
310,57,-111.961831251389,41.2396541631509
229,57,-111.944602903239,41.2480264024995
312,57,-111.94626588935,41.2393868727062
313,57,-112.002832332852,41.2240234209115
314,57,-111.991862397036,41.2263844458369
315,57,-111.995478398781,41.2182299916124
316,57,-111.986242149725,41.2266179857524
318,57,-111.981708703896,41.2314071675234
323,57,-111.97171376411,41.2290544509106
319,57,-111.974596393939,41.2326273768109
322,57,-111.974561847632,41.2290824243718
321,57,-111.977329689031,41.2291064929046
317,57,-111.985985226643,41.2148374112939
320,57,-111.981006494265,41.2271400057715
325,57,-111.977398426322,41.2249345575035
326,57,-111.974611699837,41.2249157189018
324,57,-111.968874034961,41.2289957996426
327,57,-111.971789542563,41.2248586085354
328,57,-111.968965670051,41.224830541749
329,57,-111.978044786846,41.2207688519544
330,57,-111.974695027399,41.2207089833776
331,57,-111.971897606719,41.2206781320374
332,57,-111.969070431116,41.2206436854163
333,57,-111.978069586787,41.2167926639762
334,57,-111.974803981984,41.2165130227631
335,57,-111.972007062752,41.2164799549376
336,57,-111.969178302737,41.2164659217704
311,57,-111.956374115495,41.2405706582516
337,57,-111.963666082523,41.2336699704977
338,57,-111.963281488033,41.2289330649316
339,57,-111.963379926621,41.2247547376446
340,57,-111.963478453997,41.2205661662999
341,57,-111.952825443235,41.2332929872833
342,57,-111.953566895569,41.2288088793612
343,57,-111.953675150503,41.224628922467
344,57,-111.953770288376,41.2204375779482
346,57,-111.938410292858,41.2314393442567
348,57,-111.942611997409,41.2244788296469
349,57,-111.932072065527,41.2248289658045
351,57,-111.976301623986,41.2113140581763
350,57,-111.981279579905,41.2117546138216
353,57,-111.969274885805,41.2112342483844
354,57,-111.9635764429,41.2163705831925
355,57,-111.953863386518,41.2162427490622
357,57,-111.953963952143,41.2120623652737
375,57,-111.935512560405,41.2054524055532
361,57,-111.943197143592,41.2144467479845
362,57,-111.932625262147,41.2146822345476
365,57,-111.976423896077,41.2058065905459
366,57,-111.970437002352,41.2054953394434
352,57,-111.972095012231,41.2112873155745
368,57,-111.976549730326,41.2006332239049
369,57,-111.97128777249,41.200687170859
370,57,-111.962879069387,41.2078742386299
374,57,-111.943978458527,41.208208307903
377,57,-111.97508941769,41.194408313819
364,57,-111.986637474654,41.191679132488
371,57,-111.963852775596,41.2012768136781
378,57,-111.967153833295,41.195774969229
379,57,-111.967268558754,41.1921572699673
380,57,-111.960572819867,41.1937322339765
372,57,-111.959041769547,41.2031432083726
381,57,-111.956267902988,41.1944211974144
373,57,-111.952958937654,41.2020052340829
382,57,-111.952187248436,41.191949106048
376,57,-111.943520484485,41.2013127778859
385,57,-111.934926039884,41.1863219994121
389,57,-111.983331079855,41.186425179013
392,57,-111.982949731163,41.1791133815898
390,57,-111.976441292208,41.1886402635211
391,57,-111.976623310675,41.1860296550491
393,57,-111.975550677824,41.1811365165851
395,57,-111.966608149121,41.1762535842854
396,57,-111.958420843685,41.1819265812956
384,57,-111.944837763003,41.182280979609
397,57,-111.952530592303,41.1832927223901
388,57,-112.004990124268,41.1796628995901
400,57,-112.014881230108,41.1774493855153
387,57,-111.99446181739,41.1908306792198
403,57,-112.001083718122,41.1735065586353
404,57,-111.992786754227,41.1708847929558
405,57,-111.979226714728,41.1746220699754
406,57,-111.987718722102,41.1686256228932
407,57,-111.979601504027,41.1683588759342
410,57,-111.971269582759,41.162774228262
411,57,-111.964068734805,41.1650793880519
415,57,-111.955189896204,41.169694254524
413,57,-111.942638381106,41.1497954866551
416,57,-111.943887480899,41.1615699917188
412,57,-111.958064222781,41.1566834828198
417,57,-111.933610622649,41.1694461076841
418,57,-111.932617193787,41.1561468267558
414,57,-111.935856430872,41.1422787637721
419,57,-111.920519434167,41.1519943103402
425,11,-112.128212271723,41.124516539007
427,11,-112.10234657083,41.0962386610912
290,57,-112.069424048443,41.1575432710738
433,11,-112.073234999629,41.149556537332
289,57,-112.078876654566,41.1581201517913
431,11,-112.093417297569,41.1289803390402
436,11,-112.074126380964,41.128985841479
437,11,-112.059635076069,41.1497345311
438,11,-112.050169498671,41.1497567410044
439,11,-112.059655889561,41.1435096659353
440,11,-112.050204607972,41.1434839993982
441,11,-112.050035988691,41.1362399004224
442,11,-112.059646883471,41.1362425497773
435,11,-112.074127553377,41.1362368407605
443,11,-112.059656285216,41.1289772689117
445,11,-112.040647469012,41.1435308915621
301,57,-112.036170942563,41.1572989791375
447,11,-112.040906569725,41.1497698528691
299,57,-112.049513523972,41.1566456307234
448,11,-112.031001423296,41.1498709654022
449,11,-112.030649499923,41.1435367727144
450,11,-112.040239627833,41.1289526353562
451,11,-112.040359315895,41.1362297746819
452,11,-112.030522142591,41.1362509927837
453,11,-112.030355730834,41.1289473300123
446,11,-112.031268991117,41.114852707628
455,11,-112.030048937573,41.1219709310712
456,11,-112.040499891004,41.1140245970721
454,11,-112.039541148263,41.1215026743993
457,11,-112.093414613085,41.1217222293281
458,11,-112.074132135422,41.1217204099657
459,11,-112.090952311926,41.1102756258994
462,11,-112.073779427809,41.096670399841
463,11,-112.059691960912,41.1217133082272
466,11,-112.054931364659,41.1072772067358
470,11,-112.021588852032,41.1075104275899
469,11,-112.021163096282,41.1174541791085
474,11,-112.022544886348,41.1452466725278
399,57,-112.018467501487,41.1590669837836
475,11,-112.021179097037,41.131932111301
478,11,-111.98575721644,41.131126380817
476,11,-112.015915311379,41.1190084372213
477,11,-112.013508699397,41.1302515756706
401,57,-112.005958774569,41.1634464744922
526,11,-111.98850847351,41.094214845343
473,11,-112.004967013504,41.0984660115056
479,11,-112.0024292188,41.1096626135883
481,11,-111.967050901275,41.141770029012
482,11,-111.933568969794,41.132665495543
485,11,-111.916729355824,41.131139946421
486,11,-111.905636502336,41.1329366857331
488,11,-111.917501628649,41.1136113037861
492,11,-112.070118882056,41.0840398946002
493,11,-112.054792208724,41.085553940035
491,11,-112.077967482286,41.0649825488872
494,11,-112.055188683233,41.0783333784246
490,11,-112.095244081222,41.0811163986235
496,11,-112.035869231925,41.0854244311325
497,11,-112.016757092112,41.0857065430223
498,11,-112.035663563281,41.0781984112569
499,11,-112.01191196235,41.0783742317449
495,11,-112.051561543926,41.0708323230487
500,11,-112.035544661194,41.0712339438207
501,11,-112.016656165406,41.0711105597108
502,11,-112.035709994673,41.0641512108414
503,11,-112.016611935647,41.0638630673614
504,11,-111.996213385197,41.0813732063649
510,11,-111.999827364695,41.0442040969852
511,11,-111.983659080751,41.0511768114959
508,11,-111.999511458499,41.066258879732
505,11,-111.991278229369,41.0852454734313
513,11,-111.976797172968,41.0681880998386
512,11,-111.985888426687,41.0664984025632
515,11,-111.965705043217,41.0535333593284
506,11,-112.039319310643,41.0504355176282
516,11,-111.987035901854,41.0328344517865
514,11,-111.976892799655,41.0563882032519
517,11,-111.973726109821,41.0438744396634
518,11,-111.959379405674,41.0428015373411
522,11,-111.953170178902,41.010678914115
519,11,-111.966027086888,41.0316057125758
480,11,-111.983492418375,41.1122949024546
524,11,-111.992279140695,41.101078924981
528,11,-111.966586999024,41.0962541962438
529,11,-111.950677383222,41.0960548349115
489,11,-111.904212419109,41.1219312811213
532,11,-111.92965464553,41.0992568905619
534,11,-111.925290658264,41.0873982867275
530,11,-111.966299109986,41.0818819038243
535,11,-111.939031156471,41.0796038309754
527,11,-111.979403651971,41.0834944868922
538,11,-111.968017294077,41.0710805042093
539,11,-111.961052769149,41.0662605312706
540,11,-111.959324342797,41.0557130393006
542,11,-111.931736175359,41.0718535759241
536,11,-111.906057362326,41.0911833780915
543,11,-111.950120873878,41.0540000878971
545,11,-111.945026441688,41.0440749722212
537,11,-111.905591953788,41.0660761274409
546,11,-111.925840366926,41.0505232885027
548,11,-111.94245127523,41.0327476438951
549,11,-111.930528885654,41.0342494682417
551,11,-111.921814677002,41.0282379355387
553,11,-111.9040667076,41.0346193306301
520,11,-111.953212400738,41.0314448618966
554,11,-111.935798190536,41.0212625365073
552,11,-111.914782968329,41.0210225897248
555,11,-111.926658653316,41.0122046933698
523,11,-111.941740501624,41.0112018398983
556,11,-111.916810473768,41.006160392641
558,11,-111.903853879322,41.010658130547
557,11,-111.910750732944,40.9959934907511
560,11,-111.900878207489,40.9958847383624
559,11,-111.895156323458,41.0058022248536
561,11,-111.888082198457,40.9951929349888
562,11,-111.895728244152,40.9870347087306
567,11,-111.914277769951,40.9723953302711
563,11,-111.935055775722,40.9910056859778
565,11,-111.904247154702,40.9845140427281
568,11,-111.901989596287,40.9739593712388
570,11,-111.886426103072,40.9851575982654
571,11,-111.89021654059,40.9771586641678
574,11,-111.877961850195,40.969623660593
572,11,-111.880375363983,40.9780800797971
575,11,-111.909199515642,40.958558455448
577,11,-111.898528969658,40.9386684001088
578,11,-111.885308722489,40.9588851275138
573,11,-111.888143562749,40.9697033204091
580,11,-111.877162284968,40.9452926887916
582,11,-111.882339459276,40.9353675665486
584,11,-111.906674918175,40.9235373559264
586,11,-111.895306072086,40.9250992286636
581,11,-111.888677184929,40.9361975640715
601,11,-111.906961241136,40.9003358247297
588,11,-111.90277396661,40.9107143449989
589,11,-111.888698015676,40.9253123021534
590,11,-111.882263151679,40.9253193052118
591,11,-111.875841321627,40.9251055734034
592,11,-111.888709450789,40.917304935574
585,11,-111.896335094369,40.9177124885244
593,11,-111.882252295129,40.9173057550535
594,11,-111.875639316131,40.9172750409653
595,11,-111.888732836665,40.9098519095522
596,11,-111.882264233741,40.909832315234
597,11,-111.875688530638,40.9098225106811
598,11,-111.867861610553,40.9170979930003
602,11,-111.89773713257,40.9009379171715
604,11,-111.904087604462,40.8891077673916
623,11,-111.899310639819,40.8795378246085
605,11,-111.889807029007,40.8996191381132
608,11,-111.894253471499,40.8889983825601
607,11,-111.875713099729,40.9001290777124
606,11,-111.882301525298,40.9001509954652
611,11,-111.87654683749,40.8889962576061
613,11,-111.856909734449,40.8994345050078
599,11,-111.933521314704,40.8968730717492
617,11,-111.951791818152,40.866987694348
618,11,-111.935179149911,40.8695165249573
643,11,-111.925428654853,40.851848277996
620,11,-111.927028484725,40.8676278203076
626,11,-111.895276073952,40.8721686952896
610,11,-111.883176805826,40.888978261557
627,11,-111.887773942038,40.8782182661918
629,11,-111.88073669532,40.8742257465819
633,11,-111.875691897097,40.8646849142108
636,11,-111.861250414615,40.8682702986573
635,11,-111.882066762796,40.8581403134712
637,11,-111.864156694423,40.8605978275152
639,11,-111.848521995577,40.8565383758469
621,11,-111.918112385593,40.8684366727644
644,11,-111.914592582209,40.8538175292631
645,11,-111.924806331037,40.837844669147
647,11,-111.907143260487,40.8515255078741
648,11,-111.899776630249,40.8520356094589
650,11,-111.883224650961,40.8488236141215
634,11,-111.893630558049,40.8588890733189
651,11,-111.895716221684,40.8442192090277
649,11,-111.904610274609,40.8455079861263
653,11,-111.900000342017,40.8329833365729
646,11,-111.927655175682,40.8282275704694
654,11,-111.868147411052,40.8350098305717
661,35,-112.045044046145,40.8109618125181
662,35,-112.036827384508,40.7901826918877
669,35,-112.012243698934,40.7768665467884
658,35,-112.094438801038,40.7900634051897
665,35,-112.07683589557,40.7812649980174
660,35,-112.058503031381,40.8040630346609
666,35,-112.060574325207,40.7890047690953
674,35,-112.095082842447,40.7362462041293
671,35,-112.138719420912,40.7627698006012
1782,0,-112.235115216222,40.722409964912
670,35,-112.190056227306,40.7322407116032
673,35,-112.13437355768,40.7350719220219
675,35,-112.078412593851,40.7672507356026
678,35,-112.050929409506,40.7572213216828
672,35,-112.098007642313,40.7605458009061
679,35,-112.070562854551,40.7461700350062
680,35,-112.047502877597,40.7456197490398
682,35,-112.054862318901,40.7302460713052
1783,0,-112.231104638346,40.7139260107011
686,35,-112.196675478057,40.7217763649002
687,35,-112.160180643982,40.7188801674265
691,35,-112.113765544272,40.7116694149737
695,35,-112.100990637287,40.7146277064552
699,35,-112.086719533165,40.7140631405098
701,35,-112.073319936892,40.711614780722
696,35,-112.1010594478,40.7074134973027
702,35,-112.087437401174,40.7069061693771
703,35,-112.07279303848,40.7064029724966
683,35,-112.042313044954,40.7345563880838
706,35,-112.04436636501,40.7188649237127
707,35,-112.053510280213,40.7117451355089
708,35,-112.038749302261,40.7123516806145
2249,49,-111.720919400821,40.3378802538526
2253,49,-111.758478261571,40.3205036497212
2254,49,-111.758314301044,40.3132016232958
2255,49,-111.753191280931,40.3135352179683
2256,49,-111.7503863404,40.3227563429024
2257,49,-111.74026208518,40.3225988580196
2258,49,-111.732144927978,40.3223448510684
2251,49,-111.749070259226,40.3295959207653
2259,49,-111.747413691198,40.3154841035086
2505,49,-111.606958601252,40.1694653317373
2504,49,-111.61430644059,40.1694766344419
2508,49,-111.614297211638,40.1638987845478
2509,49,-111.606988683648,40.1638742723532
2506,49,-111.598549489997,40.1694772390395
2510,49,-111.599798621687,40.1638612400622
2507,49,-111.588567145146,40.1688185747064
2511,49,-111.591579765463,40.1638339869467
2512,49,-111.579947118106,40.1634527292607
2694,49,-111.759173783966,40.0819246920773
2704,49,-111.766563440613,40.052374770786
2699,49,-111.764245273199,40.0628303186174
2701,49,-111.737352165711,40.0615816446687
2700,49,-111.751015894629,40.0600765667844
2698,49,-111.778431479683,40.0632333756123
719,35,-112.066365975943,40.6914871900361
721,35,-112.073078719157,40.6870296651459
720,35,-112.086894601019,40.6903733978521
724,35,-112.052181240132,40.6876206409872
722,35,-112.082012021234,40.6844926090816
725,35,-112.054411059128,40.6840481196334
727,35,-112.037431588125,40.679844496269
728,35,-112.073778063625,40.676329291129
731,35,-112.053477889596,40.6731262973529
732,35,-112.038570527151,40.6718544045058
730,35,-112.0497481967,40.6803412568284
733,35,-112.072136581675,40.6599108293934
734,35,-112.053018037251,40.6597117659135
642,11,-111.940744722828,40.8382170993594
738,35,-111.944531786655,40.8184816425668
743,35,-111.991598703959,40.7690201969942
742,35,-111.978587220161,40.7810989136825
745,35,-111.954791881984,40.7991069908318
744,35,-111.97841606585,40.7679066359711
747,35,-111.95565149081,40.7673311841994
749,35,-111.93730176913,40.8002838881292
759,35,-111.934088274043,40.7743134448528
750,35,-111.937794607309,40.7859869457857
751,35,-111.926944778869,40.8007344543822
753,35,-111.921218322902,40.7941493638452
754,35,-111.930742684939,40.7867928963009
756,35,-111.944582291475,40.7822781563766
758,35,-111.944569618652,40.7686743175371
755,35,-111.919137575753,40.7864387496701
760,35,-111.931150353781,40.779242908128
761,35,-111.917876907557,40.7791107093908
762,35,-111.923178650413,40.7737383506517
765,35,-111.932334347778,40.7685592083903
766,35,-111.922934977608,40.7682219650006
769,35,-111.914512964499,40.7673127539185
768,35,-111.913841368778,40.7704660026649
767,35,-111.918260846106,40.7682615946648
770,35,-112.033046432158,40.7614266961543
773,35,-112.028096813175,40.7463972841502
772,35,-112.001368838501,40.7608947251765
774,35,-112.014933772585,40.7503341778014
775,35,-112.015373096124,40.7437747699888
776,35,-111.996928834701,40.747091598166
778,35,-111.955083316756,40.7596446736743
781,35,-111.96170519534,40.7523701156469
780,35,-111.977214641573,40.7473818083446
782,35,-111.958069850166,40.7452751055718
783,35,-111.944109362468,40.7459200672997
785,35,-111.934065632563,40.7538813892608
787,35,-111.919614493881,40.7621784492294
786,35,-111.925788727654,40.7538536500359
791,35,-111.91755960898,40.7455128434296
788,35,-111.916648291625,40.7544444153179
792,35,-111.912525929641,40.7456758960913
793,35,-111.908032479053,40.7450036640316
790,35,-111.92485060233,40.7448829164717
801,35,-111.931223700922,40.7368872371924
804,35,-111.917042707181,40.7372203707511
805,35,-111.907732790407,40.7376088249667
806,35,-111.916788813208,40.728969088667
809,35,-112.028464328756,40.7130433761265
810,35,-112.028180462587,40.7078641084694
794,35,-112.027701533888,40.7326546975301
812,35,-112.015921898825,40.7208045855764
817,35,-112.016377891403,40.7099838841797
818,35,-112.010321174944,40.7054822599003
819,35,-111.995778346624,40.7081038763729
815,35,-111.98839110072,40.7151408934512
820,35,-111.982767951575,40.7068987536705
798,35,-111.963703983969,40.7338436470939
826,35,-111.961955017327,40.7082342049513
822,35,-111.962916508392,40.7192569056988
800,35,-111.944408900272,40.7323079305276
823,35,-111.95553635415,40.7196280722503
816,35,-111.98116034975,40.7194752077429
824,35,-111.978691350042,40.7078321620538
827,35,-111.95577526138,40.7079664394051
825,35,-111.971299209405,40.7075887728656
830,35,-111.96277191979,40.700275951521
833,35,-111.948936536083,40.7092066274961
832,35,-111.947024402952,40.7190372171248
835,35,-111.94278954631,40.7069716465497
834,35,-111.941287470296,40.7140634173169
831,35,-111.955446620077,40.7002496697383
836,35,-111.950402518571,40.7001638644429
838,35,-111.930358512378,40.7193477953608
839,35,-111.935520102998,40.708411124545
840,35,-111.928489829048,40.7098216849907
841,35,-111.933075445685,40.7007886191249
842,35,-111.920091664521,40.7157212641156
807,35,-111.906416619253,40.7294421806676
843,35,-111.912583951529,40.7163397051728
844,35,-111.90609365502,40.716282535878
847,35,-112.019541884877,40.7000826803335
848,35,-112.010025744056,40.7003462229575
849,35,-112.0277177872,40.6887553504937
851,35,-112.010471530933,40.6893145283834
852,35,-111.996183826553,40.7002349061514
853,35,-111.983338262892,40.7003081111012
828,35,-111.978578675208,40.7001371242552
855,35,-111.991236597213,40.6929555513737
856,35,-111.983981350337,40.6930582970795
