taz,coord-x,coord-y,area
630,426816.78969,4525587.94165,1308031.65731652
631,427817.41482,4525327.86356,1592605.53734278
632,425344.14362,4524294.55865,1189300.71421986
633,426202.13863,4524104.96137,684799.786224677
634,424683.78909,4523476.86105,516262.299622096
635,425657.57923,4523383.86575,861551.807448854
636,427423.10194,4524490.92883,1217001.83111762
637,427169.75749,4523641.60805,1736281.20198854
638,429019.53517,4525061.33418,1623437.95836316
639,428483.07101,4523178.08423,4071678.83507755
640,420115.45465,4522461.6184,1290469.94388511
641,421058.20839,4522521.58946,1908390.54082726
642,420688.26499,4521223.67642,1063898.83988363
643,421995.52015,4522723.05479,1671916.77605027
644,422911.15945,4522932.07268,2013449.68650001
645,422031.5637,4521168.03466,1355104.48998784
646,421780.08374,4520102.99326,2663605.95473841
647,423536.39388,4522671.10931,1133196.05451287
648,424157.96874,4522721.36616,571485.118675497
649,423743.05326,4522000.94231,442844.045599697
650,425549.54988,4522350.59743,2749698.55991628
651,424491.35705,4521850.17357,837357.577146754
652,423256.36188,4520188.23843,1496859.76668967
653,424117.42352999997,4520606.56708,3017897.24937693
654,426805.23343,4520804.45372,8834535.32129377
655,408779.04192,4519731.40791,3066473.58084805
656,407896.91458,4518164.20174,3354139.14561127
657,409430.46088,4518726.88959,2150293.16804941
658,407663.76949,4516028.67949,1832158.25966289
659,409229.3063,4516930.07754,4136835.63542242
660,410714.44905,4517545.53432,1495932.34871392
661,411858.9084,4518297.70782,5509789.85262165
662,412524.61938,4515982.91233,4180073.89598761
663,414264.99862,4516180.34576,2131345.95308114
664,407855.69643,4514594.77811,2185679.6434604
665,409136.91096,4515033.5766,2162554.70018983
666,410519.48743,4515876.06401,1681423.63242208
667,410385.33332,4514549.85494,2407824.71901163
668,412399.01519,4514550.89809,3324271.9656979
669,414581.64793,4514480.44609,3373915.824116
670,399509.33428,4509715.02671,4651514.50887932
671,403888.00714,4513046.42656,17115627.185124
672,407321.66938,4512755.7583,3624277.04009853
673,404215.49808,4509966.97173,16393897.4689478
674,407534.835,4510055.10958,9438173.7752654
675,408984.75693,4513479.59356,2224278.80036071
676,411146.89,4513455.73016,1402479.08378117
677,409367.41204,4512453.30474,2122800.45996436
678,411290.97244,4512338.06788,2738411.26687826
679,409618.71515,4511131.30883,1583085.41515276
680,411564.84027,4511046.77545,3301986.9190678
681,409420.8874,4509660.29884,2632166.15779737
682,410923.01391,4509347.59538,1608406.10011451
683,411988.43903,4509813.424,2867865.07000337
684,409394.9663,4508453.7428,1255332.18509279
685,410922.92213,4508509.76958,1005913.37206758
686,398934.62601,4508560.96097,2398953.18856597
687,402012.67045,4508198.09265,3069683.35877656
688,399514.94734,4507368.49934,1405900.36948767
689,400942.07766,4507129.46142,1405859.45984339
690,404104.93958,4507019.61287,4266530.65539925
691,405922.72653,4507346.85473,965823.059431044
692,405441.29072,4506191.03381,1671311.19467341
693,403519.29401,4505047.70076,3277433.62601874
694,405154.34484,4505294.07867,1352812.55101132
695,407005.92048,4507661.67399,1218479.18120377
696,406990.06906,4506860.91874,1277462.64667217
697,407021.63812,4506071.67737,1176784.5827053
698,407310.52727,4505313.07709,652804.061139613
699,408210.56535,4507583.97709,734128.809871847
700,409472.01161,4507809.55059,800369.983626582
701,409339.05894,4507298.29264,893606.908688193
702,408140.09399,4506790.25802,562957.55919538
703,409376.49462,4506719.20125,962405.972475426
704,408163.79289,4506032.70689,645416.933210198
705,409377.91256,4506019.9777,1302600.50011013
706,411794.27853,4508073.63416,2271276.69078785
707,411012.52895,4507292.50125,989165.613055657
708,412260.17499,4507344.9749,459675.300699917
709,411031.35587,4506695.85757,941287.858011
710,412344.01024,4506762.52395,716384.220406128
711,410996.30348,4506002.55055,1299627.10490849
712,412418.0857,4506011.6102,1017129.57895215
713,405755.65757,4504083.34412,888908.109167462
714,406010.23199,4503018.50758,875819.415592577
715,406723.23798,4504754.38868,2179163.64941704
716,407029.42192,4503272.17982,2196092.61175354
717,408173.50181,4505407.61281,360372.592438293
718,409175.94537,4505290.90208,760680.676473605
719,409899.32623,4505056.82089,540377.84202246
720,408163.24246,4504954.44552,370843.28044731
721,409326.11586,4504568.92963,844362.794599512
722,408567.77487,4504296.56685,1032654.99720153
723,410978.70056,4505205.61927,1279275.34696484
724,411092.72685,4504613.18187,614251.386194117
725,410899.55109,4504218.86771,711092.022117464
726,412383.53091,4504920.29243,1567225.93332785
727,412328.88152,4503735.14592,991345.092573089
728,409252.52377,4503381.84668,2927069.70748533
729,408607.49854,4502566.97052,2076244.45822392
730,411288.66736,4503802.65941,412719.453258212
731,410963.87593,4503005.50758,2096929.05198764
732,412222.14496,4502849.33498,896436.536729664
733,409368.99025,4501557.5953400005,2151224.46417488
734,410984.88663,4501515.95233,2304425.20128462
735,412080.72819,4501981.65099,549587.508752288
736,416822.1642,4519298.22127,5012262.02342149
737,419240.73464,4520072.96304,5304178.65596752
738,420345.35716,4519036.22504,1993734.1512151
739,421165.30728,4518490.54851,1955382.37824533
740,422034.59835,4518643.00602,1323596.69547868
741,416865.13086,4517306.68796,9762605.56968788
742,417427.07024,4514918.0555,8259412.71948367
743,416313.95603,4513589.53912,793677.702162377
744,417425.15232,4513453.43973,1071000.28917573
745,419456.67329,4516894.84482,2844123.68029108
746,419425.96399,4514545.17527,1525538.17026289
747,419345.7129,4513368.38287,472872.423235084
748,420337.76567,4516480.95286,2029320.74522678
749,420933.49744,4517009.63291,526954.761413103
750,420874.95357,4515423.02847,300076.253308519
751,421807.71218,4517050.40378,785878.755685568
752,421444.66426,4516407.17175,777332.541978958
753,422283.09257,4516314.30844,517401.881104261
754,421470.9084,4515506.16693,845463.828294747
755,422449.66529,4515456.52951,1025649.99450527
756,420297.81037,4515017.48682,448410.847496377
757,420324.70803,4514286.90002,785100.933948241
758,420282.61918,4513507.34845,564981.701866864
759,421173.88281,4514123.86142,601747.403923449
760,421427.61836,4514668.43118,742286.152498858
761,422547.51495,4514641.95505,922017.238528196
762,422093.86072,4514050.27511,281249.457202014
763,422508.43316,4514041.29135,115846.543988318
764,422907.79686,4514038.06374,267252.070797095
765,421315.10135,4513483.52623,716610.218687813
766,422107.98156,4513437.69651,397844.692876681
767,422502.51103,4513437.95498,175441.698036313
768,422878.05028,4513678.77188,123219.827006392
769,422817.72229,4513329.32691,186164.781348143
770,412806.0032,4512786.92944,2814921.00320753
771,413995.51957,4512649.73537,1799626.54416687
772,415479.13945,4512696.9068,3911972.71300764
773,413204.22877,4511113.6694,650977.924247126
774,414320.56509,4511537.7832,1069173.60271166
775,414275.05636,4510810.07071,1262599.15578883
776,415836.44191,4511160.40154,1692890.99198514
777,417842.07878,4512488.33344,2546737.39546392
778,419384.40852,4512514.5803,1081946.17363864
779,420269.9166,4512426.7675,1532257.62416463
780,417501.16866,4511173.89296,2425723.47670315
781,418816.60778,4511713.18158,740498.674690236
782,419114.88235,4510922.22484,1666776.70751336
783,420294.28951,4510981.03589,1019288.89309672
784,421339.16088,4512740.13122,965212.533620246
785,421151.64331,4511855.72949,804964.984490343
786,421850.3095,4511845.2461,593548.057950282
787,422381.18932,4512763.88382,586629.059991184
788,422622.58571,4511902.72604,979199.867234074
789,421131.31961,4510865.50748,825995.44145583
790,421919.00702,4510848.59953,737498.704146514
791,422535.28874,4510912.06415,546919.548831637
792,422960.44983,4510925.73345,218601.105961544
793,423339.04327,4510847.18011,427827.671245843
794,413219.73347,4509587.73967,745069.189122807
795,414263.70951,4509623.62671,2561469.74398668
796,415843.32872,4509660.5257,2637872.09501426
797,417314.74441,4509672.93364,2661295.49852912
798,418625.29777,4509658.43852,1489174.42645512
799,419448.83875,4509599.71513,1114047.02636358
800,420252.74301,4509470.25047,1660708.33692075
801,421371.52772,4509966.72411,1056515.71548364
802,421160.53036,4508992.96064,842636.269582889
803,421690.08174,4509290.73022,348637.796783434
804,422569.3094,4509991.0953,854980.095922427
805,423355.8526,4510026.04107,517866.21629193
806,422581.18153,4509074.92721,1342478.00959334
807,423457.6262,4509118.34175,307171.829347903
808,413139.16352,4508240.91401,710110.78950344
809,413129.82655,4507411.53081,280909.151076183
810,413147.0774,4506836.31333,414043.270781618
811,413205.335,4506013.70917,356755.07939606
812,414199.21186,4508260.74694,1798509.94373855
813,416001.58544,4508478.54905,1026108.0099606
814,415466.80841,4507766.90436,1288985.68818988
815,416517.32506,4507605.50368,616520.150435221
816,417133.44412,4508079.77219,1052113.29934208
817,414146.79567,4507060.02329,1658522.95750249
818,414652.67553,4506554.41341,280745.155063683
819,415884.5047,4506831.41237,1619241.71244668
820,416982.0375,4506685.24051,328795.876541515
821,417871.80671,4508015.34663,1353626.70360587
822,418674.02853,4508038.48383,1266847.18583112
823,419297.79353,4508072.87633,626024.287775796
824,417327.56648,4506785.0079500005,212683.970573282
825,417951.70769,4506751.06443,806719.227141901
826,418741.83467,4506814.02097,609014.824291055
827,419263.53336,4506778.59707,348534.71614069
828,417327.56763,4505930.70521,201731.790004088
829,417856.3713,4505939.00067,651773.10108056
830,418663.14472,4505931.3651,650202.864343414
831,419281.97798,4505921.6890900005,343719.126684863
832,420015.98711,4507999.5146,1385026.7407463
833,419842.70132,4506910.0045,675484.674695153
834,420494.61852,4507442.18928,249410.973894412
835,420359.28988,4506656.31959,483898.479813196
836,419708.01809,4505907.54219,331253.591507696
837,420295.15133,4505928.79019,620408.025148662
838,421423.95158,4508018.95504,1608530.17523541
839,420975.0839,4506809.53876,615646.883003264
840,421570.60713,4506959.81896,810205.005947016
841,421172.59614,4505961.2098,715085.409277412
842,422286.86027,4507607.21935,788619.405574852
843,422921.70626,4507669.25121,1437712.63206481
844,423469.83017,4507657.21943,722504.344539263
845,422166.49361,4506294.69541,729475.472091012
846,423091.85997,4506250.77567,1028476.40124705
847,413866.78486,4505964.02077,721969.836496402
848,414671.07903,4505983.98779,582419.330997283
849,413161.34224,4504714.63924,780740.129775602
850,413812.61292,4504769.45634,1298075.84367219
851,414619.33293,4504759.81314,1300311.75734712
852,415840.34653,4505958.29011,1305170.75365955
853,416925.67388,4505954.17764,450467.542111477
854,415453.75702,4505238.32279,506627.295168334
855,416249.19098,4505145.49845,649095.167617381
856,416862.33092,4505150.0115,357606.599276619
857,415407.76795,4504440.35693,794466.08198225
858,416214.96469,4504343.48951,650936.020350509
859,416847.41358,4504336.50293,349704.960414581
860,417264.0406,4505127.8133,291804.021577203
861,417849.04351,4505132.46727,649705.645835445
862,417251.19035,4504332.03494,300724.789478619
863,417840.98809,4504327.04955,649545.998252882
864,418657.43896,4505322.21415,332108.832624561
865,418652.80974,4504868.90669,398593.871894924
866,419299.2411,4505115.87476,392106.293969857
867,418646.23018,4504269.73149,567163.466217277
868,419314.4236,4504308.69061,425854.594775057
869,419706.10404,4505138.37625,270533.177647144
870,420270.31737,4505104.90121,643701.680534321
871,419717.30409,4504316.91339,223488.766449306
872,420259.66877,4504302.60006,652398.911604379
873,421128.45481,4504887.72564,1425321.27702277
874,421784.42072,4504907.40277,726001.177805996
875,422515.27072,4505096.17497,1372178.26110225
876,423387.16639,4505139.92661,1059936.9484046
877,423153.04568,4504059.86702,870924.003201052
878,413131.5442,4503333.45838,724940.66977549
879,413598.92113,4503163.34329,647428.882638963
880,414527.4989,4503702.68484,543605.67046197
881,414290.33713,4503357.05373,441122.678296192
882,414388.88668,4502744.56048,962206.420251664
883,415377.24544,4503380.26287,689605.357890452
884,415520.14918,4502567.18754,620077.969066177
885,416035.05036,4503625.94672,559648.47818122
886,416273.88468,4502966.04618,775559.068907388
887,416835.94313,4503124.60182,699844.461961705
888,417239.81135,4503122.70792,603991.568650575
889,417833.78275,4503520.87661,650628.353486934
890,417826.63735,4502713.86348,652047.436371067
891,418636.58422,4503515.30367,644176.810860806
892,418631.2825,4502708.67557,645715.302859778
893,419270.14851,4503133.15478,758325.522002312
894,419695.63106,4503525.72842,224951.031124303
895,420269.95891,4503501.94026,636949.667781323
896,419654.62409,4502733.56585,328459.304619311
897,420227.23193,4502703.01793,663894.121833543
898,421131.90752,4503143.41148,1542804.1664116
899,422196.62611,4503544.26752,1868470.40240303
900,421295.87118,4502170.98511,604171.723599284
901,422542.37947,4502491.85895,1239414.83974447
902,423436.9606,4503347.99919,455499.538697009
903,423529.4121,4502617.37024,473576.885834878
904,423636.88264,4501886.20382,271880.27277256
905,423492.76786,4501044.28842,360037.130053284
906,412982.09004,4502561.66763,246154.637420347
907,412689.92767,4501442.56813,2095266.11348901
908,413850.62931,4501606.85005,928540.320702301
909,414173.11486,4500945.57244,666129.385083981
910,414358.64808,4501998.41945,680649.879753592
911,415067.23422,4501545.0114,924855.227210721
912,415973.90417,4501494.76585,1938028.690688
913,416800.16403,4501524.08856,718860.249957528
914,417242.11571,4501982.63946,245744.0018312
915,417202.17273,4501181.54923,380437.73167527
916,417862.69882,4501715.93336,927160.309166776
917,417704.57455,4500983.00385,373593.493794333
918,418493.94428,4501071.65505,467380.307137661
919,418696.60814,4501739.81548,829164.022576453
920,419257.41587,4501490.68622,747010.643410134
921,419658.81244,4501480.0802,543986.684939154
922,420233.37437,4501485.44173,1306054.23825649
923,419909.3142,4500335.28215,516227.258373268
924,420417.97874,4500166.82553,389863.087133997
925,420940.2093,4501223.86043,720509.974677142
926,421937.77471,4501497.27143,1537678.73982153
927,420995.30966,4500216.3452,690943.664399266
928,421667.21075,4499953.10654,622156.312599177
929,422802.56466,4501264.62046,1366782.15771337
930,422354.66274,4500342.17495,713614.734034214
931,422561.94008,4499491.59277,1307144.63653359
932,423365.19594,4499827.33621,1282529.29145769
933,412467.53658,4499945.04498,2905030.00659319
934,413749.05591,4499937.60134,1219675.79551434
935,414688.98993,4499944.7317,1780272.27713857
936,415928.4944,4500340.7369,916749.184523478
937,415887.40028,4499520.84986,1177901.11885801
938,416937.28319,4499829.57236,1137481.00529857
939,417735.63103,4499960.76604,1499013.70627132
940,418611.35863,4499888.48886,1294797.82053744
941,419371.30006,4499792.69625,1110181.29954793
942,420194.29775,4499426.09702,582886.458685438
943,420970.82681,4499329.30064,486505.492691036
944,423313.39247,4513679.63373,87327.7455319618
945,423173.61503,4513290.443,163369.164345159
946,423476.50207,4513364.59662,142395.166138465
947,423103.56876,4512821.20174,229177.10222914
948,423461.98064,4512823.58491,116601.256210554
949,423710.98192,4513546.74368,116746.173626887
950,423952.9375,4513665.24349,58974.1728962694
951,424194.33199,4513662.99744,58955.3324671779
952,423950.66026,4513422.47396,58196.5953730132
953,424191.90986,4513420.07666,58288.0906610847
954,424432.01681,4513297.08831,116437.344991263
955,423706.94064,4513183.52802,58206.6946836257
956,423948.21608,4513181.11639,58292.1701704118
957,424189.49063,4513178.6597,58234.874176032
958,423703.28972,4512821.33205,116618.088272395
959,423945.81968,4512939.61772,58286.5579739324
960,424187.16194,4512937.28991,58276.2343821715
961,424428.51097,4512934.97771,58354.2244103583
962,423943.46256,4512698.17286,58292.1988641534
963,424184.77872,4512695.80825,58245.9668212316
964,424426.09715,4512693.50317,58255.0093675697
965,424435.54724,4513660.60973,58968.2603037761
966,424797.94676,4513656.96757,118156.08863318
967,425443.41236,4513716.29967,286273.655572556
968,424674.51323,4513415.42361,58241.5128984176
969,424916.22106,4513413.00542,58356.9353964942
970,425157.8761,4513410.68982,58293.8350713295
971,424672.21898,4513174.1058,58297.2250016347
972,424913.81734,4513171.76838,58366.019796827
973,425155.60291,4513169.42297,58250.9754978249
974,424669.85381,4512932.60938,58285.7655058144
975,424911.50906,4512930.41137,58429.355734701
976,425153.21828,4512928.10076,58303.4053084186
977,424667.52668,4512691.07106,58303.080199383
978,424909.19467,4512688.95293,58431.2363948676
979,425150.84177,4512686.65875,58289.3961253028
980,424665.22074,4512449.86873,58221.8045238461
981,424906.89997,4512447.61644,58299.1854829384
982,425148.5137,4512445.44521,58199.4454755069
983,425399.40876,4513408.35314,58212.368404714
984,425641.05646,4513405.87796,58312.0671126345
985,425397.09604,4513167.08643,58343.5587199723
986,425638.70764,4513164.7485,58262.4056179655
987,425394.77631,4512925.63642,58353.6233266289
988,425636.42991,4512923.3542,58421.278368241
989,425392.38004,4512684.25009,58343.5206875839
990,425634.1918,4512681.9735200005,58273.9841354117
991,423259.33032,4512352.9902,305355.470624718
992,423339.48867,4511765.04478,332659.218209007
993,423699.97120000003,4512458.93697,58359.3724511387
994,423941.239,4512456.86755,58130.058054831
995,424182.39705,4512454.53202,58191.5620406309
996,424423.67828,4512452.26911,58224.3096302637
997,423698.00451,4512217.64549,58587.0554262213
998,423939.426,4512215.44791,57918.914410906
999,424179.98881,4512213.1587,58333.1582186053
1000,424421.39014,4512210.94445,58290.2847383089
1001,424662.90335,4512208.65765,58367.1477595479
1002,424904.61965,4512206.34946,58364.4623232838
1003,423696.17277,4511976.13981,58874.5333973582
1004,423937.37477,4511973.8812,57767.8436350733
1005,424177.62945,4511971.6062,58300.9251287646
1006,424419.02982,4511969.34832,58341.5421569187
1007,424660.55126,4511966.98231,58495.968226504
1008,424902.35402,4511964.72668,58441.6381114317
1009,423693.20331,4511613.4213,118340.295408445
1010,423934.51946,4511611.63224,114898.099866683
1011,424174.06629,4511609.24471,116670.795957918
1012,424415.43047,4511606.97586,116564.411529068
1013,424657.03094,4511604.62141,116823.734009688
1014,424898.79709,4511602.45775,116663.090209603
1015,425390.20757,4512443.00312,58342.0813508782
1016,425631.78345,4512440.76806,58269.2122659225
1017,425146.16315,4512204.14723,58307.520032119
1018,425387.76523,4512201.72776,58384.996877538
1019,425629.55923,4512199.54151,58255.4488852993
1020,425143.78648,4511962.4905,58356.8089565542
1021,425385.58468000003,4511960.23972,58492.8952308741
1022,425627.23885,4511958.03107,58385.6097250225
1023,425140.32979,4511600.10695,116554.45658635
1024,425382.03563,4511598.03922,116935.36765712
1025,425623.86509,4511595.67757,116555.574075444
1026,422479.26027,4517652.38317,843263.833126431
1027,423271.22496,4515983.7619,1823462.55756096
1028,423966.07555,4515379.81997,186217.113189504
1029,423488.66068,4517837.8855,4127548.99537213
1030,426283.67936,4518045.36017,14634904.2450986
1031,425049.46899,4515043.73804,336303.03437086
1032,427146.84533,4515892.75049,4898955.55527991
1033,428976.25829,4516361.11814,6645515.66566627
1034,423390.40849,4514031.9352,195810.500975367
1035,423715.19345,4514029.61458,115722.847422263
1036,423392.47729,4514637.34596,301297.048325241
1037,423721.15317,4514631.29913,174794.885742942
1038,423960.10548,4514389.05287,290349.583534614
1039,424307.0544,4515342.39624,446627.857657858
1040,424260.02549000003,4514607.58158,251560.822289641
1041,424659.20099,4514573.26443,243693.88171812
1042,425084.78492,4514484.03684,198462.765654525
1043,424441.29345,4514025.33412,351144.463078254
1044,425003.05488,4514038.37838,195527.277649973
1045,425611.33622,4514814.14001,340926.882005718
1046,426218.44871,4514901.2508,238868.949246566
1047,426830.917,4514940.39818,348126.787925233
1048,425696.61391,4514480.00079,189586.953961015
1049,426201.53565,4514474.12773,191163.499899228
1050,426706.30085,4514467.91516,189422.576728691
1051,425496.76021,4514167.89355,272723.896148678
1052,426134.62363,4514097.53624,239125.507559701
1053,426130.76099,4513715.28376,244881.126431917
1054,426782.73164,4514106.07154,253922.565577382
1055,427489.43004,4514389.24977,731963.596884946
1056,428443.64718000003,4513919.21894,796758.332397925
1057,426762.87799,4513708.77523,243893.444177405
1058,427332.86685,4513765.87206,259696.814307758
1059,427830.66126,4513761.90892,249307.194443061
1060,425882.46077,4513403.69835,58195.0934730468
1061,426244.65981,4513400.16604,116450.871857777
1062,425880.20256,4513162.48502,58183.8985288868
1063,426242.24438,4513158.93154,116612.391109761
1064,425877.88744,4512921.08135,58281.6822394198
1065,426239.87445,4512917.49476,116612.920418409
1066,425875.60015,4512679.61305,58198.6593886317
1067,426237.62611,4512676.15748,116485.727506906
1068,426847.96908,4513273.59121,350159.316153851
1069,426844.38729,4512911.75944,175309.214224978
1070,426841.98779,4512670.40511,175175.728787453
1071,427452.80477,4513267.8119,233272.4180224
1072,427879.49687,4513263.68328,178364.889990371
1073,427447.87296,4512785.35159,233272.935954022
1074,427874.48511,4512781.16632,178580.236546606
1075,428764.71766,4512849.01422,1580246.68615351
1076,429598.54812,4513470.60775,1817675.0932115
1077,430711.71183,4512115.18535,2794988.29040583
1078,425873.23441,4512438.37032,58230.4078472852
1079,426235.27293,4512435.00237,116373.255867349
1080,425870.85201,4512197.19914,58158.0278028048
1081,426232.86557,4512193.76593,116557.116526739
1082,426109.82461,4511953.41019,174976.748700609
1083,425865.07022,4511593.49324,116414.280729986
1084,426226.99197,4511590.15861,232909.948248221
1085,426833.92996,4512428.47863,172335.426741029
1086,426833.65024,4512187.62965,173353.205216969
1087,426711.22343,4511706.45873,350140.608469911
1088,427197.74355,4511700.53395,354543.876317767
1089,427628.65758,4512423.60244,205661.692898761
1090,427553.13018,4512183.91104,179048.165202012
1091,427680.72896,4511698.93612,344901.368983192
1092,428292.08028,4511878.39617,598618.117753728
1093,428990.94831,4511897.575,574023.966889111
1094,429489.31366,4511637.61832,276894.733687162
1095,423685.73727,4511228.64802,203718.971483202
1096,424253.76423,4511249.34854,102359.696399334
1097,423857.28897,4510790.29474,243105.103304846
1098,424166.15491,4510786.17027,156621.79326768
1099,424414.59662,4510832.79501,178275.780069608
1100,424652.08294,4511089.36413,132532.283057703
1101,424647.69587,4510636.56449,86753.8344179812
1102,424892.15581,4510908.0952,218888.824207096
1103,425254.8019,4510904.77154,438122.171699509
1104,425737.79348,4510900.33791,436929.956134707
1105,426220.20999,4510895.96035,437099.391835569
1106,426703.20535,4510891.52498,438006.721587538
1107,427188.96014,4510888.4703,441885.15100702
1108,427674.41221,4511057.14992,264577.649276196
1109,427667.73797,4510604.6339,168352.72973356
1110,428178.06637,4511166.87901,363789.738026252
1111,428646.6642,4511189.26388,172823.907247167
1112,428168.66789,4510621.51438,196287.125093078
1113,428687.75646,4510750.66546,298763.438620545
1114,429142.97006,4510909.30533,474307.979553621
1115,429663.36443,4510875.84042,560027.1415919
1116,430654.96751,4510958.87915,1415678.14494326
1117,431807.74918,4510932.96315,844051.243756516
1118,430813.16371,4510052.32356,744650.786580417
1119,431628.19367,4510123.36349,481904.802506236
1120,431370.57342,4509583.60996,247802.921326313
1121,423840.46346,4510006.2212,354182.754876938
1122,424156.48752,4510013.82069,213629.884676058
1123,424397.8328,4510008.2474,220615.655972473
1124,424641.63628,4510007.46569,218060.257360452
1125,424883.53259,4510005.13872,217252.334597687
1126,425246.197,4510001.70972,435751.548921641
1127,425729.26256,4509997.10437,434336.245991613
1128,426211.4359,4509992.47612,434603.240695189
1129,426694.34835,4509987.77344,436069.275586318
1130,427177.79746,4509983.18294,436126.988199577
1131,427660.74979,4509978.57717,435517.967003407
1132,428152.557,4509974.27069,452157.982382884
1133,428643.52605,4509968.92591,434509.138145704
1134,429126.87734,4509969.37036,434323.347619566
1135,429613.39113,4509965.01284,436154.169321305
1136,430173.90196,4509883.4929,524398.073083432
1137,423829.17093,4509123.31298,357468.005320523
1138,424146.69269,4509112.39701,213236.500548573
1139,423827.94256,4508497.41526,128191.00239116
1140,424138.85011,4508492.40513,83099.2045008894
1141,424386.32013,4508940.53832,304521.421324583
1142,424632.75081,4509108.86148,217822.661282381
1143,424874.88757,4509107.69293,216050.827346303
1144,424745.66842,4508487.65353,168074.780430759
1145,425237.61477,4509103.92223,433374.540082643
1146,425720.39563,4509098.61047,431979.76504102
1147,426201.80422,4509093.74301,431130.097275048
1148,426684.65904,4509087.66185,435554.111990086
1149,427170.05235,4509191.91526,328909.310291933
1150,427644.99821,4509259.31963,257509.606661802
1151,427165.60149,4508743.01528,105195.415146698
1152,427662.2823,4508813.48876,175989.115917088
1153,428140.38483,4509090.15319,431789.887756242
1154,428636.2406,4509081.29499,420686.334257876
1155,429117.6929,4509073.45543,436141.397450255
1156,429602.95751,4509068.89434,434693.936097115
1157,430086.56489,4509062.89303,433929.870297909
1158,430661.24497,4509025.93821,551793.099486794
1159,430937.18963,4508406.13688,371720.614059992
1160,431357.64602,4507940.48351,165440.65803086
1161,431317.7122,4508983.82968,414640.038543346
1162,431688.28157,4508144.23116,540042.625940424
1163,423843.06832,4508124.10487,150713.530972583
1164,424138.93626,4508261.97563,27683.374070143
1165,424377.61064,4508230.35712,42718.5705836425
1166,424131.89547,4508039.34542,78354.8396062683
1167,424374.45296,4508009.14352,66039.6858819091
1168,424740.428,4508093.07252,214586.613018284
1169,425226.64177,4508481.09767,167127.541225149
1170,425708.82347,4508476.01833,169915.066325271
1171,425221.79607,4508087.93127,209113.309300078
1172,425703.60834,4508083.11541,211392.27281994
1173,426194.31096,4508467.74665,170664.750212361
1174,426180.14102,4508084.20446,198867.894152855
1175,426676.96485,4508459.93038,174779.737517943
1176,427189.3716,4508463.58274,166947.827299466
1177,427653.68656,4508512.02344,112470.965641838
1178,426662.34078,4508116.96209,158658.218214174
1179,427209.38944,4508145.20313,194294.874242369
1180,427705.09633,4508208.53123,148744.819477005
1181,428400.58459,4508313.38504,671649.970355642
1182,429357.41287,4508212.46413,768784.87800122
1183,430612.4106,4507775.18674,1919819.49356181
1184,423809.51942,4507602.65576,261848.692014011
1185,424129.17175,4507560.45315,148685.859237242
1186,424369.97964,4507559.10241,154938.179199835
1187,424613.57202,4507557.07185,152411.791850869
1188,424855.28161,4507555.72579,152415.463662453
1189,423833.31526,4506904.39264,238396.681225921
1190,424122.61113,4506893.71724,167021.671356004
1191,424363.6881,4506893.16439,171404.903748196
1192,424727.29115,4506890.19025,339311.228535718
1193,425214.89242,4507552.9534,301733.16579262
1194,425695.82438,4507548.45764,307903.785898358
1195,425214.41161,4506850.46854,364010.837311206
1196,425687.49486,4506795.27585,421518.497795147
1197,426182.59536,4507552.13736,312693.824934064
1198,426172.17724,4506995.6442,215044.122025493
1199,423850.88215,4506217.53289,201220.111380981
1200,424112.21194,4506186.18071,170109.295109027
1201,424354.37915,4506179.59749,178426.511660545
1202,424719.51579,4506176.54435,350973.700866568
1203,424017.90193,4505491.7044,275289.739524548
1204,424348.25692,4505487.46557,161549.19113001
1205,424713.14837,4505527.12867,277536.253827058
1206,423965.72655,4504760.87055,411338.414687337
1207,424342.6382,4504782.8704,185003.631097846
1208,424705.74233,4504817.16036,408802.326325522
1209,423900.43118,4504031.75577,189652.996752973
1210,424206.1531,4504031.11365,188834.522403197
1211,424647.46808,4504028.69494,455933.15702803
1212,425185.46996,4506144.44967,306645.439398515
1213,425671.67085,4506094.97894,270725.040387796
1214,426160.18675,4506601.40955,172006.300332683
1215,426156.06132,4506110.38989,285706.568366152
1216,425183.25679,4505107.24329,661688.920819682
1217,425660.82948,4505101.71725,695660.483929734
1218,426142.49453,4505097.32269,674169.054819025
1219,425172.7305,4504203.64026,176643.88418419
1220,425647.40002,4504069.48244,315872.446855615
1221,425173.55356,4503798.18209,192104.54074414
1222,425649.07887,4503424.86274,331240.420514889
1223,426124.70459,4503682.22735,666880.938213957
1224,426066.62133,4502608.9684,499950.639782204
1225,423998.19371,4503371.00469,283350.823071569
1226,424304.46386,4503366.89893,167481.57428291
1227,424675.27112,4503315.96746,315064.569206933
1228,424126.98529,4502618.31289,472940.937310957
1229,424678.47149,4502580.38193,406672.515387339
1230,424135.74754,4502075.12398,180741.710292786
1231,424703.3256,4501920.46232,227053.471095216
1232,424111.39336,4501734.72671,236707.99191789
1233,424034.34993,4501226.42138,282752.770302962
1234,424561.77889,4501285.26489,485134.994580838
1235,425217.74558,4503238.76478,330169.81373786
1236,425154.46208,4502563.48071,373044.41512697
1237,425833.18874,4502340.14088,469307.831708334
1238,425195.04036,4501812.2473,396441.40952397
1239,426202.2594,4501464.02269,1523463.86750824
1240,427244.30161,4501302.03498,826159.714859975
1241,427275.98436,4500527.23449,617387.73055519
1242,427941.63382,4500586.7878,320101.774594119
1243,423889.726,4500151.55286,438201.288399214
