taz,parkingType,pricingModel,chargingPointType,numStalls,feeInCents,reservedFor
197,Public,Block,NoCharger,1000000,0,Any
197,Residential,Block,NoCharger,1000000,0,Any
197,Workplace,Block,NoCharger,1000000,0,Any
198,Public,Block,NoCharger,1000000,0,Any
198,Residential,Block,NoCharger,1000000,0,Any
198,Workplace,Block,NoCharger,1000000,0,Any
199,Public,Block,NoCharger,1000000,0,Any
199,Residential,Block,NoCharger,1000000,0,Any
199,Workplace,Block,NoCharger,1000000,0,Any
200,Public,Block,NoCharger,1000000,0,Any
200,Residential,Block,NoCharger,1000000,0,Any
200,Workplace,Block,NoCharger,1000000,0,Any
201,Public,Block,NoCharger,1000000,0,Any
201,Residential,Block,NoCharger,1000000,0,Any
201,Workplace,Block,NoCharger,1000000,0,Any
202,Public,Block,NoCharger,1000000,0,Any
202,Residential,Block,NoCharger,1000000,0,Any
202,Workplace,Block,NoCharger,1000000,0,Any
203,Public,Block,NoCharger,1000000,0,Any
203,Residential,Block,NoCharger,1000000,0,Any
203,Workplace,Block,NoCharger,1000000,0,Any
204,Public,Block,NoCharger,1000000,0,Any
204,Residential,Block,NoCharger,1000000,0,Any
204,Workplace,Block,NoCharger,1000000,0,Any
205,Public,Block,NoCharger,1000000,0,Any
205,Residential,Block,NoCharger,1000000,0,Any
205,Workplace,Block,NoCharger,1000000,0,Any
206,Public,Block,NoCharger,1000000,0,Any
206,Residential,Block,NoCharger,1000000,0,Any
206,Workplace,Block,NoCharger,1000000,0,Any
207,Public,Block,NoCharger,1000000,0,Any
207,Residential,Block,NoCharger,1000000,0,Any
207,Workplace,Block,NoCharger,1000000,0,Any
208,Public,Block,NoCharger,1000000,0,Any
208,Residential,Block,NoCharger,1000000,0,Any
208,Workplace,Block,NoCharger,1000000,0,Any
209,Public,Block,NoCharger,1000000,0,Any
209,Residential,Block,NoCharger,1000000,0,Any
209,Workplace,Block,NoCharger,1000000,0,Any
210,Public,Block,NoCharger,1000000,0,Any
210,Residential,Block,NoCharger,1000000,0,Any
210,Workplace,Block,NoCharger,1000000,0,Any
211,Public,Block,NoCharger,1000000,0,Any
211,Residential,Block,NoCharger,1000000,0,Any
211,Workplace,Block,NoCharger,1000000,0,Any
212,Public,Block,NoCharger,1000000,0,Any
212,Residential,Block,NoCharger,1000000,0,Any
212,Workplace,Block,NoCharger,1000000,0,Any
213,Public,Block,NoCharger,1000000,0,Any
213,Residential,Block,NoCharger,1000000,0,Any
213,Workplace,Block,NoCharger,1000000,0,Any
214,Public,Block,NoCharger,1000000,0,Any
214,Residential,Block,NoCharger,1000000,0,Any
214,Workplace,Block,NoCharger,1000000,0,Any
215,Public,Block,NoCharger,1000000,0,Any
215,Residential,Block,NoCharger,1000000,0,Any
215,Workplace,Block,NoCharger,1000000,0,Any
216,Public,Block,NoCharger,1000000,0,Any
216,Residential,Block,NoCharger,1000000,0,Any
216,Workplace,Block,NoCharger,1000000,0,Any
217,Public,Block,NoCharger,1000000,0,Any
217,Residential,Block,NoCharger,1000000,0,Any
217,Workplace,Block,NoCharger,1000000,0,Any
218,Public,Block,NoCharger,1000000,0,Any
218,Residential,Block,NoCharger,1000000,0,Any
218,Workplace,Block,NoCharger,1000000,0,Any
219,Public,Block,NoCharger,1000000,0,Any
219,Residential,Block,NoCharger,1000000,0,Any
219,Workplace,Block,NoCharger,1000000,0,Any
220,Public,Block,NoCharger,1000000,0,Any
220,Residential,Block,NoCharger,1000000,0,Any
220,Workplace,Block,NoCharger,1000000,0,Any
221,Public,Block,NoCharger,1000000,0,Any
221,Residential,Block,NoCharger,1000000,0,Any
221,Workplace,Block,NoCharger,1000000,0,Any
222,Public,Block,NoCharger,1000000,0,Any
222,Residential,Block,NoCharger,1000000,0,Any
222,Workplace,Block,NoCharger,1000000,0,Any
223,Public,Block,NoCharger,1000000,0,Any
223,Residential,Block,NoCharger,1000000,0,Any
223,Workplace,Block,NoCharger,1000000,0,Any
224,Public,Block,NoCharger,1000000,0,Any
224,Residential,Block,NoCharger,1000000,0,Any
224,Workplace,Block,NoCharger,1000000,0,Any
225,Public,Block,NoCharger,1000000,0,Any
225,Residential,Block,NoCharger,1000000,0,Any
225,Workplace,Block,NoCharger,1000000,0,Any
226,Public,Block,NoCharger,1000000,0,Any
226,Residential,Block,NoCharger,1000000,0,Any
226,Workplace,Block,NoCharger,1000000,0,Any
227,Public,Block,NoCharger,1000000,0,Any
227,Residential,Block,NoCharger,1000000,0,Any
227,Workplace,Block,NoCharger,1000000,0,Any
228,Public,Block,NoCharger,1000000,0,Any
228,Residential,Block,NoCharger,1000000,0,Any
228,Workplace,Block,NoCharger,1000000,0,Any
229,Public,Block,NoCharger,1000000,0,Any
229,Residential,Block,NoCharger,1000000,0,Any
229,Workplace,Block,NoCharger,1000000,0,Any
230,Public,Block,NoCharger,1000000,0,Any
230,Residential,Block,NoCharger,1000000,0,Any
230,Workplace,Block,NoCharger,1000000,0,Any
231,Public,Block,NoCharger,1000000,0,Any
231,Residential,Block,NoCharger,1000000,0,Any
231,Workplace,Block,NoCharger,1000000,0,Any
232,Public,Block,NoCharger,1000000,0,Any
232,Residential,Block,NoCharger,1000000,0,Any
232,Workplace,Block,NoCharger,1000000,0,Any
233,Public,Block,NoCharger,1000000,0,Any
233,Residential,Block,NoCharger,1000000,0,Any
233,Workplace,Block,NoCharger,1000000,0,Any
234,Public,Block,NoCharger,1000000,0,Any
234,Residential,Block,NoCharger,1000000,0,Any
234,Workplace,Block,NoCharger,1000000,0,Any
235,Public,Block,NoCharger,1000000,0,Any
235,Residential,Block,NoCharger,1000000,0,Any
235,Workplace,Block,NoCharger,1000000,0,Any
236,Public,Block,NoCharger,1000000,0,Any
236,Residential,Block,NoCharger,1000000,0,Any
236,Workplace,Block,NoCharger,1000000,0,Any
237,Public,Block,NoCharger,1000000,0,Any
237,Residential,Block,NoCharger,1000000,0,Any
237,Workplace,Block,NoCharger,1000000,0,Any
238,Public,Block,NoCharger,1000000,0,Any
238,Residential,Block,NoCharger,1000000,0,Any
238,Workplace,Block,NoCharger,1000000,0,Any
239,Public,Block,NoCharger,1000000,0,Any
239,Residential,Block,NoCharger,1000000,0,Any
239,Workplace,Block,NoCharger,1000000,0,Any
240,Public,Block,NoCharger,1000000,0,Any
240,Residential,Block,NoCharger,1000000,0,Any
240,Workplace,Block,NoCharger,1000000,0,Any
241,Public,Block,NoCharger,1000000,0,Any
241,Residential,Block,NoCharger,1000000,0,Any
241,Workplace,Block,NoCharger,1000000,0,Any
242,Public,Block,NoCharger,1000000,0,Any
242,Residential,Block,NoCharger,1000000,0,Any
242,Workplace,Block,NoCharger,1000000,0,Any
243,Public,Block,NoCharger,1000000,0,Any
243,Residential,Block,NoCharger,1000000,0,Any
243,Workplace,Block,NoCharger,1000000,0,Any
244,Public,Block,NoCharger,1000000,0,Any
244,Residential,Block,NoCharger,1000000,0,Any
244,Workplace,Block,NoCharger,1000000,0,Any
245,Public,Block,NoCharger,1000000,0,Any
245,Residential,Block,NoCharger,1000000,0,Any
245,Workplace,Block,NoCharger,1000000,0,Any
246,Public,Block,NoCharger,1000000,0,Any
246,Residential,Block,NoCharger,1000000,0,Any
246,Workplace,Block,NoCharger,1000000,0,Any
247,Public,Block,NoCharger,1000000,0,Any
247,Residential,Block,NoCharger,1000000,0,Any
247,Workplace,Block,NoCharger,1000000,0,Any
248,Public,Block,NoCharger,1000000,0,Any
248,Residential,Block,NoCharger,1000000,0,Any
248,Workplace,Block,NoCharger,1000000,0,Any
249,Public,Block,NoCharger,1000000,0,Any
249,Residential,Block,NoCharger,1000000,0,Any
249,Workplace,Block,NoCharger,1000000,0,Any
250,Public,Block,NoCharger,1000000,0,Any
250,Residential,Block,NoCharger,1000000,0,Any
250,Workplace,Block,NoCharger,1000000,0,Any
251,Public,Block,NoCharger,1000000,0,Any
251,Residential,Block,NoCharger,1000000,0,Any
251,Workplace,Block,NoCharger,1000000,0,Any
252,Public,Block,NoCharger,1000000,0,Any
252,Residential,Block,NoCharger,1000000,0,Any
252,Workplace,Block,NoCharger,1000000,0,Any
253,Public,Block,NoCharger,1000000,0,Any
253,Residential,Block,NoCharger,1000000,0,Any
253,Workplace,Block,NoCharger,1000000,0,Any
254,Public,Block,NoCharger,1000000,0,Any
254,Residential,Block,NoCharger,1000000,0,Any
254,Workplace,Block,NoCharger,1000000,0,Any
255,Public,Block,NoCharger,1000000,0,Any
255,Residential,Block,NoCharger,1000000,0,Any
255,Workplace,Block,NoCharger,1000000,0,Any
256,Public,Block,NoCharger,1000000,0,Any
256,Residential,Block,NoCharger,1000000,0,Any
256,Workplace,Block,NoCharger,1000000,0,Any
257,Public,Block,NoCharger,1000000,0,Any
257,Residential,Block,NoCharger,1000000,0,Any
257,Workplace,Block,NoCharger,1000000,0,Any
258,Public,Block,NoCharger,1000000,0,Any
258,Residential,Block,NoCharger,1000000,0,Any
258,Workplace,Block,NoCharger,1000000,0,Any
259,Public,Block,NoCharger,1000000,0,Any
259,Residential,Block,NoCharger,1000000,0,Any
259,Workplace,Block,NoCharger,1000000,0,Any
260,Public,Block,NoCharger,1000000,0,Any
260,Residential,Block,NoCharger,1000000,0,Any
260,Workplace,Block,NoCharger,1000000,0,Any
261,Public,Block,NoCharger,1000000,0,Any
261,Residential,Block,NoCharger,1000000,0,Any
261,Workplace,Block,NoCharger,1000000,0,Any
262,Public,Block,NoCharger,1000000,0,Any
262,Residential,Block,NoCharger,1000000,0,Any
262,Workplace,Block,NoCharger,1000000,0,Any
263,Public,Block,NoCharger,1000000,0,Any
263,Residential,Block,NoCharger,1000000,0,Any
263,Workplace,Block,NoCharger,1000000,0,Any
264,Public,Block,NoCharger,1000000,0,Any
264,Residential,Block,NoCharger,1000000,0,Any
264,Workplace,Block,NoCharger,1000000,0,Any
265,Public,Block,NoCharger,1000000,0,Any
265,Residential,Block,NoCharger,1000000,0,Any
265,Workplace,Block,NoCharger,1000000,0,Any
266,Public,Block,NoCharger,1000000,0,Any
266,Residential,Block,NoCharger,1000000,0,Any
266,Workplace,Block,NoCharger,1000000,0,Any
267,Public,Block,NoCharger,1000000,0,Any
267,Residential,Block,NoCharger,1000000,0,Any
267,Workplace,Block,NoCharger,1000000,0,Any
268,Public,Block,NoCharger,1000000,0,Any
268,Residential,Block,NoCharger,1000000,0,Any
268,Workplace,Block,NoCharger,1000000,0,Any
269,Public,Block,NoCharger,1000000,0,Any
269,Residential,Block,NoCharger,1000000,0,Any
269,Workplace,Block,NoCharger,1000000,0,Any
270,Public,Block,NoCharger,1000000,0,Any
270,Residential,Block,NoCharger,1000000,0,Any
270,Workplace,Block,NoCharger,1000000,0,Any
271,Public,Block,NoCharger,1000000,0,Any
271,Residential,Block,NoCharger,1000000,0,Any
271,Workplace,Block,NoCharger,1000000,0,Any
272,Public,Block,NoCharger,1000000,0,Any
272,Residential,Block,NoCharger,1000000,0,Any
272,Workplace,Block,NoCharger,1000000,0,Any
273,Public,Block,NoCharger,1000000,0,Any
273,Residential,Block,NoCharger,1000000,0,Any
273,Workplace,Block,NoCharger,1000000,0,Any
274,Public,Block,NoCharger,1000000,0,Any
274,Residential,Block,NoCharger,1000000,0,Any
274,Workplace,Block,NoCharger,1000000,0,Any
275,Public,Block,NoCharger,1000000,0,Any
275,Residential,Block,NoCharger,1000000,0,Any
275,Workplace,Block,NoCharger,1000000,0,Any
276,Public,Block,NoCharger,1000000,0,Any
276,Residential,Block,NoCharger,1000000,0,Any
276,Workplace,Block,NoCharger,1000000,0,Any
277,Public,Block,NoCharger,1000000,0,Any
277,Residential,Block,NoCharger,1000000,0,Any
277,Workplace,Block,NoCharger,1000000,0,Any
278,Public,Block,NoCharger,1000000,0,Any
278,Residential,Block,NoCharger,1000000,0,Any
278,Workplace,Block,NoCharger,1000000,0,Any
279,Public,Block,NoCharger,1000000,0,Any
279,Residential,Block,NoCharger,1000000,0,Any
279,Workplace,Block,NoCharger,1000000,0,Any
280,Public,Block,NoCharger,1000000,0,Any
280,Residential,Block,NoCharger,1000000,0,Any
280,Workplace,Block,NoCharger,1000000,0,Any
281,Public,Block,NoCharger,1000000,0,Any
281,Residential,Block,NoCharger,1000000,0,Any
281,Workplace,Block,NoCharger,1000000,0,Any
282,Public,Block,NoCharger,1000000,0,Any
282,Residential,Block,NoCharger,1000000,0,Any
282,Workplace,Block,NoCharger,1000000,0,Any
283,Public,Block,NoCharger,1000000,0,Any
283,Residential,Block,NoCharger,1000000,0,Any
283,Workplace,Block,NoCharger,1000000,0,Any
284,Public,Block,NoCharger,1000000,0,Any
284,Residential,Block,NoCharger,1000000,0,Any
284,Workplace,Block,NoCharger,1000000,0,Any
285,Public,Block,NoCharger,1000000,0,Any
285,Residential,Block,NoCharger,1000000,0,Any
285,Workplace,Block,NoCharger,1000000,0,Any
286,Public,Block,NoCharger,1000000,0,Any
286,Residential,Block,NoCharger,1000000,0,Any
286,Workplace,Block,NoCharger,1000000,0,Any
287,Public,Block,NoCharger,1000000,0,Any
287,Residential,Block,NoCharger,1000000,0,Any
287,Workplace,Block,NoCharger,1000000,0,Any
288,Public,Block,NoCharger,1000000,0,Any
288,Residential,Block,NoCharger,1000000,0,Any
288,Workplace,Block,NoCharger,1000000,0,Any
289,Public,Block,NoCharger,1000000,0,Any
289,Residential,Block,NoCharger,1000000,0,Any
289,Workplace,Block,NoCharger,1000000,0,Any
290,Public,Block,NoCharger,1000000,0,Any
290,Residential,Block,NoCharger,1000000,0,Any
290,Workplace,Block,NoCharger,1000000,0,Any
291,Public,Block,NoCharger,1000000,0,Any
291,Residential,Block,NoCharger,1000000,0,Any
291,Workplace,Block,NoCharger,1000000,0,Any
292,Public,Block,NoCharger,1000000,0,Any
292,Residential,Block,NoCharger,1000000,0,Any
292,Workplace,Block,NoCharger,1000000,0,Any
293,Public,Block,NoCharger,1000000,0,Any
293,Residential,Block,NoCharger,1000000,0,Any
293,Workplace,Block,NoCharger,1000000,0,Any
294,Public,Block,NoCharger,1000000,0,Any
294,Residential,Block,NoCharger,1000000,0,Any
294,Workplace,Block,NoCharger,1000000,0,Any
295,Public,Block,NoCharger,1000000,0,Any
295,Residential,Block,NoCharger,1000000,0,Any
295,Workplace,Block,NoCharger,1000000,0,Any
296,Public,Block,NoCharger,1000000,0,Any
296,Residential,Block,NoCharger,1000000,0,Any
296,Workplace,Block,NoCharger,1000000,0,Any
297,Public,Block,NoCharger,1000000,0,Any
297,Residential,Block,NoCharger,1000000,0,Any
297,Workplace,Block,NoCharger,1000000,0,Any
298,Public,Block,NoCharger,1000000,0,Any
298,Residential,Block,NoCharger,1000000,0,Any
298,Workplace,Block,NoCharger,1000000,0,Any
299,Public,Block,NoCharger,1000000,0,Any
299,Residential,Block,NoCharger,1000000,0,Any
299,Workplace,Block,NoCharger,1000000,0,Any
300,Public,Block,NoCharger,1000000,0,Any
300,Residential,Block,NoCharger,1000000,0,Any
300,Workplace,Block,NoCharger,1000000,0,Any
301,Public,Block,NoCharger,1000000,0,Any
301,Residential,Block,NoCharger,1000000,0,Any
301,Workplace,Block,NoCharger,1000000,0,Any
302,Public,Block,NoCharger,1000000,0,Any
302,Residential,Block,NoCharger,1000000,0,Any
302,Workplace,Block,NoCharger,1000000,0,Any
303,Public,Block,NoCharger,1000000,0,Any
303,Residential,Block,NoCharger,1000000,0,Any
303,Workplace,Block,NoCharger,1000000,0,Any
304,Public,Block,NoCharger,1000000,0,Any
304,Residential,Block,NoCharger,1000000,0,Any
304,Workplace,Block,NoCharger,1000000,0,Any
305,Public,Block,NoCharger,1000000,0,Any
305,Residential,Block,NoCharger,1000000,0,Any
305,Workplace,Block,NoCharger,1000000,0,Any
306,Public,Block,NoCharger,1000000,0,Any
306,Residential,Block,NoCharger,1000000,0,Any
306,Workplace,Block,NoCharger,1000000,0,Any
307,Public,Block,NoCharger,1000000,0,Any
307,Residential,Block,NoCharger,1000000,0,Any
307,Workplace,Block,NoCharger,1000000,0,Any
308,Public,Block,NoCharger,1000000,0,Any
308,Residential,Block,NoCharger,1000000,0,Any
308,Workplace,Block,NoCharger,1000000,0,Any
309,Public,Block,NoCharger,1000000,0,Any
309,Residential,Block,NoCharger,1000000,0,Any
309,Workplace,Block,NoCharger,1000000,0,Any
310,Public,Block,NoCharger,1000000,0,Any
310,Residential,Block,NoCharger,1000000,0,Any
310,Workplace,Block,NoCharger,1000000,0,Any
311,Public,Block,NoCharger,1000000,0,Any
311,Residential,Block,NoCharger,1000000,0,Any
311,Workplace,Block,NoCharger,1000000,0,Any
312,Public,Block,NoCharger,1000000,0,Any
312,Residential,Block,NoCharger,1000000,0,Any
312,Workplace,Block,NoCharger,1000000,0,Any
313,Public,Block,NoCharger,1000000,0,Any
313,Residential,Block,NoCharger,1000000,0,Any
313,Workplace,Block,NoCharger,1000000,0,Any
314,Public,Block,NoCharger,1000000,0,Any
314,Residential,Block,NoCharger,1000000,0,Any
314,Workplace,Block,NoCharger,1000000,0,Any
315,Public,Block,NoCharger,1000000,0,Any
315,Residential,Block,NoCharger,1000000,0,Any
315,Workplace,Block,NoCharger,1000000,0,Any
316,Public,Block,NoCharger,1000000,0,Any
316,Residential,Block,NoCharger,1000000,0,Any
316,Workplace,Block,NoCharger,1000000,0,Any
317,Public,Block,NoCharger,1000000,0,Any
317,Residential,Block,NoCharger,1000000,0,Any
317,Workplace,Block,NoCharger,1000000,0,Any
318,Public,Block,NoCharger,1000000,0,Any
318,Residential,Block,NoCharger,1000000,0,Any
318,Workplace,Block,NoCharger,1000000,0,Any
319,Public,Block,NoCharger,1000000,0,Any
319,Residential,Block,NoCharger,1000000,0,Any
319,Workplace,Block,NoCharger,1000000,0,Any
320,Public,Block,NoCharger,1000000,0,Any
320,Residential,Block,NoCharger,1000000,0,Any
320,Workplace,Block,NoCharger,1000000,0,Any
321,Public,Block,NoCharger,1000000,0,Any
321,Residential,Block,NoCharger,1000000,0,Any
321,Workplace,Block,NoCharger,1000000,0,Any
322,Public,Block,NoCharger,1000000,0,Any
322,Residential,Block,NoCharger,1000000,0,Any
322,Workplace,Block,NoCharger,1000000,0,Any
323,Public,Block,NoCharger,1000000,0,Any
323,Residential,Block,NoCharger,1000000,0,Any
323,Workplace,Block,NoCharger,1000000,0,Any
324,Public,Block,NoCharger,1000000,0,Any
324,Residential,Block,NoCharger,1000000,0,Any
324,Workplace,Block,NoCharger,1000000,0,Any
325,Public,Block,NoCharger,1000000,0,Any
325,Residential,Block,NoCharger,1000000,0,Any
325,Workplace,Block,NoCharger,1000000,0,Any
326,Public,Block,NoCharger,1000000,0,Any
326,Residential,Block,NoCharger,1000000,0,Any
326,Workplace,Block,NoCharger,1000000,0,Any
327,Public,Block,NoCharger,1000000,0,Any
327,Residential,Block,NoCharger,1000000,0,Any
327,Workplace,Block,NoCharger,1000000,0,Any
328,Public,Block,NoCharger,1000000,0,Any
328,Residential,Block,NoCharger,1000000,0,Any
328,Workplace,Block,NoCharger,1000000,0,Any
329,Public,Block,NoCharger,1000000,0,Any
329,Residential,Block,NoCharger,1000000,0,Any
329,Workplace,Block,NoCharger,1000000,0,Any
330,Public,Block,NoCharger,1000000,0,Any
330,Residential,Block,NoCharger,1000000,0,Any
330,Workplace,Block,NoCharger,1000000,0,Any
331,Public,Block,NoCharger,1000000,0,Any
331,Residential,Block,NoCharger,1000000,0,Any
331,Workplace,Block,NoCharger,1000000,0,Any
332,Public,Block,NoCharger,1000000,0,Any
332,Residential,Block,NoCharger,1000000,0,Any
332,Workplace,Block,NoCharger,1000000,0,Any
333,Public,Block,NoCharger,1000000,0,Any
333,Residential,Block,NoCharger,1000000,0,Any
333,Workplace,Block,NoCharger,1000000,0,Any
334,Public,Block,NoCharger,1000000,0,Any
334,Residential,Block,NoCharger,1000000,0,Any
334,Workplace,Block,NoCharger,1000000,0,Any
335,Public,Block,NoCharger,1000000,0,Any
335,Residential,Block,NoCharger,1000000,0,Any
335,Workplace,Block,NoCharger,1000000,0,Any
336,Public,Block,NoCharger,1000000,0,Any
336,Residential,Block,NoCharger,1000000,0,Any
336,Workplace,Block,NoCharger,1000000,0,Any
337,Public,Block,NoCharger,1000000,0,Any
337,Residential,Block,NoCharger,1000000,0,Any
337,Workplace,Block,NoCharger,1000000,0,Any
338,Public,Block,NoCharger,1000000,0,Any
338,Residential,Block,NoCharger,1000000,0,Any
338,Workplace,Block,NoCharger,1000000,0,Any
339,Public,Block,NoCharger,1000000,0,Any
339,Residential,Block,NoCharger,1000000,0,Any
339,Workplace,Block,NoCharger,1000000,0,Any
340,Public,Block,NoCharger,1000000,0,Any
340,Residential,Block,NoCharger,1000000,0,Any
340,Workplace,Block,NoCharger,1000000,0,Any
341,Public,Block,NoCharger,1000000,0,Any
341,Residential,Block,NoCharger,1000000,0,Any
341,Workplace,Block,NoCharger,1000000,0,Any
342,Public,Block,NoCharger,1000000,0,Any
342,Residential,Block,NoCharger,1000000,0,Any
342,Workplace,Block,NoCharger,1000000,0,Any
343,Public,Block,NoCharger,1000000,0,Any
343,Residential,Block,NoCharger,1000000,0,Any
343,Workplace,Block,NoCharger,1000000,0,Any
344,Public,Block,NoCharger,1000000,0,Any
344,Residential,Block,NoCharger,1000000,0,Any
344,Workplace,Block,NoCharger,1000000,0,Any
345,Public,Block,NoCharger,1000000,0,Any
345,Residential,Block,NoCharger,1000000,0,Any
345,Workplace,Block,NoCharger,1000000,0,Any
346,Public,Block,NoCharger,1000000,0,Any
346,Residential,Block,NoCharger,1000000,0,Any
346,Workplace,Block,NoCharger,1000000,0,Any
347,Public,Block,NoCharger,1000000,0,Any
347,Residential,Block,NoCharger,1000000,0,Any
347,Workplace,Block,NoCharger,1000000,0,Any
348,Public,Block,NoCharger,1000000,0,Any
348,Residential,Block,NoCharger,1000000,0,Any
348,Workplace,Block,NoCharger,1000000,0,Any
349,Public,Block,NoCharger,1000000,0,Any
349,Residential,Block,NoCharger,1000000,0,Any
349,Workplace,Block,NoCharger,1000000,0,Any
350,Public,Block,NoCharger,1000000,0,Any
350,Residential,Block,NoCharger,1000000,0,Any
350,Workplace,Block,NoCharger,1000000,0,Any
351,Public,Block,NoCharger,1000000,0,Any
351,Residential,Block,NoCharger,1000000,0,Any
