purpose,mode,asim_trips,asim_share,wfrc_trips,wfrc_share,error,close_enough,adjust
hbw,TNC,994,5.952751680424669e-4,NA,1.5e-4,4.4527516804246695e-4,TRUE,-1.3783884718425956
hbw,bike,50124,0.03001767859452778,29406.288699987235,0.01718043151532161,0.012837247079206169,TRUE,-0.5580154610383771
hbw,crt,18200,0.010899404485284606,10820.744699997507,0.00632194919800155,0.004577455287283055,TRUE,-0.5446805753518233
hbw,drive_alone,936949,0.5611091281913696,1328609.310498788,0.7762312851690463,-0.21512215697767667,FALSE,0.3245351126634521
hbw,express_bus,2794,0.0016732382490046807,727.7589999999161,4.251884277788148e-4,0.0012480498212258657,TRUE,-1.3699836689499771
hbw,local_bus,175604,0.10516368270516033,18142.11039998552,0.01059940914170819,0.09456427356345214,FALSE,-2.2947197610510046
hbw,lrt,57063,0.03417322627163712,19026.531399997544,0.01111612631661049,0.023057099955026625,TRUE,-1.1230456046103914
hbw,sr2,234436,0.14039630713803197,162166.110099506,0.09474448738143132,0.04565181975660065,TRUE,-0.3932855272110606
hbw,sr3,71210,0.042645417219621805,95617.24079913842,0.05586374649291688,-0.013218329273295075,TRUE,0.26999581032423414
hbw,walk,122442,0.07332664197731965,47099.16119999338,0.02751737635718479,0.04580926562013486,FALSE,-0.9801063350950008
hbo,TNC,113862,0.02956255150507768,NA,0.0038,0.02576255150507768,FALSE,-2.0515073417619365
hbo,bike,130250,0.033817448609161686,80432.14769997894,0.0173190469567206,0.016498401652441087,TRUE,-0.6691700243010292
hbo,crt,81017,0.021034842487281782,4180.019600019374,9.000624477017036e-4,0.02013478003958008,TRUE,-3.151471360618748
hbo,drive_alone,699786,0.18168888362695446,1394415.100207185,0.30025234049114935,-0.1185634568641949,FALSE,0.5023274623589931
hbo,express_bus,14895,0.0038672621653240945,19.38389999999949,4.173837003042696e-6,0.003863088328321052,TRUE,-6.8314663274900465
hbo,local_bus,163418,0.04242901970680986,17697.178099981862,0.00381064371995022,0.03861837598685964,FALSE,-2.410034424937168
hbo,lrt,46314,0.012024731784143679,15411.15359999328,0.00331840564361291,0.00870632614053077,TRUE,-1.287481071135504
hbo,sr2,964171,0.25033246251780444,1076537.93819921,0.23180546131765395,0.018527001200150495,TRUE,-0.07689139336486242
hbo,sr3,1184821,0.3076209080887183,1625739.336606138,0.3500622166039323,-0.042441308515213994,TRUE,0.12924269340987948
hbo,walk,453028,0.11762188950872399,429711.72420006094,0.09252764898227596,0.025094240526448028,TRUE,-0.23996764565096496
nhb,TNC,40160,0.02049308945060048,NA,0.004,0.01649308945060048,FALSE,-1.6337933682227963
nhb,bike,22059,0.011256400901165238,15278.977299982042,0.00640716713813352,0.004849233763031717,TRUE,-0.563519706723854
nhb,crt,12107,0.006178033714602091,1243.006899994811,5.212490866210879e-4,0.005656784627981004,TRUE,-2.47252730984116
nhb,drive_alone,693882,0.3540783340179672,951560.64690361,0.3990324736452781,-0.04495413962731093,FALSE,0.11952462996918888
nhb,express_bus,2707,0.0013813444507663221,7.037000000000105,2.950932792543599e-6,0.0013783935179737786,TRUE,-6.1486912223405055
nhb,local_bus,102210,0.052156341452835535,4881.2427000125035,0.00204692612645029,0.05010941532638524,FALSE,-3.237906556962883
nhb,lrt,8534,0.004354781508252602,7295.248700019795,0.00305922816806155,0.0012955533401910516,TRUE,-0.35311178723636344
nhb,sr2,477724,0.24377591296560416,564399.0177008874,0.23667806869588165,0.007097844269722514,TRUE,-0.029548556034988877
nhb,sr3,433005,0.22095642922204334,708879.6430956359,0.2972653381806855,-0.07630890895864217,FALSE,0.29665960527193913
nhb,walk,167297,0.08536933231616306,131124.87389999558,0.05498659802609571,0.030382734290067354,FALSE,-0.43989744664551916
