purpose,mode,asim_trips,asim_share,wfrc_trips,wfrc_share,error,close_enough,adjust
hbw,TNC,1108,6.635636482106539e-4,NA,1.5e-4,5.13563648210654e-4,TRUE,-1.4869894830490693
hbw,bike,65904,0.03946886161703514,29406.288699987235,0.01718043151532161,0.022288430101713528,TRUE,-0.831741013984882
hbw,crt,19846,0.011885455020206352,10820.744699997507,0.00632194919800155,0.0055635058222048015,TRUE,-0.6312878073169422
hbw,drive_alone,1012180,0.6061785680919312,1328609.310498788,0.7762312851690463,-0.1700527170771151,FALSE,0.24727591419208056
hbw,express_bus,2963,0.0017744937632203678,727.7589999999161,4.251884277788148e-4,0.0013493053354415529,TRUE,-1.4287380272624537
hbw,local_bus,168912,0.1011587210709007,18142.11039998552,0.01059940914170819,0.0905593119291925,FALSE,-2.2558925208693044
hbw,lrt,60347,0.03614086234527828,19026.531399997544,0.01111612631661049,0.02502473602866779,TRUE,-1.1790272708104979
hbw,sr2,172151,0.10309850686201469,162166.110099506,0.09474448738143132,0.008354019480583369,TRUE,-0.08450124689428978
hbw,sr3,86308,0.051688493997982955,95617.24079913842,0.05586374649291688,-0.0041752524949339245,TRUE,0.07768042408531056
hbw,walk,80053,0.04794247358321974,47099.16119999338,0.02751737635718479,0.020425097226034954,TRUE,-0.5551841524934492
hbo,TNC,114278,0.029582141061755482,NA,0.0038,0.02578214106175548,FALSE,-2.0521697700050794
hbo,bike,149881,0.03879837662959602,80432.14769997894,0.0173190469567206,0.021479329672875417,TRUE,-0.8065715302837054
hbo,crt,81625,0.02112954605580944,4180.019600019374,9.000624477017036e-4,0.020229483608107737,TRUE,-3.1559634797293485
hbo,drive_alone,702594,0.18187433116735532,1394415.100207185,0.30025234049114935,-0.11837800932379403,FALSE,0.5013072955822779
hbo,express_bus,14974,0.0038761877199349534,19.38389999999949,4.173837003042696e-6,0.003872013882931911,TRUE,-6.833771645841948
hbo,local_bus,134243,0.034750305067932946,17697.178099981862,0.00381064371995022,0.030939661347982726,FALSE,-2.210390220670818
hbo,lrt,46344,0.011996663796758747,15411.15359999328,0.00331840564361291,0.008678258153145837,TRUE,-1.2851441544427087
hbo,sr2,967554,0.25046219668585173,1076537.93819921,0.23180546131765395,0.018656735368197785,TRUE,-0.07740950660175577
hbo,sr3,1186561,0.30715461313969133,1625739.336606138,0.3500622166039323,-0.04290760346424094,TRUE,0.13075965373879372
hbo,walk,465020,0.120375638675314,429711.72420006094,0.09252764898227596,0.027847989693038047,TRUE,-0.26310966804733665
nhb,TNC,40283,0.02040831835416232,NA,0.004,0.01640831835416232,FALSE,-1.6296482190766985
nhb,bike,26333,0.013340919177324339,15278.977299982042,0.00640716713813352,0.006933752039190819,TRUE,-0.7334187128435645
nhb,crt,12400,0.0062821326016337595,1243.006899994811,5.212490866210879e-4,0.005760883515012672,TRUE,-2.4892367672375055
nhb,drive_alone,716885,0.3631908572679208,951560.64690361,0.3990324736452781,-0.03584161637735733,FALSE,0.09411432747040702
nhb,express_bus,2612,0.0013233008351183372,7.037000000000105,2.950932792543599e-6,0.0013203499023257937,TRUE,-6.105763205633484
nhb,local_bus,96388,0.048832435258570554,4881.2427000125035,0.00204692612645029,0.04678550913212026,FALSE,-3.1720555316731116
nhb,lrt,8610,0.004362029169360216,7295.248700019795,0.00305922816806155,0.0013028010012986657,TRUE,-0.3547747034211523
nhb,sr2,424905,0.215266899443322,564399.0177008874,0.23667806869588165,-0.021411169252559648,TRUE,0.0948222067985808
nhb,sr3,514763,0.2607910826140967,708879.6430956359,0.2972653381806855,-0.03647425556658879,TRUE,0.13090549747377025
nhb,walk,130673,0.06620202527849099,131124.87389999558,0.05498659802609571,0.011215427252395285,TRUE,-0.1856215725189172
