purpose,mode,asim_trips,asim_share,wfrc_trips,wfrc_share,error,close_enough,adjust
hbw,TNC,59975,0.035917130989282654,NA,1.5e-4,0.03576713098928266,FALSE,-5.478334352893917
hbw,bike,48057,0.02877981765655617,29406.288699987235,0.01718043151532161,0.011599386141234558,TRUE,-0.5159033321227945
hbw,crt,79616,0.047679504807715344,10820.744699997507,0.00632194919800155,0.04135755560971379,FALSE,-2.0204740589457333
hbw,drive_alone,792599,0.47466247778198317,1328609.310498788,0.7762312851690463,-0.3015688073870631,FALSE,0.49184654530665856
hbw,express_bus,2198,0.0013163126955305256,727.7589999999161,4.251884277788148e-4,8.911242677517108e-4,TRUE,-1.1300572640966364
hbw,local_bus,230517,0.13804934196342591,18142.11039998552,0.01059940914170819,0.12744993282171774,FALSE,-2.566812913494749
hbw,lrt,137251,0.08219528379174712,19026.531399997544,0.01111612631661049,0.07107915747513663,FALSE,-2.0007010503091744
hbw,sr2,128817,0.07714442788906083,162166.110099506,0.09474448738143132,-0.017600059492370493,TRUE,0.20550430977848907
hbw,sr3,50206,0.03006678580154939,95617.24079913842,0.05586374649291688,-0.02579696069136749,TRUE,0.6194945268504083
hbw,walk,140580,0.0841889166231489,47099.16119999338,0.02751737635718479,0.056671540265964104,FALSE,-1.1182456083677563
hbo,TNC,242663,0.06282273727289625,NA,0.0038,0.05902273727289625,FALSE,-2.8053159997000643
hbo,bike,83504,0.021618251868788935,80432.14769997894,0.0173190469567206,0.004299204912068335,TRUE,-0.2217310757823245
hbo,crt,67534,0.017483797443317586,4180.019600019374,9.000624477017036e-4,0.016583734995615884,TRUE,-2.9665657234038747
hbo,drive_alone,869514,0.22510745180396316,1394415.100207185,0.30025234049114935,-0.07514488868718619,FALSE,0.2880454042905254
hbo,express_bus,7420,0.0019209550304945138,19.38389999999949,4.173837003042696e-6,0.001916781193491471,TRUE,-6.131741995717804
hbo,local_bus,511620,0.13245269712959612,17697.178099981862,0.00381064371995022,0.1286420534096459,FALSE,-3.548427448655336
hbo,lrt,138337,0.03581390243308889,15411.15359999328,0.00331840564361291,0.03249549678947598,FALSE,-2.378851714388853
hbo,sr2,708017,0.1832976843430774,1076537.93819921,0.23180546131765395,-0.04850777697457656,TRUE,0.2347869694881799
hbo,sr3,596124,0.154329837816511,1625739.336606138,0.3500622166039323,-0.19573237878742128,FALSE,0.8190187843866858
hbo,walk,637929,0.16515268485826615,429711.72420006094,0.09252764898227596,0.07262503587599019,FALSE,-0.5793629010229562
nhb,TNC,103335,0.05458717704501838,NA,0.004,0.050587177045018375,FALSE,-2.6135046413934244
nhb,bike,18837,0.009950729704330682,15278.977299982042,0.00640716713813352,0.003543562566197162,TRUE,-0.4402286564825741
nhb,crt,15833,0.008363853236113378,1243.006899994811,5.212490866210879e-4,0.00784260414949229,TRUE,-2.775446492475687
nhb,drive_alone,678282,0.3583055075284188,951560.64690361,0.3990324736452781,-0.04072696611685933,FALSE,0.10765680569081705
nhb,express_bus,1765,9.323691632501808e-4,7.037000000000105,2.950932792543599e-6,9.294182304576372e-4,TRUE,-5.755607512934435
nhb,local_bus,171135,0.09040283102142758,4881.2427000125035,0.00204692612645029,0.0883559048949773,FALSE,-3.7879363661791734
nhb,lrt,57418,0.030331315929461124,7295.248700019795,0.00305922816806155,0.027272087761399572,TRUE,-2.2940180563283765
nhb,sr2,285038,0.15057260144731163,564399.0177008874,0.23667806869588165,-0.08610546724857002,FALSE,0.45225548828105006
nhb,sr3,199501,0.10538729769834239,708879.6430956359,0.2972653381806855,-0.19187804048234314,FALSE,1.0369830208623532
nhb,walk,361883,0.19116631722632588,131124.87389999558,0.05498659802609571,0.13617971920023017,FALSE,-1.2460543366773635
