tazid,tothh,resacre,ciacre,totemp,cbd
92,206,105,5,32,0
93,158,52,4,44,0
94,0,0,0,0,0
95,40,90,26,38,0
96,78,107,44,96,0
97,273,157,11,63,0
98,0,0,0,0,0
99,153,184,10,30,0
100,47,78,19,33,0
101,19,50,146,178,0
102,0,0,0,0,0
103,0,0,0,0,0
104,35,61,27,49,0
105,0,0,0,0,0
106,24,158,15,7,0
107,22,183,22,10,0
108,35,132,8,7,0
109,0,0,89,77,0
110,19,82,24,16,0
111,17,56,47,17,0
112,6,60,9,4,0
113,19,191,33,9,0
114,42,106,8,11,0
115,15,131,21,8,0
116,40,107,19,14,0
117,62,44,17,66,0
118,173,162,9,26,0
119,85,124,2,5,0
120,60,94,5,11,0
121,59,118,6,9,0
122,9,141,103,8,0
123,55,160,13,14,0
124,124,385,23,24,0
125,59,136,70,99,0
126,153,263,25,52,0
127,170,399,57,81,0
128,93,267,216,175,0
129,45,158,13,10,0
130,3,147,0,0,0
131,2,335,615,11,0
132,1,38,241,25,0
133,4,807,0,0,0
134,1,423,0,0,0
135,0,0,0,0,0
136,145,2929,8780,1217,0
137,31,5314,924,16,0
138,50,1754,271,24,0
139,29,309,76,19,0
140,160,645,54,41,0
141,70,306,70,48,0
142,122,415,161,153,0
143,252,347,97,218,0
144,332,555,46,90,0
145,532,541,134,446,0
146,240,508,103,165,0
147,492,628,53,137,0
148,13,592,370,20,0
149,39,525,260,61,0
150,117,1916,283,56,0
151,105,687,94,46,0
152,44,717,258,36,0
153,224,656,104,103,0
154,510,883,179,316,0
155,79,180,69,80,0
156,235,457,16,24,0
157,634,422,287,1012,0
158,5,23,76,42,0
159,29,235,62,24,0
160,27,87,170,136,0
161,91,888,132,39,0
162,22,532,203,21,0
163,98,727,136,53,0
164,165,897,199,100,0
165,7,189,41,5,0
166,46,628,265,52,0
167,75,371,29,16,0
168,208,576,679,695,0
169,8,178,152,24,0
170,7,40,350,120,0
171,428,756,61,104,0
172,256,232,329,1104,0
173,566,469,212,824,0
174,262,379,27,68,0
175,17,149,21,8,0
176,95,200,15,23,0
177,27,194,161,62,0
178,847,624,91,396,0
179,852,546,23,113,0
180,400,351,36,99,0
181,155,113,181,674,0
182,574,666,63,180,0
183,171,401,10,14,0
184,340,174,17,114,0
185,341,157,6,41,0
186,491,223,29,175,0
187,447,343,25,99,0
188,150,104,459,2057,0
189,126,68,358,2104,0
190,406,202,100,588,0
191,1385,474,109,860,0
192,60,118,95,142,0
193,777,450,51,266,0
194,383,204,72,420,0
195,306,177,371,1710,0
196,500,130,98,960,0
197,121,131,4,11,0
198,260,377,26,52,0
199,480,133,37,387,0
200,317,158,7,44,0
201,22,69,2,2,0
202,980,248,24,266,0
203,866,348,23,174,0
204,1214,234,15,217,0
205,600,144,3,41,0
206,233,426,39,66,0
207,26,72,285,337,0
208,228,470,136,192,0
209,330,240,253,844,0
210,0,0,692,5242,0
211,0,0,532,7768,0
212,1086,374,25,220,0
213,493,144,54,577,0
214,809,188,107,1146,0
215,723,134,134,1681,0
216,807,185,49,507,0
217,717,210,25,230,0
218,108,62,1,8,0
219,507,135,4,48,0
220,505,150,5,46,0
221,315,73,5,69,0
222,443,89,83,1063,0
223,316,95,35,301,0
224,489,96,59,680,0
225,435,107,3,36,0
226,595,225,12,76,0
227,26,625,229,29,0
228,49,259,36,21,0
229,104,408,44,33,0
230,66,398,27,14,0
231,88,304,16,15,0
232,42,286,19,9,0
233,184,330,18,32,0
234,7,471,235,11,0
235,64,303,18,12,0
236,90,290,32,32,0
237,52,260,29,18,0
238,130,443,75,67,0
239,15,35,225,296,0
240,33,61,258,326,0
241,234,175,142,533,0
242,83,44,253,1030,0
243,42,97,223,250,0
244,79,103,388,755,0
245,48,303,19,9,0
246,87,300,17,17,0
247,100,317,11,12,0
248,20,307,9,2,0
249,137,287,32,50,0
250,73,223,97,96,0
251,231,283,45,126,0
252,199,514,60,72,0
253,281,365,26,70,0
254,55,222,97,78,0
255,13,4,389,3118,0
256,29,23,408,1408,0
257,9,3,106,669,0
258,0,0,191,627,0
259,7,2,985,4312,0
260,128,820,254,126,0
261,56,820,140,29,0
262,317,833,45,55,0
263,480,757,118,247,0
264,226,901,118,94,0
265,439,793,60,107,0
266,335,694,165,244,0
267,452,421,16,61,0
268,218,253,65,194,0
269,288,414,24,57,0
270,404,467,39,114,0
271,1120,569,75,485,0
272,251,299,9,24,0
273,479,194,63,476,0
274,1036,340,27,208,0
275,1074,392,78,725,0
276,824,160,16,186,0
277,498,134,132,1410,0
278,386,106,10,112,0
279,447,137,49,438,0
280,770,133,15,229,0
281,1235,366,13,137,0
282,306,132,47,338,0
283,800,293,29,247,0
284,709,248,5,48,0
285,454,188,42,342,0
286,461,146,23,226,0
287,485,148,59,547,0
288,578,145,3,39,0
289,513,108,39,433,0
290,341,65,33,367,0
291,657,181,17,169,0
292,256,39,120,1891,0
293,405,175,58,405,0
294,557,172,4,44,0
295,505,128,3,34,0
296,352,97,24,224,0
297,347,87,100,1068,0
298,45,52,572,1135,0
299,8,10,168,264,0
300,271,81,40,328,0
301,89,21,286,2946,0
302,310,58,109,1591,0
303,386,90,21,256,0
304,375,87,24,272,0
305,287,84,6,67,0
306,391,92,25,243,0
307,910,154,55,711,0
308,2,3,111,140,0
309,10,10,82,234,0
310,397,106,258,2741,0
311,0,0,113,76,0
312,0,0,283,176,0
313,0,0,64,304,0
314,188,29,25,364,0
315,34,22,25,84,0
316,11,1,23,384,0
317,178,5,22,1167,0
318,44,24,2,8,0
319,95,20,6,74,0
320,0,0,26,435,0
321,1,0,27,779,0
322,70,2,24,1110,0
323,39,5,21,477,0
324,169,8,28,921,0
325,1,0,26,866,0
326,0,0,27,2349,0
327,297,7,20,1466,0
328,101,19,14,209,0
329,28,2,24,626,0
330,64,4,22,860,0
331,131,10,17,543,0
332,292,86,41,301,0
333,287,73,6,66,0
334,668,70,9,223,0
335,380,53,26,425,0
336,159,61,59,413,0
337,535,93,12,209,0
338,753,102,4,73,0
339,452,90,16,215,0
340,3,2,123,267,0
341,551,158,70,554,0
342,287,94,3,26,0
343,417,95,10,115,0
344,173,89,5,26,0
345,19,3,78,1145,0
346,333,62,17,304,0
347,71,8,31,741,0
348,135,22,18,296,0
349,573,64,16,377,0
350,592,99,7,113,0
351,412,77,2,47,0
352,442,97,8,116,0
353,362,58,21,376,0
354,426,88,18,225,0
355,217,92,15,93,0
356,610,158,28,286,0
357,246,116,6,36,0
358,56,42,128,428,0
359,14,1,318,5171,0
360,167,28,33,510,0
361,217,42,21,328,0
362,0,0,71,287,0
363,146,29,41,652,0
364,178,33,37,593,0
365,422,92,2,32,0
366,494,145,6,69,0
367,256,50,8,130,0
368,841,130,35,591,0
369,544,86,6,85,0
370,136,214,8,13,0
371,432,141,49,394,0
372,240,37,94,1822,0
373,236,60,9,104,0
374,152,32,26,340,0
375,442,88,3,55,0
376,204,43,13,160,0
377,603,30,127,6425,0
378,315,71,238,2849,0
379,190,63,49,368,0
380,303,223,8,29,0
381,1113,300,15,167,0
382,638,181,23,217,0
383,333,66,121,1563,0
384,194,39,59,682,0
385,182,42,7,93,0
386,1,0,84,190,0
387,450,96,7,99,0
388,608,135,11,140,0
389,606,189,43,357,0
390,462,159,42,329,0
391,582,147,13,138,0
392,279,45,71,957,0
393,195,42,31,371,0
394,1,205,0,0,0
395,3,0,161,2410,0
396,709,460,228,881,0
397,0,0,0,0,0
398,308,67,182,1826,0
399,223,195,102,317,0
400,811,138,15,247,0
401,435,142,5,45,0
402,439,114,18,174,0
403,245,45,61,657,0
404,359,348,49,143,0
405,14,1,78,2074,0
406,388,64,83,1164,0
407,1023,463,172,910,0
408,962,141,150,2416,0
409,398,527,198,435,0
410,924,291,103,886,0
411,185,26,103,1831,0
412,1586,749,185,1101,0
413,1194,231,65,817,0
414,405,292,38,164,0
415,275,329,69,168,0
416,69,1389,201,34,0
417,52,417,255,91,0
418,615,995,89,190,0
419,1117,1086,53,191,0
420,101,337,241,234,0
421,304,532,47,87,0
422,359,571,72,156,0
423,226,298,23,61,0
424,330,298,23,85,0
425,340,201,4,26,0
426,836,274,48,498,0
427,874,290,32,327,0
428,230,290,32,84,0
429,51,81,33,65,0
430,265,109,3,23,0
431,91,26,134,1413,0
432,373,136,18,156,0
433,392,150,10,86,0
434,183,41,119,1596,0
435,35,62,98,179,0
436,311,150,10,66,0
437,460,155,8,82,0
438,583,138,29,380,0
439,315,109,3,27,0
440,452,84,47,743,0
441,609,147,21,272,0
442,590,162,5,52,0
443,500,159,4,40,0
444,525,140,25,272,0
445,429,135,28,267,0
446,456,150,36,369,0
447,494,112,20,250,0
448,214,126,24,138,0
449,371,240,82,399,0
450,547,276,44,298,0
451,435,409,171,558,0
452,510,235,86,559,0
453,256,227,89,324,0
454,693,433,177,947,0
455,326,153,7,51,0
456,581,131,29,399,0
457,880,302,15,145,0
458,146,179,143,333,0
459,1496,556,85,761,0
460,131,39,1316,9934,0
461,513,139,50,533,0
462,266,50,27,363,0
463,741,107,159,3075,0
464,916,151,74,1087,0
465,547,118,142,1729,0
466,0,0,161,62,0
467,0,0,314,256,0
468,0,0,136,17,0
469,0,0,294,89,0
470,0,0,3818,1,0
471,232,284,111,210,0
472,0,0,1178,21281,0
473,420,1081,257,319,0
474,565,487,32,126,0
475,518,435,177,642,0
476,390,584,169,370,0
477,10,44,181,133,0
478,0,0,112,108,0
479,763,400,19,118,0
480,920,432,33,226,0
481,55,224,28,23,0
482,842,1188,290,715,0
483,425,1552,388,339,0
484,658,247,44,406,0
485,647,254,63,557,0
486,738,304,18,156,0
487,503,214,32,276,0
488,697,267,61,569,0
489,987,197,93,1654,0
490,726,288,21,189,0
491,1337,450,56,594,0
492,424,284,19,108,0
493,280,294,20,67,0
494,479,214,105,871,0
495,300,247,78,328,0
496,1425,303,44,601,0
497,1110,135,238,4677,0
498,1,1757,0,0,0
499,359,480,127,321,0
500,209,338,126,284,0
501,286,394,88,225,0
502,268,185,191,932,0
503,543,245,10,89,0
504,352,88,314,3802,0
505,784,121,224,3634,0
506,395,201,36,231,0
507,1088,248,38,513,0
508,865,1038,101,320,0
509,479,353,37,183,0
510,24,13,257,1614,0
511,427,396,32,132,0
512,394,297,123,647,0
513,270,456,29,68,0
514,333,350,139,466,0
515,659,593,64,281,0
516,761,72,47,1256,0
517,1464,258,50,713,0
518,1181,132,211,4768,0
519,872,66,280,8945,0
520,1332,363,87,864,0
521,429,345,234,932,0
522,1719,406,73,937,0
523,147,171,20,54,0
524,702,351,22,151,0
525,906,438,26,172,0
526,977,516,36,207,0
527,1381,546,134,1073,0
528,268,335,35,88,0
529,376,300,60,233,0
530,572,176,39,340,0
531,264,79,127,1201,0
532,138,45,28,225,0
533,1428,245,40,665,0
534,1384,691,145,878,0
535,1442,384,50,594,0
536,1010,720,139,612,0
537,790,208,216,2414,0
538,1056,593,72,401,0
539,528,373,11,51,0
540,618,189,47,432,0
541,585,175,81,764,0
542,517,239,30,215,0
543,377,129,172,1699,0
544,549,290,90,546,0
545,863,764,85,319,0
546,824,417,39,263,0
547,1018,413,24,230,0
548,493,257,102,609,0
549,873,262,14,145,0
550,646,282,79,591,0
551,467,324,29,136,0
552,53,68,111,291,0
553,285,237,10,42,0
554,7,1,195,4469,0
555,972,890,63,235,0
556,358,297,155,573,0
557,0,0,179,2915,0
558,377,597,59,120,0
559,396,478,30,84,0
560,202,222,275,828,0
561,3,385,0,0,0
562,305,54,163,2676,0
563,211,58,140,1496,0
564,218,91,27,205,0
565,405,191,6,45,0
566,358,182,5,37,0
567,5,292,69,5,0
568,25,214,92,37,0
569,15,84,455,265,0
570,570,330,13,80,0
571,409,195,20,147,0
572,349,198,10,67,0
573,435,198,6,47,0
574,413,173,13,101,0
575,509,191,18,156,0
576,33,260,19,7,0
577,266,57,97,1297,0
578,0,0,122,621,0
579,3,189,94,4,0
580,572,386,18,89,0
581,247,43,66,1131,0
582,550,72,43,923,0
583,270,106,2,20,0
584,90,15,107,1762,0
585,560,66,61,1532,0
586,286,90,38,305,0
587,242,78,17,139,0
588,374,93,4,48,0
589,271,72,25,232,0
590,824,387,32,216,0
591,3,50,389,62,0
592,95,253,151,177,0
593,334,264,19,72,0
594,491,217,29,209,0
595,68,143,373,481,0
596,166,171,179,429,0
597,766,172,63,717,0
598,623,110,85,1300,0
599,603,147,49,563,0
600,0,0,91,2727,0
601,671,97,50,831,0
602,349,37,70,1703,0
603,559,70,110,2160,0
604,724,260,7,60,0
605,381,259,6,28,0
606,384,26,148,6414,0
607,569,238,21,160,0
608,422,321,31,136,0
609,0,0,1530,2,0
610,1354,531,98,733,0
611,282,316,79,243,0
612,1,0,170,866,0
613,830,309,65,587,0
614,342,177,35,216,0
615,295,65,51,674,0
616,344,204,89,443,0
617,286,100,17,155,0
618,316,40,216,3959,0
619,1044,142,136,2481,0
620,535,97,36,532,0
621,526,138,18,183,0
622,787,261,49,414,0
623,629,304,28,172,0
624,851,177,116,1493,0
625,526,152,16,183,0
626,525,68,59,1313,0
627,507,196,14,105,0
628,969,288,6,66,0
629,733,355,31,194,0
630,338,256,28,120,0
631,438,360,10,43,0
632,0,0,314,4,0
633,1647,226,245,4875,0
634,99,89,168,498,0
635,0,0,413,5562,0
636,139,55,441,2509,0
637,0,0,334,671,0
638,0,0,640,89,0
639,986,177,102,1504,0
640,402,112,28,292,0
641,437,94,15,206,0
642,1479,576,55,452,0
643,460,174,8,74,0
644,879,311,58,455,0
645,1483,483,100,945,0
646,685,858,57,155,0
647,0,0,0,0,0
648,0,0,0,0,0
649,0,0,531,8,0
650,0,0,0,0,0
651,0,0,1009,127,0
652,0,0,302,11,0
653,0,0,903,43,0
654,0,0,933,714,0
655,0,0,523,85,0
656,0,0,403,5,0
657,0,0,523,1,0
658,0,0,394,94,0
659,0,0,554,23,0
660,0,0,820,5333,0
661,0,0,833,12554,0
662,0,0,0,0,0
663,0,0,0,0,0
664,0,0,0,0,0
665,0,0,0,0,0
666,0,0,0,0,0
667,0,0,445,309,0
668,0,0,264,284,0
669,0,0,220,199,0
670,0,0,349,767,0
671,0,0,0,0,0
672,0,0,689,131,0
673,1,2,616,230,0
674,0,0,0,0,0
675,1,502,0,0,0
676,9,35,275,102,0
677,1,0,239,319,0
678,0,0,569,120,0
679,0,0,582,172,0
680,0,0,0,0,0
681,0,0,0,0,0
682,0,0,0,0,0
683,2,13,197,71,0
684,0,0,0,0,0
685,0,0,0,0,0
686,0,0,0,0,0
687,399,229,71,341,0
688,1320,255,59,871,0
689,880,269,21,206,0
690,725,142,18,327,0
691,274,159,21,117,0
692,5,164,32,3,0
693,368,204,14,84,0
694,251,102,36,290,0
695,596,231,6,59,0
696,755,118,41,786,0
697,963,298,23,252,0
698,54,83,446,887,0
699,351,180,39,256,0
700,60,45,67,262,0
701,481,212,20,172,0
702,344,159,18,146,0
703,962,308,12,136,0
704,683,231,19,230,0
705,0,0,0,0,0
706,0,0,0,0,0
707,10,117,336,83,0
708,2,540,0,0,0
709,210,25,63,1729,0
710,548,171,16,205,0
711,439,116,16,241,0
712,323,89,2,32,0
713,453,200,8,71,0
714,39,154,100,77,0
715,649,273,42,368,0
716,517,147,4,51,0
717,524,171,4,51,0
718,979,349,37,381,0
719,767,232,12,165,0
720,0,0,0,0,0
721,0,0,511,4,0
722,205,94,7,66,0
723,1,518,0,0,0
724,704,213,7,95,0
725,0,0,531,721,0
726,0,0,569,1172,0
727,0,0,135,718,0
728,0,0,988,4,0
729,80,514,694,347,0
730,224,466,16,27,0
731,0,0,468,716,0
732,0,0,327,804,0
733,0,0,2327,2517,0
734,0,0,2036,11410,0
735,0,0,0,0,0
736,0,0,0,0,0
737,8,4,697,3071,0
738,0,0,376,8089,0
739,0,0,116,274,0
740,1985,465,36,583,0
741,148,113,10,25,0
742,369,54,16,425,0
743,58,137,54,77,0
744,651,163,25,287,0
745,425,120,6,81,0
746,780,190,16,192,0
747,1389,221,31,558,0
748,536,105,5,91,0
749,985,107,86,2508,0
750,45,20,119,859,0
751,248,30,113,2216,0
752,512,172,6,63,0
753,916,212,15,208,0
754,1,6,62,31,0
755,105,22,6,98,0
756,159,34,31,404,0
757,72,21,153,1333,0
758,75,17,79,1111,0
759,90,19,23,341,0
760,33,8,21,239,0
761,86,24,21,206,0
762,0,0,692,1654,0
763,1,0,444,3034,0
764,0,0,966,630,0
765,1,0,160,671,0
766,0,0,264,187,0
767,4,307,0,0,0
768,0,0,418,3968,0
769,1,2,626,951,0
770,1,2,264,329,0
771,5,1,377,2443,0
772,1,0,599,3859,0
773,1,0,182,1016,0
774,0,0,411,2940,0
775,0,0,251,1311,0
776,1216,219,16,301,0
777,1082,188,10,171,0
778,555,138,4,67,0
779,373,126,16,171,0
780,657,200,38,392,0
781,684,178,25,344,0
782,675,164,14,207,0
783,298,120,10,76,0
784,135,29,24,337,0
785,0,0,105,428,0
786,0,0,0,0,0
787,0,0,632,6170,0
788,0,0,651,6485,0
789,0,0,657,7707,0
790,0,0,367,4665,0
791,0,0,275,2775,0
792,1,0,409,5739,0
793,946,221,36,590,0
794,1,0,199,1095,0
795,0,0,83,390,0
796,319,114,94,1018,0
797,0,0,127,1425,0
798,18,5,322,3427,0
799,0,0,75,326,0
800,1,8,167,99,0
801,306,46,23,428,0
802,251,63,39,495,0
803,29,6,81,1139,0
804,0,0,441,5580,0
805,1,0,252,4596,0
806,2,0,267,3328,0
807,0,0,136,7159,0
808,0,0,257,3033,0
809,1026,230,177,2250,0
810,286,67,1,28,0
811,664,166,219,3403,0
812,237,78,2,23,0
813,346,60,273,5286,0
814,1,0,312,3206,0
815,0,0,154,1092,0
816,0,0,52,359,0
817,1237,181,17,395,0
818,503,111,39,559,0
819,563,83,2,64,0
820,166,36,13,170,0
821,754,121,39,755,0
822,552,107,53,779,0
823,397,79,5,99,0
824,0,0,342,8414,0
825,122,28,103,1380,0
826,167,23,38,935,0
827,398,29,89,3075,0
828,0,0,81,1584,0
829,505,74,78,1481,0
830,779,127,263,4861,0
831,325,114,38,290,0
832,28,91,101,92,0
833,576,135,38,403,0
834,0,0,186,1937,0
835,0,0,355,1702,0
836,0,0,178,591,0
837,269,39,134,1893,0
838,0,0,251,331,0
839,279,114,63,600,0
840,486,124,19,282,0
841,348,117,75,743,0
842,713,234,86,805,0
843,1037,300,20,229,0
844,1593,237,84,1914,0
845,681,94,16,370,0
846,353,98,26,273,0
847,438,104,55,715,0
848,215,63,25,301,0
849,585,185,10,125,0
850,500,151,9,110,0
851,221,82,3,32,0
852,82,37,34,270,0
853,644,123,37,566,0
854,247,70,3,37,0
855,410,148,11,109,0
856,644,41,40,1666,0
857,307,73,25,300,0
858,60,5,90,2608,0
859,390,130,9,97,0
860,320,91,13,149,0
861,531,62,4,100,0
862,447,88,70,948,0
863,108,53,1,10,0
864,1390,139,21,499,0
865,1880,283,68,1250,0
866,1550,160,11,282,0
867,894,94,239,4410,0
868,392,78,181,2446,0
869,650,106,104,1490,0
870,302,119,60,631,0
871,367,150,9,93,0
872,472,123,11,159,0
873,351,100,8,117,0
874,925,226,10,168,0
875,523,164,5,54,0
876,411,134,19,212,0
877,400,110,27,315,0
878,746,159,32,439,0
879,866,141,30,584,0
880,360,81,68,1050,0
881,521,145,15,172,0
882,522,154,6,76,0
883,529,144,14,167,0
884,669,115,42,608,0
885,299,31,155,3464,0
886,271,53,1,26,0
887,366,104,53,460,0
888,302,78,2,29,0
889,174,34,130,1892,0
890,1239,313,67,728,0
891,1834,173,276,6164,0
892,499,127,18,172,0
893,2808,268,34,837,0
894,0,0,110,1257,0
895,12,3,110,1030,0
896,328,48,18,316,0
897,30,1,87,3430,0
898,2,6,54,45,0
899,210,203,313,1192,0
900,829,223,6,94,0
901,578,152,11,169,0
902,444,124,43,451,0
903,916,210,18,250,0
904,1627,418,59,730,0
905,238,102,68,550,0
906,200,57,3,31,0
907,463,84,9,172,0
908,674,204,24,282,0
909,312,87,4,59,0
910,274,108,7,54,0
911,288,159,45,229,0
912,505,148,35,348,0
913,433,120,14,151,0
914,1123,210,112,1533,0
915,899,112,15,351,0
916,0,0,96,2021,0
917,507,118,59,551,0
918,766,357,15,100,0
919,791,88,80,1474,0
920,238,144,5,23,0
921,1220,290,38,402,0
922,444,166,5,44,0
923,566,278,39,263,0
924,751,113,203,3813,0
925,1474,622,95,848,0
926,1121,287,13,199,0
927,1201,302,137,1908,0
928,830,185,41,555,0
929,1149,278,12,188,0
930,843,241,39,485,1
931,967,313,51,520,0
932,1049,286,33,362,0
933,600,249,25,172,1
934,128,77,65,296,1
935,314,85,34,390,1
936,713,18,3,281,1
937,218,23,16,422,1
938,279,19,16,660,1
939,0,0,56,410,1
940,234,15,12,457,1
941,292,3,24,3039,1
942,12,0,14,1456,0
943,29,14,0,3,0
944,0,0,14,1375,1
945,0,0,14,2557,1
946,0,0,28,975,0
947,90,1,12,1141,0
948,128,3,10,701,1
949,331,8,5,428,1
950,220,9,19,1214,1
951,317,7,7,645,0
952,198,4,9,853,1
953,69,1,12,1270,1
954,0,0,0,0,1
955,240,8,5,292,1
956,88,3,11,630,1
957,10,1,12,162,1
958,0,0,29,4381,1
959,1526,56,13,628,1
960,358,3,10,2795,1
961,147,0,13,6797,1
962,134,1,12,2124,1
963,42,0,13,1780,1
964,11,0,14,1305,1
965,69,1,13,1724,1
966,298,1,12,5513,1
967,9,0,14,3461,1
968,41,0,13,1604,1
969,28,0,13,2345,1
970,81,0,13,3904,1
971,113,0,13,3633,1
972,58,6,7,166,1
973,0,0,14,524,1
974,0,0,14,928,1
975,5,0,14,582,0
976,301,10,4,297,0
977,183,2,12,1712,0
978,319,4,9,1193,0
979,167,3,11,1172,0
980,124,6,8,249,1
981,170,5,9,534,0
982,63,2,12,612,0
983,92,15,59,577,0
984,94,9,72,1543,0
985,0,0,14,333,0
986,10,0,13,661,0
987,28,2,11,348,0
988,11,0,13,754,0
989,0,0,14,305,0
990,8,3,10,70,0
991,10,0,13,436,0
992,5,0,14,461,0
993,0,0,14,607,0
994,0,0,14,983,0
995,3,0,13,212,0
996,13,5,9,60,0
997,53,4,9,268,0
998,14,0,13,356,0
999,54,9,4,75,1
1000,32,7,6,80,0
1001,47,5,23,552,1
1002,119,15,12,249,0
1003,137,14,14,371,0
1004,102,10,18,369,0
1005,26,1,26,1171,0
1006,21,3,25,447,0
1007,0,0,14,666,0
1008,8,0,13,398,0
1009,18,1,13,519,0
1010,318,3,10,1209,0
1011,220,6,7,430,0
1012,53,4,10,342,0
1013,394,11,2,168,0
1014,84,13,1,18,0
1015,134,8,19,513,0
1016,221,19,9,255,0
1017,452,26,2,98,0
1018,44,43,165,415,0
1019,7,4,445,1937,0
1020,127,12,33,806,0
1021,0,0,484,521,0
1022,252,3229,386,79,0
1023,279,63,3,29,0
1024,718,498,78,294,0
1025,160,405,47,50,0
1026,379,39,8,200,0
1027,12,0,27,1481,0
1028,175,45,28,276,0
1029,61,15,27,305,0
1030,210,34,37,586,0
1031,455,72,24,290,0
1032,385,42,19,341,0
1033,502,50,8,163,0
1034,0,0,45,1176,0
1035,1154,62,22,814,0
1036,412,35,11,246,0
1037,146,28,28,322,0
1038,279,52,6,74,0
1039,260,63,22,199,0
1040,144,3,42,3250,0
1041,254,44,2,25,0
1042,289,44,2,28,0
1043,665,55,3,65,0
1044,512,46,12,253,0
1045,563,29,30,976,0
1046,568,58,4,80,1
1047,46,143,36,29,0
1048,383,144,52,361,1
1049,692,32,27,1114,0
1050,461,53,11,186,0
1051,385,44,17,314,0
1052,117,1,12,1183,0
1053,219,5,23,1385,0
1054,251,5,9,771,0
1055,377,18,9,352,0
1056,270,6,7,671,0
1057,173,7,21,1100,0
1058,387,10,3,365,0
1059,529,16,12,955,0
1060,1165,64,22,777,0
1061,555,32,10,334,0
1062,500,21,21,1046,0
1063,404,17,39,1607,0
1064,383,37,6,126,0
1065,497,52,4,80,0
1066,361,25,18,511,0
1067,0,0,390,19771,0
1068,869,77,371,10816,0
1069,320,47,573,10263,0
1070,128,6,8,447,0
1071,4,0,28,1244,0
1072,145,8,5,217,0
1073,143,7,21,992,0
1074,362,36,6,126,0
1075,254,26,2,46,0
1076,459,52,5,99,0
1077,139,10,31,858,0
1078,508,28,14,549,0
1079,774,58,27,719,0
1080,422,53,34,513,0
1081,691,47,2,82,0
1082,498,41,2,69,0
1083,398,60,24,341,0
1084,457,100,46,418,0
1085,0,0,141,4154,0
1086,616,59,9,231,0
1087,105,20,29,392,0
1088,147,13,11,237,0
1089,6,2,57,355,0
1090,9,1,37,542,0
1091,251,35,8,141,0
1092,265,15,17,632,0
1093,11,2,18,204,0
1094,132,11,42,785,0
1095,616,74,33,657,0
1096,655,96,11,167,0
1097,0,0,103,80,0
1098,712,90,17,292,0
1099,638,88,20,314,0
1100,229,49,16,202,0
1101,201,35,5,82,0
1102,319,85,3,33,0
1103,146,39,1,14,0
1104,204,46,1,20,0
1105,316,62,10,133,0
1106,507,108,8,110,0
1107,576,122,15,174,0
1108,284,179,163,595,0
1109,832,174,8,83,0
1110,481,138,44,364,0
1111,270,106,4,26,0
1112,138,53,3,19,0
1113,5,1,86,1148,0
1114,2,0,52,635,0
1115,430,37,16,490,0
1116,253,39,14,251,0
1117,78,6,46,1215,0
1118,557,57,49,1098,0
1119,690,101,5,89,0
1120,577,90,16,225,0
1121,596,91,16,233,0
1122,653,83,24,379,0
1123,619,83,24,393,0
1124,596,99,12,163,0
1125,497,84,22,311,0
1126,311,83,21,202,0
1127,376,93,14,147,0
1128,488,55,73,1508,0
