tazid,tothh,resacre,ciacre,totemp,cbd
1129,1,0,88,1266,0
1130,0,0,52,856,0
1131,5,0,30,526,0
1132,8,0,19,445,0
1133,241,33,42,714,0
1134,483,43,10,251,0
1135,109,5,48,2096,0
1136,213,19,21,588,0
1137,884,15,91,9551,0
1138,749,66,40,911,0
1139,582,81,25,381,0
1140,577,74,33,525,0
1141,490,64,17,267,0
1142,243,23,40,763,0
1143,222,11,14,546,0
1144,538,24,19,712,0
1145,509,71,34,545,0
1146,530,95,7,95,0
1147,501,102,5,65,0
1148,434,96,11,129,0
1149,509,75,31,481,0
1150,510,95,41,495,0
1151,730,57,33,1007,0
1152,391,13,27,1812,0
1153,327,77,3,32,0
1154,268,71,40,389,0
1155,8,0,36,2007,0
1156,0,0,6,122,0
1157,16,1,8,169,0
1158,0,0,19,586,0
1159,9,0,15,980,0
1160,86,11,41,886,0
1161,248,22,18,413,0
1162,70,27,14,113,0
1163,287,35,16,295,0
1164,293,49,2,55,0
1165,141,16,25,466,0
1166,277,43,5,72,0
1167,194,18,24,532,0
1168,451,21,20,1229,0
1169,121,3,24,2778,0
1170,208,31,8,115,0
1171,39,12,33,245,0
1172,1,0,36,1203,0
1173,0,0,162,274,0
1174,522,168,21,179,0
1175,658,346,104,570,0
1176,0,0,64,578,0
1177,0,0,36,468,0
1178,26,4,33,451,0
1179,195,17,20,706,0
1180,39,3,33,934,0
1181,0,0,58,524,0
1182,0,0,41,470,0
1183,0,0,42,588,0
1184,243,25,58,1308,0
1185,292,38,36,663,0
1186,404,72,4,46,0
1187,716,67,22,522,0
1188,586,97,6,99,0
1189,336,68,8,99,0
1190,1,49,0,0,0
1191,7,0,49,1165,0
1192,11,1,40,578,0
1193,73,14,29,343,0
1194,269,18,68,1768,0
1195,19,3,64,889,0
1196,95,12,27,518,0
1197,41,3,65,2238,0
1198,45,11,89,897,0
1199,367,32,13,382,0
1200,280,26,74,1994,0
1201,2,0,46,916,0
1202,268,29,16,376,0
1203,638,47,65,2404,0
1204,442,51,24,536,0
1205,358,54,12,171,0
1206,191,40,2,28,0
1207,291,58,11,133,0
1208,1160,118,44,1141,0
1209,1073,144,27,507,0
1210,486,72,93,1614,0
1211,163,18,25,544,0
1212,847,68,9,292,0
1213,445,37,10,284,0
1214,623,68,13,300,0
1215,1009,72,91,2561,0
1216,739,83,39,790,0
1217,1,0,69,402,0
1218,477,37,3,128,0
1219,579,56,21,582,0
1220,267,62,54,563,0
1221,273,42,57,921,0
1222,26,7,37,308,0
1223,627,33,23,875,0
1224,26,8,49,395,0
1225,4,0,69,1211,0
1226,0,0,116,9963,0
1227,687,59,22,512,0
1228,286,43,48,739,0
1229,264,34,81,1478,0
1230,378,41,56,1189,0
1231,1153,241,130,1242,0
1232,1010,140,63,962,0
1233,418,59,92,1717,0
1234,524,60,18,299,0
1235,6,1,106,1126,0
1236,560,123,165,1870,0
1237,16,4,82,715,0
1238,551,100,101,1302,0
1239,26,6,86,794,0
1240,222,23,29,653,0
1241,697,135,9,101,0
1242,820,90,29,501,0
1243,194,36,76,945,0
1244,360,133,19,152,0
1245,391,54,64,1114,0
1246,36,3,157,4580,0
1247,240,55,36,407,0
1248,758,90,108,2158,0
1249,342,51,118,1992,0
1250,592,121,103,1271,0
1251,617,161,122,1039,0
1252,746,147,96,938,0
1253,768,187,73,752,0
1254,535,130,36,314,0
1255,546,77,10,184,0
1256,611,133,13,121,0
1257,208,36,5,77,0
1258,775,170,15,169,0
1259,466,87,9,112,0
1260,176,28,28,422,0
1261,249,46,4,53,0
1262,196,43,5,58,0
1263,450,87,7,85,0
1264,521,60,33,553,0
1265,323,59,13,176,0
1266,603,55,83,1928,0
1267,106,7,31,922,0
1268,706,144,15,182,0
1269,322,90,20,185,0
1270,405,79,28,320,0
1271,285,81,3,28,0
1272,441,91,28,308,0
1273,364,87,4,48,0
1274,302,68,10,102,0
1275,348,64,29,366,0
1276,462,119,39,384,0
1277,399,79,35,460,0
1278,964,247,223,2274,0
1279,670,277,28,172,0
1280,811,355,98,563,0
1281,956,347,119,904,0
1282,1118,120,53,994,0
1283,664,122,46,589,0
1284,613,105,65,890,0
1285,1458,107,67,1998,0
1286,446,206,63,370,0
1287,516,132,21,210,0
1288,522,96,51,626,0
1289,355,92,37,410,0
1290,371,101,26,223,0
1291,676,196,38,359,0
1292,439,143,11,101,0
1293,658,226,87,722,0
1294,716,27,146,8238,0
1295,835,126,41,567,0
1296,359,27,142,3778,0
1297,406,65,41,616,0
1298,1634,163,56,1061,0
1299,685,151,16,180,0
1300,759,107,47,765,0
1301,812,137,112,1430,0
1302,502,98,37,434,0
1303,351,70,49,690,0
1304,457,85,44,546,0
1305,499,153,18,149,0
1306,272,68,40,403,0
1307,482,133,7,62,0
1308,195,64,12,99,0
1309,321,147,10,68,0
1310,422,122,15,135,0
1311,202,91,3,20,0
1312,475,89,84,1135,0
1313,363,46,66,1009,0
1314,86,12,90,1484,0
1315,660,143,56,582,0
1316,458,105,42,492,0
1317,595,184,52,465,0
1318,307,98,6,54,0
1319,349,134,5,34,0
1320,232,50,9,85,0
1321,465,169,27,174,0
1322,1035,139,30,456,0
1323,1253,224,61,795,0
1324,527,114,58,618,0
1325,193,122,30,105,0
1326,534,333,39,178,0
1327,226,75,112,776,0
1328,362,539,23,44,0
1329,340,152,74,456,0
1330,275,204,153,567,0
1331,0,0,0,0,0
1332,0,0,0,0,0
1333,0,0,882,7,0
1334,0,0,0,0,0
1335,0,0,0,0,0
1336,0,0,946,31,0
1337,3,64,615,134,0
1338,0,0,590,15,0
1339,259,450,337,614,0
1340,2,98,98,5,0
1341,0,0,518,586,0
1342,36,134,133,108,0
1343,0,0,0,0,0
1344,0,0,590,2,0
1345,0,0,730,7,0
1346,134,430,309,297,0
1347,640,618,109,401,0
1348,675,357,60,396,0
1349,1257,390,47,490,0
1350,660,342,53,357,0
1351,0,0,1216,43,0
1352,21,297,340,72,0
1353,0,0,634,230,0
1354,35,136,138,114,0
1355,35,109,173,142,0
1356,204,228,6,20,0
1357,0,0,0,0,0
1358,303,798,96,98,0
1359,0,0,0,0,0
1360,0,0,243,88,0
1361,0,0,251,134,0
1362,0,0,0,0,0
1363,0,0,0,0,0
1364,0,0,0,0,0
1365,334,312,511,1524,0
1366,0,0,330,1809,0
1367,190,219,433,1091,0
1368,73,71,31,80,0
1369,258,85,15,143,0
1370,541,135,75,888,0
1371,37,60,102,198,0
1372,40,48,106,256,0
1373,57,78,90,206,0
1374,276,83,86,879,0
1375,176,42,72,890,0
1376,33,15,115,798,0
1377,28,20,138,538,0
1378,366,141,9,92,0
1379,89,28,38,360,0
1380,0,0,0,0,0
1381,0,0,0,0,0
1382,0,0,0,0,0
1383,0,0,708,7,0
1384,0,0,255,7,0
1385,0,0,427,10,0
1386,0,0,0,0,0
1387,11,329,14,2,0
1388,65,174,112,130,0
1389,280,146,91,502,0
1390,528,351,98,443,0
1391,0,0,0,0,0
1392,0,0,495,1699,0
1393,156,1386,536,232,0
1394,1,25,483,38,0
1395,112,688,82,44,0
1396,998,1174,185,571,0
1397,696,687,112,382,0
1398,217,224,26,89,0
1399,183,158,65,251,0
1400,352,176,22,156,0
1401,103,96,54,188,0
1402,152,70,55,424,0
1403,1474,345,121,1631,0
1404,927,551,89,553,0
1405,1975,599,53,661,0
1406,727,497,55,301,0
1407,1301,289,21,339,0
1408,602,261,45,353,0
1409,48,204,154,132,0
1410,25,111,196,123,0
1411,85,403,79,53,0
1412,1474,436,13,172,0
1413,690,185,96,1295,0
1414,1199,314,26,379,0
1415,1670,327,15,274,0
1416,190,258,73,170,0
1417,212,105,129,943,0
1418,471,351,43,232,0
1419,687,244,5,67,0
1420,477,137,8,70,0
1421,0,0,970,663,0
1422,1831,223,62,1385,0
1423,808,208,15,217,0
1424,43,7,291,4941,0
1425,1201,275,29,380,0
1426,805,302,18,156,0
1427,917,306,13,127,0
1428,698,248,54,542,0
1429,664,280,41,317,0
1430,758,287,34,299,0
1431,472,132,189,2121,0
1432,955,231,88,1150,0
1433,1232,196,111,1656,0
1434,519,188,7,56,0
1435,321,84,25,262,0
1436,1002,245,78,978,0
1437,439,218,70,386,0
1438,7,152,12,1,0
1439,168,80,10,35,0
1440,248,109,5,33,0
1441,829,101,36,811,0
1442,0,0,123,4161,0
1443,1571,123,16,520,0
1444,393,260,45,235,0
1445,3,1,116,447,0
1446,235,54,83,784,0
1447,278,241,32,129,0
1448,1403,487,75,700,0
1449,1130,390,59,633,0
1450,764,312,7,77,0
1451,62,42,509,2148,0
1452,1135,226,26,402,0
1453,330,126,4,39,0
1454,153,57,35,356,0
1455,1274,279,40,549,0
1456,663,203,67,714,0
1457,2,0,51,2391,0
1458,221,84,24,178,0
1459,374,117,93,787,0
1460,494,181,26,223,0
1461,151,55,91,660,0
1462,234,117,17,107,0
1463,443,170,23,172,0
1464,66,53,84,313,0
1465,195,62,76,790,0
1466,14,2,85,1396,0
1467,863,187,62,873,0
1468,48,130,171,196,0
1469,455,79,63,1059,0
1470,427,174,126,1044,0
1471,781,123,27,474,0
1472,2,0,252,4204,0
1473,5,3,465,1825,0
1474,477,187,123,1114,0
1475,394,149,3,38,0
1476,266,122,2,27,0
1477,5,32,401,196,0
1478,303,108,5,54,0
1479,506,209,5,49,0
1480,339,140,24,213,0
1481,683,295,29,242,0
1482,201,122,24,141,0
1483,708,287,7,69,0
1484,272,134,19,133,0
1485,12,60,50,36,0
1486,0,0,59,289,0
1487,339,127,37,320,0
1488,222,112,46,343,0
1489,329,151,3,32,0
1490,378,193,65,466,0
1491,369,206,34,227,0
1492,200,96,53,323,0
1493,948,134,25,410,0
1494,274,147,22,162,0
1495,300,127,33,219,0
1496,385,155,5,40,0
1497,358,206,35,222,0
1498,413,149,92,764,0
1499,692,83,153,2627,0
1500,563,86,76,1401,0
1501,404,116,108,1069,0
1502,249,174,5,25,0
1503,225,104,139,965,0
1504,386,167,109,738,0
1505,545,92,109,1474,0
1506,697,82,161,2775,0
1507,17,2,54,1005,0
1508,1,0,99,1679,0
1509,182,87,51,316,0
1510,482,182,72,570,0
1511,10,12,69,200,0
1512,8,7,21,79,0
1513,40,40,24,71,0
1514,11,7,95,473,0
1515,4,45,12,4,0
1516,21,37,16,27,0
1517,1,2,86,108,0
1518,182,57,1,18,0
1519,20,10,31,191,0
1520,70,72,35,98,0
1521,70,85,2,7,0
1522,19,23,25,56,0
1523,814,80,46,1380,0
1524,664,122,7,114,0
1525,0,0,0,0,0
1526,143,150,4,14,0
1527,1298,344,39,497,0
1528,259,131,23,172,0
1529,736,160,14,215,0
1530,428,130,20,218,0
1531,241,79,8,84,0
1532,369,57,10,217,0
1533,651,135,12,204,0
1534,536,166,14,168,0
1535,128,86,36,194,0
1536,165,76,59,415,0
1537,1356,330,64,821,0
1538,474,364,26,122,0
1539,462,50,79,1956,0
1540,202,115,17,111,0
1541,287,184,6,39,0
1542,605,323,78,517,0
1543,198,158,35,169,0
1544,52,164,43,48,0
1545,452,107,111,1285,0
1546,296,155,26,158,0
1547,403,270,54,273,0
1548,152,126,38,162,0
1549,338,46,383,9820,0
1550,264,193,10,53,0
1551,223,173,5,27,0
1552,328,23,64,2300,0
1553,405,47,109,2452,0
1554,1,0,105,866,0
1555,1110,168,178,2824,0
1556,17,6,183,1630,0
1557,1282,516,47,433,0
1558,163,136,174,820,0
1559,293,164,85,611,0
1560,223,193,23,110,0
1561,691,366,59,437,0
1562,532,246,52,327,0
1563,670,233,110,1105,0
1564,681,291,27,221,0
1565,706,291,44,356,0
1566,231,308,18,55,0
1567,180,165,95,366,0
1568,284,115,5,45,0
1569,22,2,152,2882,0
1570,0,0,184,5841,0
1571,157,171,11,38,0
1572,111,85,65,276,0
1573,200,68,101,868,0
1574,99,34,192,1527,0
1575,95,33,248,2332,0
1576,203,141,117,673,0
1577,466,189,9,84,0
1578,385,166,28,274,0
1579,288,181,5,33,0
1580,185,81,28,260,0
1581,322,119,30,315,0
1582,602,120,65,908,0
1583,659,258,45,413,0
1584,516,295,22,146,0
1585,243,168,70,291,0
1586,110,142,130,285,0
1587,226,154,105,443,0
1588,247,265,210,615,0
1589,78,128,238,454,0
1590,32,8,324,4166,0
1591,56,20,301,2508,0
1592,546,141,320,3490,0
1593,22,6,112,1198,0
1594,0,0,319,8,0
1595,231,180,49,208,0
1596,54,25,467,2776,0
1597,164,115,217,922,0
1598,324,266,119,458,0
1599,86,110,235,573,0
1600,140,370,409,473,0
1601,111,121,104,359,0
1602,168,266,8,21,0
1603,64,245,24,22,0
1604,135,200,13,31,0
1605,73,205,24,35,0
1606,114,163,71,190,0
1607,144,212,32,75,0
1608,541,286,56,321,0
1609,176,233,6,21,0
1610,170,233,5,17,0
1611,167,307,7,17,0
1612,97,137,16,39,0
1613,106,198,18,38,0
1614,222,262,71,217,0
1615,15,196,7,2,0
1616,80,53,354,1752,0
1617,748,394,30,167,0
1618,78,293,97,78,0
1619,48,66,365,825,0
1620,42,80,231,364,0
1621,25,87,642,574,0
1622,104,522,142,99,0
1623,8,16,697,1075,0
1624,3,1,96,550,0
1625,422,85,26,303,0
1626,1,0,82,1088,0
1627,904,67,74,2362,0
1628,535,125,66,662,0
1629,286,54,84,975,0
1630,526,108,92,1161,0
1631,992,199,17,195,0
1632,392,62,49,762,0
1633,549,120,10,121,0
1634,234,73,16,138,0
1635,679,132,15,200,0
1636,525,73,45,681,0
1637,759,44,30,962,0
1638,142,41,58,479,0
1639,129,6,118,4662,0
1640,1239,151,121,2362,0
1641,707,50,26,715,0
1642,320,88,29,242,0
1643,395,104,65,643,0
1644,1345,159,125,2267,0
1645,488,84,84,1308,0
1646,123,98,8,27,0
1647,706,153,64,676,0
1648,892,221,75,785,0
1649,184,8,127,9501,0
1650,266,36,212,4569,0
1651,0,0,138,112,0
1652,731,156,64,787,0
1653,634,165,88,853,0
1654,943,155,34,454,0
1655,289,131,26,170,0
1656,708,224,11,91,0
1657,448,153,9,68,0
1658,976,319,81,622,0
1659,798,294,18,135,0
1660,198,189,61,161,0
1661,276,77,22,209,0
1662,170,55,14,114,0
1663,467,135,12,122,0
1664,268,65,20,230,0
1665,520,78,55,984,0
1666,755,97,35,752,0
1667,928,141,18,275,0
1668,351,70,26,317,0
1669,621,127,13,170,0
1670,359,86,35,346,0
1671,577,153,18,187,0
1672,773,79,93,2276,0
1673,447,130,19,210,0
1674,457,129,21,217,0
1675,504,229,121,685,0
1676,585,208,9,70,0
1677,380,106,42,452,0
1678,655,220,26,207,0
1679,244,96,28,207,0
1680,1341,531,150,1052,0
1681,1347,542,124,838,0
1682,288,80,19,169,0
1683,302,62,6,82,0
1684,312,95,12,107,0
1685,410,95,33,361,0
1686,1018,99,32,817,0
1687,244,110,19,118,0
1688,453,101,116,1383,0
1689,489,124,30,332,0
1690,343,110,3,34,0
1691,388,73,68,1013,0
1692,448,181,9,67,0
1693,1321,348,108,1195,0
1694,727,375,43,264,0
1695,386,42,114,2725,0
1696,122,9,91,2648,0
1697,405,20,111,5186,0
1698,68,6,75,2039,0
1699,136,42,34,290,0
1700,568,72,93,2049,0
1701,114,24,91,1198,0
1702,254,66,2,29,0
1703,469,110,56,693,0
1704,725,73,6,169,0
1705,309,95,21,195,0
1706,398,79,70,835,0
1707,666,132,199,2973,0
1708,454,135,10,101,0
1709,439,123,41,474,0
1710,323,75,81,929,0
1711,217,50,81,1040,0
1712,1016,280,35,375,0
1713,485,252,38,238,0
1714,979,356,74,601,0
1715,717,246,66,604,0
1716,330,340,10,32,0
1717,181,110,6,30,0
1718,94,118,7,17,0
1719,69,5,109,4023,0
1720,428,28,63,2750,0
1721,33,4,226,4086,0
1722,206,61,88,919,0
1723,642,226,14,131,0
1724,884,249,48,487,0
1725,367,105,72,661,0
1726,314,72,62,735,0
1727,476,111,85,988,0
1728,331,114,3,32,0
1729,516,145,14,125,0
1730,396,131,26,253,0
1731,473,131,27,333,0
1732,392,117,39,431,0
1733,262,187,51,207,0
1734,403,141,12,107,0
1735,401,284,29,124,0
1736,491,376,27,114,0
1737,355,376,75,216,0
1738,853,581,72,329,0
1739,513,134,28,357,0
1740,227,93,2,23,0
1741,285,44,35,695,0
1742,428,71,152,2037,0
1743,412,132,193,1745,0
1744,613,193,66,645,0
1745,860,287,32,322,0
1746,55,9,102,2004,0
1747,701,289,16,128,0
1748,280,172,5,28,0
1749,15,4,24,253,0
1750,493,380,47,200,0
1751,491,346,17,80,0
1752,182,47,188,2105,0
1753,516,217,133,1257,0
1754,661,156,106,1081,0
1755,730,363,34,259,0
1756,130,42,199,1970,0
1757,97,42,1,9,0
1758,341,249,7,33,0
1759,230,172,81,361,0
1760,284,249,27,103,0
1761,155,98,10,54,0
1762,497,425,24,105,0
1763,383,41,206,5299,0
1764,739,284,37,293,0
1765,26,21,62,221,0
1766,472,448,12,46,0
1767,395,154,8,70,0
1768,574,360,28,143,0
1769,546,728,65,165,0
1770,794,217,25,267,0
1771,6,2,73,513,0
1772,327,32,88,2130,0
1773,986,877,115,380,0
1774,1,1227,4296,21,0
1775,0,0,0,0,0
1776,0,0,0,0,0
1777,0,0,0,0,0
1778,1,690,0,0,0
1779,0,0,385,51,0
1780,1,596,0,0,0
1781,0,0,232,29,0
1782,0,0,227,10,0
1783,0,0,1060,12,0
1784,0,0,0,0,0
1785,0,0,657,27,0
1786,0,0,226,50,0
1787,4,215,430,38,0
1788,6,541,70,3,0
1789,6,410,507,21,0
1790,23,201,5,2,0
1791,7,3191,145,1,0
1792,1,60,364,6,0
1793,5,708,0,0,0
1794,0,0,0,0,0
1795,0,0,648,24,0
1796,0,0,652,33,0
1797,0,0,651,128,0
1798,0,0,253,9,0
1799,1,165,413,10,0
1800,11,359,9,1,0
1801,113,229,5,10,0
1802,6,175,268,43,0
1803,54,176,29,31,0
1804,32,170,26,18,0
1805,319,230,10,57,0
1806,358,141,12,121,0
1807,12,35,131,166,0
1808,11,170,4,1,0
1809,0,0,168,92,0
1810,44,119,41,65,0
1811,41,101,54,73,0
1812,94,186,25,50,0
1813,0,0,0,0,0
1814,0,0,0,0,0
1815,0,0,0,0,0
1816,0,0,0,0,0
1817,13,331,239,26,0
1818,85,239,35,47,0
1819,0,0,0,0,0
1820,0,0,0,0,0
1821,0,0,0,0,0
1822,0,0,0,0,0
1823,0,0,0,0,0
1824,0,0,0,0,0
1825,7,303,134,8,0
1826,55,1097,50,9,0
1827,0,0,451,10,0
1828,5,1366,210,2,0
1829,0,0,0,0,0
1830,0,0,0,0,0
1831,0,0,644,3,0
1832,292,185,7,45,0
1833,162,77,19,152,0
1834,318,157,13,107,0
1835,68,148,56,90,0
1836,189,82,7,75,0
1837,370,145,4,49,0
1838,12,193,28,7,0
1839,0,0,0,0,0
1840,8,212,86,13,0
1841,31,86,111,152,0
1842,58,175,22,26,0
1843,1,182,0,0,0
1844,2,47,148,28,0
1845,1,205,0,0,0
1846,13,80,144,83,0
1847,27,153,124,73,0
1848,0,0,0,0,0
1849,0,0,184,94,0
1850,0,0,0,0,0
1851,3,19,236,98,0
1852,0,0,0,0,0
1853,0,0,0,0,0
1854,32,187,185,127,0
1855,0,0,0,0,0
1856,0,0,194,108,0
1857,0,0,0,0,0
1858,19,158,338,150,0
1859,325,155,4,36,0
1860,365,121,8,97,0
1861,151,121,6,34,0
1862,302,342,36,125,0
1863,404,81,3,58,0
1864,267,157,27,165,0
1865,176,1000,93,59,0
1866,98,305,31,36,0
1867,292,628,49,99,0
1868,249,673,31,46,0
1869,0,0,137,106,0
1870,0,0,218,3,0
1871,0,0,1956,18,0
1872,0,0,0,0,0
1873,3,2964,0,0,0
1874,0,0,0,0,0
1875,1,484,0,0,0
1876,1,361,0,0,0
1877,0,0,354,43,0
1878,0,0,562,4,0
1879,0,0,183,2,0
1880,112,152,14,40,0
1881,34,109,43,46,0
1882,348,207,15,96,0
1883,131,217,24,55,0
1884,416,304,41,212,0
1885,31,162,332,239,0
1886,117,185,43,98,0
1887,136,194,42,105,0
1888,396,270,14,81,0
1889,73,330,55,39,0
1890,11,173,142,33,0
1891,247,266,26,96,0
1892,424,231,7,54,0
1893,181,228,51,149,0
1894,139,114,44,200,0
1895,100,162,44,106,0
1896,29,220,226,106,0
1897,26,140,244,160,0
1898,3,40,384,124,0
1899,62,152,11,15,0
1900,56,227,90,81,0
1901,34,68,89,139,0
1902,152,264,66,142,0
1903,305,135,8,72,0
1904,99,110,49,155,0
1905,462,157,9,96,0
1906,324,142,4,37,0
1907,562,232,29,279,0
1908,178,78,1,16,0
1909,361,158,7,64,0
1910,67,151,11,20,0
1911,52,152,14,19,0
1912,40,62,98,214,0
1913,8,67,100,48,0
1914,61,90,75,167,0
1915,56,59,114,366,0
1916,423,194,5,48,0
1917,305,180,49,283,0
1918,0,0,90,36,0
1919,33,82,118,167,0
1920,9,17,91,158,0
1921,0,0,89,57,0
1922,11,64,5,4,0
1923,9,17,146,254,0
1924,124,89,76,361,0
1925,39,80,32,59,0
1926,112,115,20,71,0
1927,34,75,102,155,0
1928,61,152,71,98,0
1929,59,244,62,57,0
1930,472,233,69,491,0
1931,438,113,3,44,0
1932,311,117,2,30,0
1933,74,169,61,102,0
1934,1,2,77,36,0
1935,42,212,62,47,0
1936,686,289,54,466,0
1937,199,128,22,123,0
1938,588,65,60,1542,0
1939,0,0,79,11,0
1940,14,18,137,325,0
1941,0,0,105,432,0
1942,11,32,261,277,0
1943,41,47,105,297,0
1944,20,76,45,41,0
1945,1,0,81,1084,0
1946,106,44,34,259,0
1947,846,246,12,159,0
1948,924,334,27,262,0
1949,43,139,49,54,0
1950,18,117,71,37,0
1951,0,36,109,6,0
1952,1,83,251,12,0
1953,342,73,48,623,0
1954,54,118,38,63,0
1955,17,58,206,195,0
1956,44,99,117,181,0
1957,3,26,129,44,0
1958,66,163,87,114,0
1959,12,49,77,60,0
1960,26,53,113,195,0
1961,13,54,160,144,0
1962,14,116,224,89,0
1963,0,0,861,229,0
1964,93,233,45,59,0
1965,328,160,4,32,0
1966,164,231,10,28,0
1967,230,176,7,36,0
1968,240,159,4,26,0
1969,362,206,8,53,0
1970,82,164,79,142,0
1971,163,216,34,93,0
1972,6,35,234,145,0
1973,0,0,0,0,0
1974,104,85,5,23,0
1975,51,49,31,138,0
1976,432,164,4,41,0
1977,473,164,6,54,0
1978,119,177,18,45,0
1979,616,357,10,70,0
1980,105,150,22,55,0
1981,136,143,16,55,0
1982,273,119,3,32,0
1983,340,159,33,256,0
1984,0,0,83,470,0
1985,242,137,30,174,0
1986,18,3,36,683,0
1987,149,54,36,310,0
1988,212,61,23,228,0
1989,107,46,72,532,0
1990,260,66,36,442,0
1991,245,31,59,1247,0
1992,226,75,87,787,0
1993,220,109,4,31,0
1994,64,70,29,84,0
1995,57,76,8,23,0
1996,45,44,42,128,0
1997,134,101,9,42,0
1998,64,140,31,51,0
1999,122,166,5,14,0
2000,106,313,59,76,0
2001,301,227,39,182,0
2002,28,102,22,24,0
2003,192,164,4,20,0
2004,84,194,10,18,0
2005,274,154,104,620,0
2006,221,128,3,23,0
2007,225,133,14,100,0
2008,332,82,138,1941,0
2009,352,136,4,40,0
2010,187,155,4,22,0
2011,231,127,16,105,0
2012,264,149,13,80,0
2013,327,302,13,63,0
2014,273,147,3,32,0
2015,271,198,5,31,0
2016,181,158,8,37,0
2017,465,226,9,70,0
2018,340,149,18,175,0
2019,294,152,7,58,0
2020,164,146,7,31,0
2021,223,184,8,43,0
2022,99,152,8,21,0
2023,287,177,29,196,0
2024,129,90,21,128,0
2025,62,34,129,915,0
2026,152,53,27,277,0
2027,246,78,7,80,0
2028,306,101,10,122,0
2029,132,82,7,49,0
2030,0,0,368,2721,0
2031,18,72,114,111,0
2032,24,36,72,173,0
2033,128,70,32,210,0
2034,0,0,492,86,0
2035,151,137,9,39,0
2036,0,0,122,10,0
2037,656,75,2,62,0
2038,0,0,88,24,0
2039,5,7,51,86,0
2040,0,0,71,40,0
2041,0,0,95,89,0
2042,0,0,69,96,0
2043,230,108,6,49,0
2044,0,0,31,229,0
2045,410,119,6,68,0
2046,0,0,0,0,0
2047,0,0,118,1509,0
2048,0,0,27,610,0
2049,0,0,64,3809,0
2050,0,0,33,1828,0
2051,0,0,22,1205,0
2052,145,247,63,120,0
2053,0,0,29,552,0
2054,336,41,51,1160,0
2055,676,139,42,721,0
2056,2,4,215,187,0
2057,45,10,91,1551,0
2058,19,21,54,189,0
2059,635,160,6,80,0
2060,40,59,10,26,0
2061,289,66,35,555,0
2062,653,91,4,114,0
2063,0,0,137,2340,0
2064,0,0,110,1335,0
2065,238,300,32,97,0
2066,263,99,2,27,0
2067,0,0,195,236,0
2068,502,454,38,155,0
2069,0,0,279,1,0
2070,854,1472,45,85,0
2071,289,647,83,142,0
2072,419,535,16,54,0
2073,303,500,28,59,0
2074,398,515,80,261,0
2075,72,179,7,12,0
2076,238,215,124,554,0
2077,35,89,41,65,0
2078,341,265,116,611,0
2079,194,902,87,72,0
2080,364,227,65,372,0
2081,208,292,11,31,0
2082,168,58,50,474,0
2083,343,188,14,96,0
2084,377,433,24,79,0
2085,196,161,13,67,0
2086,238,238,8,36,0
2087,109,148,47,146,0
2088,80,162,39,72,0
2089,126,127,14,60,0
2090,329,306,7,34,0
2091,207,216,27,98,0
2092,261,213,29,137,0
2093,328,101,67,706,0
2094,247,193,70,330,0
2095,285,251,46,229,0
2096,280,332,11,45,0
2097,292,272,33,154,0
2098,222,260,7,23,0
2099,149,153,7,28,0
2100,472,288,6,45,0
2101,338,168,26,217,0
2102,454,242,16,118,0
2103,284,111,2,26,0
2104,267,162,5,31,0
2105,291,289,13,45,0
2106,220,300,7,23,0
2107,329,185,9,68,0
2108,217,72,43,560,0
2109,430,212,4,40,0
2110,353,126,9,84,0
2111,60,90,104,248,0
2112,593,228,53,538,0
2113,353,231,17,114,0
2114,426,390,11,49,0
2115,31,34,383,1256,0
2116,452,328,62,360,0
2117,323,341,68,259,0
2118,536,162,21,276,0
2119,481,150,89,893,0
2120,483,181,13,120,0
2121,607,280,48,356,0
2122,3,0,196,2581,0
2123,0,0,152,2243,0
2124,355,64,69,1099,0
2125,298,73,22,256,0
2126,253,63,36,409,0
2127,735,240,33,355,0
2128,12,1,42,1129,0
2129,171,22,52,1161,0
2130,391,76,71,1006,0
2131,137,34,29,344,0
2132,439,128,22,237,0
2133,95,15,24,461,0
2134,650,155,82,1092,0
2135,77,18,195,2755,0
2136,149,46,35,300,0
2137,37,3,177,6893,0
2138,618,99,25,483,0
2139,1,0,80,787,0
2140,17,35,31,30,0
2141,7,153,30,5,0
2142,53,189,39,43,0
2143,29,172,32,22,0
2144,292,271,26,101,0
2145,31,281,189,72,0
2146,72,145,44,73,0
2147,62,219,62,61,0
2148,0,0,111,733,0
2149,0,0,55,665,0
2150,6,90,150,30,0
2151,3,21,123,57,0
2152,0,0,254,2991,0
2153,12,221,144,32,0
2154,0,0,261,275,0
2155,280,189,12,70,0
2156,284,196,6,43,0
2157,240,189,7,36,0
2158,118,26,145,2726,0
2159,301,165,4,36,0
2160,304,157,11,89,0
2161,408,277,8,47,0
2162,610,102,47,922,0
2163,431,173,27,255,0
2164,487,232,27,183,0
2165,436,182,32,265,0
2166,535,256,7,64,0
2167,405,139,12,117,0
2168,505,226,6,49,0
2169,532,298,16,107,0
2170,50,7,32,536,0
2171,239,16,54,1819,0
2172,691,161,33,452,0
2173,512,261,44,310,0
2174,614,258,6,57,0
2175,141,44,76,820,0
2176,432,299,14,75,0
2177,385,213,5,43,0
2178,38,15,56,501,0
2179,225,147,100,492,0
2180,295,237,40,185,0
2181,418,337,9,46,0
2182,1063,113,15,387,0
2183,800,74,20,634,0
2184,167,29,27,385,0
2185,207,77,42,362,0
2186,4,7,53,72,0
2187,1045,53,53,3054,0
